B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.147547030616	0.0265584655109	0.151973441534	0.460715603098	0.0571744743637	0.156030984876
B	0.144674663759	0.0250817884406	0.148673209742	0.467102871683	0.0803344238459	0.13413304253
C	0.135019455253	0.0206225680934	0.153307392996	0.408171206226	0.114007782101	0.168871595331
D	0.13982717989	0.0200314218382	0.146504320503	0.406912804399	0.0832678711705	0.2034564022
E	0.128186183967	0.0225341706686	0.154414480975	0.425193941633	0.0642777983007	0.205393424455
F	0.130043227666	0.0223342939481	0.203890489914	0.442363112392	0.0540345821326	0.147334293948
G	0.140904311251	0.0234840518752	0.137048720645	0.538030143708	0.0644935155976	0.0960392569225
H	0.153666146646	0.0358814352574	0.130265210608	0.500390015601	0.0631825273011	0.116614664587
I	0.151990811639	0.0344563552833	0.128637059724	0.495788667688	0.0803981623277	0.108728943338
J	0.154583333333	0.0108333333333	0.167916666667	0.353333333333	0.177916666667	0.135416666667
K	0.143249607535	0.0102040816327	0.162480376766	0.349686028257	0.0769230769231	0.257456828885
L	0.132171695708	0.0212494687633	0.172970675733	0.371865703357	0.158521036974	0.143221419465
