B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.361288749562	0.0	0.0	0.0	0.340626939413	0.298084311025
B	0.360767433594	0.0	0.0	0.0	0.341519640003	0.297712926403
C	0.36192178992	0.0	0.0	0.0	0.342069853921	0.296008356159
D	0.361466374595	0.0	0.0	0.0	0.342125279518	0.296408345886
E	0.360089910461	0.0	0.0	0.0	0.339674263301	0.300235826238
F	0.357153704488	0.0	0.0	0.0	0.33892722613	0.303919069382
G	0.360811670225	0.0	0.0	0.0	0.340987933279	0.298200396496
H	0.363168736511	0.0	0.0	0.0	0.33988353074	0.296947732749
I	0.363205017522	0.0	0.0	0.0	0.339691985979	0.297102996499
J	0.362999531275	0.0	0.0	0.0	0.343523425659	0.293477043066
K	0.361720535499	0.0	0.0	0.0	0.339542938148	0.298736526353
L	0.361202379452	0.0	0.0	0.0	0.344054603634	0.294743016914
