B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0654	0.3871	0.1107	0.0581	0.3152	0.0635
B	0.0610938906109	0.397260273973	0.109589041096	0.0546945305469	0.320367963204	0.0569943005699
C	0.0	0.1526	0.0121	0.0	0.6936	0.1417
D	0.0	0.16098390161	0.019798020198	0.0	0.740325967403	0.0788921107889
E	0.0	0.185181481852	0.185281471853	0.01499850015	0.285171482852	0.329367063294
F	0.018101810181	0.31203120312	0.443544354435	0.003800380038	0.0627062706271	0.159815981598
G	0.0159	0.5249	0.0129	0.3026	0.1437	0.0
H	0.0	0.743525647435	0.0579942005799	0.04699530047	0.151484851515	0.0
I	0.025197480252	0.757324267573	0.0499950005	0.046495350465	0.12098790121	0.0
J	0.0	0.107910791079	0.0	0.0	0.891889188919	0.000200020002
K	0.029897010299	0.133086691331	0.146785321468	0.0	0.321867813219	0.368363163684
L	0.0	0.134386561344	0.034596540346	0.000599940005999	0.780421957804	0.0499950005
