B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.157592174933	0.181772425034	0.16082730309	0.172342992582	0.160918813773	0.166546290588
B	0.158041878827	0.181603394533	0.16034637723	0.171581897264	0.161400899008	0.167025553137
C	0.155844524966	0.164373865502	0.164814366337	0.166580973277	0.174155583849	0.174230686069
D	0.156849709822	0.162954244246	0.163257812057	0.16758778451	0.175083811215	0.174266638149
E	0.154106714958	0.167873180977	0.166880711137	0.166393451191	0.167455642884	0.177290298852
F	0.154223942788	0.174857475178	0.172430293261	0.171063894968	0.155666408819	0.171757984986
G	0.156823083963	0.188182612448	0.157036835321	0.183292940193	0.155354126432	0.159310401643
H	0.1551353402	0.197594831481	0.158031608727	0.177759995608	0.153888511055	0.157589712928
I	0.155338000341	0.197332165222	0.157195450057	0.17621357962	0.154785858655	0.159134946104
J	0.157243782515	0.154877211095	0.166468962437	0.166160538599	0.179387734291	0.175861771063
K	0.155695993662	0.15143269481	0.170870745409	0.165660793669	0.174320684019	0.182019088431
L	0.15550389352	0.16138878365	0.167602065309	0.166688817075	0.17655093298	0.172265507466
