B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.197293706252	0.517591137643	0.100621068799	0.0669841999105	0.0527914086936	0.0647184787016
average.B	0.263619602814	0.431667538343	0.115337283042	0.0763587122977	0.0500917315428	0.0629251319597
average.C	0.180448731487	0.033884713606	0.278900939219	0.0	0.221704418478	0.28506119721
average.D	0.249448264538	0.0213552365497	0.264053591541	0.0	0.201042571745	0.264100335627
average.E	0.0333622312382	0.188078734113	0.342224032899	0.0	0.140927458696	0.295407543053
average.F	0.135539024411	0.347235777426	0.38511076556	0.0513806660601	0.0220468530585	0.0586869134841
average.G	0.0723367288404	0.583689979516	0.0	0.343973291644	0.0	0.0
average.H	0.0382193205843	0.835159146233	0.0270088500408	0.097632288715	0.00198039442659	0.0
average.I	0.0419040271735	0.81535992261	0.034120236032	0.101154379363	0.00746143482179	0.0
average.J	0.438991114585	0.0	0.207283589882	0.0	0.200649648853	0.153075646679
average.K	0.283280800345	0.0	0.330931323614	0.0	0.120057376887	0.265730499154
average.L	0.0714222115277	0.0	0.286994191438	0.0	0.359397811975	0.282185785059
stdev.A	0.243925278782	0.284601792415	0.162544222979	0.141145529246	0.0613628594719	0.106420317107
stdev.B	0.216907000243	0.310750219276	0.184444835971	0.0124204770693	0.0625733670836	0.212904100358
stdev.C	0.362185364771	0.138077173724	0.249282295325	0.0	0.0908455404085	0.159609625772
stdev.D	0.364200729214	0.360896339242	0.130415300807	0.0	0.0771044210299	0.0673832097067
stdev.E	0.458935157009	0.263590669027	0.155439424986	0.0	0.0338143116106	0.0882204373672
stdev.F	0.513459845533	0.154460909307	0.0966512491255	0.0953802630202	0.0565291310952	0.0835186019187
stdev.G	0.40992278833	0.387429750432	0.0	0.202647461238	0.0	0.0
stdev.H	0.120176107212	0.497278392718	0.163027660631	0.133976580389	0.0855412590503	0.0
stdev.I	0.350568676169	0.462083435539	0.0450194697143	0.0954404156996	0.0468880028786	0.0
stdev.J	0.520992998018	0.0	0.212920237512	0.0	0.119992310492	0.146094453978
stdev.K	0.403866122625	0.0	0.255133097804	0.0	0.113017099751	0.22798367982
stdev.L	0.335449704127	0.0	0.228623248926	0.0	0.24572650582	0.190200541128
