Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.332829210327	0.527600734579	0.139570055093	0.0	0.0
S10006	0.328897338403	0.583650190114	0.0874524714829	0.0	0.0
S1001	0.25482375768	0.549746685351	0.195429556969	0.0	0.0
S10010	0.44281306522	0.359612724758	0.197574210022	0.0	0.0
S10011	0.270139691209	0.548156706228	0.181703602563	0.0	0.0
S10014	0.331106760336	0.562708741218	0.106184498445	0.0	0.0
S10026	0.30991307947	0.575124172185	0.114962748344	0.0	0.0
S10032	0.238832329109	0.442135881986	0.319031788905	0.0	0.0
S10036	0.337354882768	0.58081038015	0.0818347370817	0.0	0.0
S10042	0.298536375377	0.54347826087	0.157985363754	0.0	0.0
S10044	0.320836337419	0.565145741065	0.114017921516	0.0	0.0
S10049	0.218876356672	0.634496701426	0.146626941903	0.0	0.0
S10057	0.225332721432	0.641693437357	0.132973841212	0.0	0.0
S10062	0.235507246377	0.541097308489	0.223395445135	0.0	0.0
S10066	0.415872358061	0.37919602155	0.20493162039	0.0	0.0
S10067	0.178380643134	0.713836807374	0.107782549492	0.0	0.0
S1007	0.256481584511	0.569823077779	0.17369533771	0.0	0.0
S10073	0.23486633207	0.630441462665	0.134692205265	0.0	0.0
S10077	0.265137514947	0.523861289271	0.211001195782	0.0	0.0
S10080	0.278535380651	0.476752926017	0.244711693332	0.0	0.0
S10082	0.244569757728	0.623329156224	0.132101086048	0.0	0.0
S10087	0.197486152535	0.627396676608	0.175117170856	0.0	0.0
S10089	0.313753424658	0.568328767123	0.117917808219	0.0	0.0
S1009	0.164422470019	0.691984010099	0.143593519882	0.0	0.0
S10090	0.32980349345	0.555349344978	0.114847161572	0.0	0.0
S10093	0.388543410667	0.444989237025	0.166467352308	0.0	0.0
S10094	0.311316741119	0.479578813019	0.209104445863	0.0	0.0
S1010	0.188884201645	0.590381775997	0.220734022358	0.0	0.0
S10111	0.205206738132	0.653292496172	0.141500765697	0.0	0.0
S10116	0.107562486648	0.716513565477	0.175923947874	0.0	0.0
S10119	0.233914940022	0.659214830971	0.106870229008	0.0	0.0
S10121	0.263656457215	0.598042311336	0.138301231449	0.0	0.0
S10130	0.367546432063	0.483653741718	0.148799826219	0.0	0.0
S10140	0.38138234978	0.430936257121	0.187681393099	0.0	0.0
S10142	0.150039365651	0.699133955686	0.150826678664	0.0	0.0
S10150	0.547626700954	0.306225222329	0.146148076717	0.0	0.0
S10155	0.235010189853	0.600235975544	0.164753834603	0.0	0.0
S1016	0.297511797512	0.558558558559	0.14392964393	0.0	0.0
S10163	0.30209746426	0.499113012627	0.198789523114	0.0	0.0
S10167	0.30358939953	0.570390249357	0.126020351113	0.0	0.0
S10168	0.197998259356	0.698868581375	0.103133159269	0.0	0.0
S10173	0.203280730897	0.709821428571	0.0868978405316	0.0	0.0
S10175	0.286433811453	0.592247892259	0.121318296288	0.0	0.0
S10179	0.14082673321	0.69187371162	0.16729955517	0.0	0.0
S10186	0.0646453708717	0.725933946941	0.209420682187	0.0	0.0
