B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.349988243593	0.0	0.0	0.0	0.234070068187	0.41594168822
B	0.355534709193	0.0	0.0	0.0	0.228424015009	0.416041275797
C	0.111850443599	0.0	0.0	0.0	0.515948457964	0.372201098437
D	0.115128844555	0.0	0.0	0.0	0.496259351621	0.388611803824
E	0.121327414923	0.0	0.0	0.0	0.293806806172	0.584865778905
F	0.170227272727	0.0	0.0	0.0	0.06125	0.768522727273
G	0.484706217101	0.0	0.0	0.0	0.194906814625	0.320386968274
H	0.525917393451	0.0	0.0	0.0	0.0972519335198	0.376830673029
I	0.542539049518	0.0	0.0	0.0	0.11282818212	0.344632768362
J	0.104171033326	0.0	0.0	0.0	0.569482288828	0.326346677845
K	0.0892247179381	0.0	0.0	0.0	0.279681192423	0.631094089639
L	0.0838709677419	0.0	0.0	0.0	0.501639344262	0.414489687996
