B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.465211354507	0.0	0.0	0.0	0.264589416402	0.270199229091
B	0.465445607731	0.0	0.0	0.0	0.264889613953	0.269664778316
C	0.427176463186	0.0	0.0	0.0	0.294815646401	0.278007890414
D	0.427446208524	0.0	0.0	0.0	0.296126931622	0.276426859854
E	0.442179007021	0.0	0.0	0.0	0.266322895132	0.291498097848
F	0.487247563405	0.0	0.0	0.0	0.240558523393	0.272193913202
G	0.487535804874	0.0	0.0	0.0	0.258977429695	0.253486765431
H	0.49423857788	0.0	0.0	0.0	0.259132616061	0.24662880606
I	0.496075752249	0.0	0.0	0.0	0.255911749863	0.248012497889
J	0.438287294823	0.0	0.0	0.0	0.301337558781	0.260375146395
K	0.438534315305	0.0	0.0	0.0	0.267710552025	0.293755132669
L	0.418598301092	0.0	0.0	0.0	0.311846310915	0.269555387993
