B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.211978670077	0.234205876719	0.213507158531	0.0966259667473	0.120563077539	0.123119250387
B	0.2115316562	0.233882151401	0.215049633986	0.096596945174	0.120384719114	0.122554894125
C	0.208410688339	0.209551870698	0.215732144895	0.0868363695403	0.143834544023	0.135634382505
D	0.207954782146	0.210148613561	0.216762578517	0.086583657101	0.144067277531	0.134483091144
E	0.208121234881	0.215684601192	0.224644170082	0.0889993253194	0.125350703972	0.137199964553
F	0.210799663344	0.229531281345	0.241111035284	0.0967240917928	0.10407369796	0.117760230274
G	0.211472386948	0.243758766345	0.205859788111	0.116623791574	0.112333442336	0.109951824686
H	0.211992199286	0.26369680694	0.208312145208	0.0990641919288	0.111148938274	0.105785718363
I	0.214791936495	0.263566723586	0.204939133685	0.0985120114301	0.11080521488	0.107384979925
J	0.221305300113	0.206984381488	0.207500990895	0.0805825825247	0.152154989819	0.131471755161
K	0.217105880461	0.196041252065	0.229374423867	0.0795127347223	0.132535888476	0.145429820409
L	0.206024569518	0.213992097496	0.203586102759	0.0902445286479	0.153483666308	0.132669035272
