B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0	0.0	0.269805848946	0.0	0.614014950072	0.116179200982
B	0.0	0.0	0.295309131517	0.0	0.570619788738	0.134071079745
C	0.0	0.0	0.211681976456	0.0	0.788318023544	0.0
D	0.0	0.0	0.199288166112	0.0	0.800711833888	0.0
E	0.0	0.0	0.259581099117	0.0	0.661392239641	0.0790266612416
F	0.0	0.0	0.432211351786	0.0	0.346339683657	0.221448964557
G	0.0	0.0	0.25625563197	0.0	0.571946462599	0.171797905431
H	0.0	0.0	0.269742838383	0.0	0.436123086484	0.294134075133
I	0.0	0.0	0.284497146467	0.0	0.439610977822	0.275891875711
J	0.0	0.0	0.175474876833	0.0	0.824525123167	0.0
K	0.0	0.0	0.261072282547	0.0	0.727480682877	0.0114470345761
L	0.0	0.0	0.167886124918	0.0	0.832113875082	0.0
