B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.157879356983	0.174639281262	0.154792153816	0.174387086751	0.19095938604	0.147342735147
B	0.158089626826	0.174680186037	0.154373951368	0.17456776064	0.191041389775	0.147247085354
C	0.155683758456	0.166938877102	0.157726295481	0.167495305069	0.197141372213	0.155014391679
D	0.155794553401	0.166616451425	0.157901338026	0.167575210073	0.196912210183	0.155200236891
E	0.154652453871	0.168285444944	0.158742079413	0.169260414671	0.194125941407	0.154933665693
F	0.153091729264	0.171235323304	0.163971936855	0.174223176566	0.189854353621	0.14762348039
G	0.15743656374	0.178600615128	0.15121703207	0.182117461684	0.188019120581	0.142609206797
H	0.157207274338	0.183826713487	0.148727015037	0.179566153136	0.188772228355	0.141900615647
I	0.157669093999	0.183265486469	0.148617624234	0.179228923495	0.189324704539	0.141894167264
J	0.157331525396	0.164314691876	0.159234446565	0.162368943093	0.199991361686	0.156759031383
K	0.15580686972	0.162956186212	0.161388402335	0.162507837982	0.197445312206	0.159895391545
L	0.156879431753	0.166868685042	0.157172119983	0.166779257183	0.197143695063	0.155156810976
