Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	7.04397491895e-93	1.0	2.96026648515e-77	0.0	0.0
S10006	5.54061909554e-93	1.0	9.48195450134e-77	0.0	0.0
S1001	7.36134507649e-93	1.0	1.97585707012e-76	0.0	0.0
S10010	1.08416402123e-92	1.0	2.4319613784e-76	0.0	0.0
S10011	3.26438811216e-93	1.0	6.72064581987e-77	0.0	0.0
S10014	5.97396422854e-93	1.0	7.47268071056e-77	0.0	0.0
S10026	7.15836525258e-93	1.0	3.89072589682e-76	0.0	0.0
S10032	7.60583211221e-93	1.0	2.02765932636e-76	0.0	0.0
S10036	3.63363691199e-93	1.0	2.6100427802e-76	0.0	0.0
S10042	5.70109651791e-93	1.0	2.25526757749e-76	0.0	0.0
S10044	6.80425955129e-93	1.0	1.89480234323e-76	0.0	0.0
S10049	5.94603074325e-93	1.0	1.9337966694e-76	0.0	0.0
S10057	3.40443515227e-93	1.0	5.65588479758e-77	0.0	0.0
S10062	5.74808845373e-93	1.0	1.2032541921e-76	0.0	0.0
S10066	6.426209144e-93	1.0	6.92447751283e-77	0.0	0.0
S10067	3.27065910678e-93	1.0	9.8499655603e-77	0.0	0.0
S1007	4.2887897409e-93	1.0	1.00596476641e-76	0.0	0.0
S10073	5.17310272188e-93	1.0	1.31940641659e-76	0.0	0.0
S10077	5.71021211992e-93	1.0	4.35487594113e-77	0.0	0.0
S10080	5.31931928949e-93	1.0	1.77854912517e-76	0.0	0.0
S10082	3.59716651359e-93	1.0	1.37746926671e-76	0.0	0.0
S10087	5.78468591348e-93	1.0	9.71676387324e-77	0.0	0.0
S10089	6.48249145709e-93	1.0	6.79340884359e-77	0.0	0.0
S1009	4.42515796118e-93	1.0	7.89268535408e-77	0.0	0.0
S10090	4.57880969267e-93	1.0	4.90009556483e-77	0.0	0.0
S10093	1.07278545026e-92	1.0	4.15068330031e-76	0.0	0.0
S10094	4.4388260131e-93	1.0	1.55524012722e-76	0.0	0.0
S1010	3.61685270044e-93	1.0	5.95260896943e-77	0.0	0.0
S10111	3.15430542448e-93	1.0	1.37643029098e-76	0.0	0.0
S10116	1.95280364926e-93	1.0	3.09563242888e-77	0.0	0.0
S10119	4.84225375072e-93	1.0	1.28662165014e-76	0.0	0.0
S10121	5.88498500784e-93	1.0	1.38856809366e-76	0.0	0.0
S10130	8.25552013821e-93	1.0	1.27864724092e-76	0.0	0.0
S10140	9.49452657575e-93	1.0	2.72773832602e-76	0.0	0.0
S10142	4.89286689331e-93	1.0	1.28729189437e-76	0.0	0.0
