Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.209879012099	0.633536646335	0.156584341566	0.0	0.0
S10006	0.2072	0.6618	0.131	0.0	0.0
S1001	0.194180581942	0.623137686231	0.182681731827	0.0	0.0
S10010	0.318136372725	0.524395120976	0.157468506299	0.0	0.0
S10011	0.1849	0.6602	0.1549	0.0	0.0
S10014	0.234723472347	0.63096309631	0.134313431343	0.0	0.0
S10026	0.2162	0.5707	0.2131	0.0	0.0
S10032	0.1876	0.5666	0.2458	0.0	0.0
S10036	0.2395	0.6263	0.1342	0.0	0.0
S10042	0.221677832217	0.616638336166	0.161683831617	0.0	0.0
S10044	0.263	0.5782	0.1588	0.0	0.0
S10049	0.221177882212	0.613638636136	0.165183481652	0.0	0.0
S10057	0.155884411559	0.720827917208	0.123287671233	0.0	0.0
S10062	0.1994	0.5889	0.2117	0.0	0.0
S10066	0.2565	0.5787	0.1648	0.0	0.0
S10067	0.1664	0.6856	0.148	0.0	0.0
S1007	0.199819981998	0.657265726573	0.142914291429	0.0	0.0
S10073	0.184218421842	0.6699669967	0.145814581458	0.0	0.0
S10077	0.189662067586	0.632973405319	0.177364527095	0.0	0.0
S10080	0.21897810219	0.634236576342	0.146785321468	0.0	0.0
S10082	0.1953	0.6557	0.149	0.0	0.0
S10087	0.167416741674	0.625062506251	0.207520752075	0.0	0.0
S10089	0.220344068814	0.644428885777	0.135227045409	0.0	0.0
S1009	0.138	0.7266	0.1354	0.0	0.0
S10090	0.1862	0.6562	0.1576	0.0	0.0
S10093	0.224877512249	0.665133486651	0.1099890011	0.0	0.0
S10094	0.231323132313	0.596659665967	0.17201720172	0.0	0.0
S1010	0.159484051595	0.675632436756	0.164883511649	0.0	0.0
S10111	0.1975	0.6593	0.1432	0.0	0.0
S10116	0.124412441244	0.739373937394	0.136213621362	0.0	0.0
S10119	0.1978	0.6842	0.118	0.0	0.0
S10121	0.193219321932	0.63496349635	0.171817181718	0.0	0.0
S10130	0.2324	0.62	0.1476	0.0	0.0
S10140	0.311531153115	0.516351635164	0.172117211721	0.0	0.0
S10142	0.1489	0.6856	0.1655	0.0	0.0
S10150	0.2926	0.5891	0.1183	0.0	0.0
S10155	0.19601960196	0.650265026503	0.153715371537	0.0	0.0
S1016	0.201179882012	0.631236876312	0.167583241676	0.0	0.0
S10163	0.20397960204	0.653634636536	0.142385761424	0.0	0.0
S10167	0.2106	0.6732	0.1162	0.0	0.0
S10168	0.1922	0.6743	0.1335	0.0	0.0
S10173	0.159	0.725	0.116	0.0	0.0
S10175	0.210821082108	0.633663366337	0.155515551555	0.0	0.0
S10179	0.1431	0.6989	0.158	0.0	0.0
S10186	0.102189781022	0.71902809719	0.178782121788	0.0	0.0
S1019	0.1629	0.6696	0.1675	0.0	0.0
S10190	0.170517051705	0.654465446545	0.17501750175	0.0	0.0
S10195	0.2358	0.6163	0.1479	0.0	0.0
S10196	0.241224122412	0.605760576058	0.15301530153	0.0	0.0
S10200	0.204840968194	0.612922584517	0.182236447289	0.0	0.0
S10201	0.318763752751	0.55201040208	0.129225845169	0.0	0.0
S10202	0.1842	0.6762	0.1396	0.0	0.0
S10205	0.205	0.6487	0.1463	0.0	0.0
S10211	0.19476104779	0.654969006199	0.150269946011	0.0	0.0
S10221	0.202379762024	0.670832916708	0.126787321268	0.0	0.0
S10222	0.25302530253	0.603560356036	0.143414341434	0.0	0.0
S10226	0.217078292171	0.600239976002	0.182681731827	0.0	0.0
S10227	0.262426242624	0.597059705971	0.140514051405	0.0	0.0
S10228	0.2129	0.632	0.1551	0.0	0.0
S10232	0.141214121412	0.745774577458	0.11301130113	0.0	0.0
S10248	0.21897810219	0.631736826317	0.149285071493	0.0	0.0
S10249	0.2308	0.54	0.2292	0.0	0.0
S1025	0.180818081808	0.645764576458	0.173417341734	0.0	0.0
S10266	0.2077	0.6412	0.1511	0.0	0.0
S10269	0.2376	0.6086	0.1538	0.0	0.0
S10272	0.2548	0.6142	0.131	0.0	0.0
S10273	0.221122112211	0.620762076208	0.158115811581	0.0	0.0
S10274	0.2154	0.6388	0.1458	0.0	0.0
S1028	0.232276772323	0.600139986001	0.167583241676	0.0	0.0
S10280	0.210778922108	0.601939806019	0.187281271873	0.0	0.0
S10283	0.114188581142	0.682131786821	0.203679632037	0.0	0.0
S1029	0.182418241824	0.663866386639	0.153715371537	0.0	0.0
S10292	0.165216521652	0.718171817182	0.116611661166	0.0	0.0
S10294	0.1888	0.6759	0.1353	0.0	0.0
S10302	0.198119811981	0.652465246525	0.149414941494	0.0	0.0
S10303	0.190080991901	0.645735426457	0.164183581642	0.0	0.0
S10323	0.204779522048	0.636636336366	0.158584141586	0.0	0.0
S10326	0.228	0.5819	0.1901	0.0	0.0
S10328	0.2082	0.6752	0.1166	0.0	0.0
S10329	0.178217821782	0.662066206621	0.159715971597	0.0	0.0
S10336	0.196519651965	0.629462946295	0.17401740174	0.0	0.0
S10340	0.222822282228	0.63696369637	0.140214021402	0.0	0.0
S10347	0.167583241676	0.696830316968	0.135586441356	0.0	0.0
S10353	0.1833	0.6508	0.1659	0.0	0.0
S10356	0.1553	0.6922	0.1525	0.0	0.0
S10358	0.200920092009	0.596859685969	0.202220222022	0.0	0.0
S10365	0.249	0.5888	0.1622	0.0	0.0
S1037	0.134086591341	0.742525747425	0.123387661234	0.0	0.0
S10373	0.173517351735	0.685668566857	0.140814081408	0.0	0.0
S10374	0.200420042004	0.664066406641	0.135513551355	0.0	0.0
S10375	0.18498150185	0.672832716728	0.142185781422	0.0	0.0
S10377	0.18798120188	0.707229277072	0.104789521048	0.0	0.0
S10378	0.216856628674	0.630373925215	0.152769446111	0.0	0.0
S10390	0.1935	0.6886	0.1179	0.0	0.0
S10391	0.1399	0.6778	0.1823	0.0	0.0
S10393	0.2033	0.6538	0.1429	0.0	0.0
S10400	0.2136	0.6116	0.1748	0.0	0.0
S10401	0.1965	0.6363	0.1672	0.0	0.0
S10406	0.241	0.5756	0.1834	0.0	0.0
S10408	0.22097790221	0.644835516448	0.134186581342	0.0	0.0
S10409	0.170517051705	0.670067006701	0.159415941594	0.0	0.0
S10418	0.223922392239	0.646064606461	0.1300130013	0.0	0.0
S10431	0.2065	0.6381	0.1554	0.0	0.0
S10438	0.1946	0.6434	0.162	0.0	0.0
S10439	0.207579242076	0.579442055794	0.21297870213	0.0	0.0
S10441	0.2204	0.556	0.2236	0.0	0.0
S10442	0.205379462054	0.633236676332	0.161383861614	0.0	0.0
S1046	0.2744	0.5606	0.165	0.0	0.0
S10478	0.2987	0.4938	0.2075	0.0	0.0
S10480	0.1218	0.7385	0.1397	0.0	0.0
S10484	0.2082	0.6096	0.1822	0.0	0.0
S10492	0.1484	0.6998	0.1518	0.0	0.0
S10496	0.182	0.6575	0.1605	0.0	0.0
S10510	0.173482651735	0.649735026497	0.176782321768	0.0	0.0
S10513	0.183963207359	0.601679664067	0.214357128574	0.0	0.0
S10516	0.1876	0.6314	0.181	0.0	0.0
S10534	0.201579842016	0.59504049595	0.203379662034	0.0	0.0
S10535	0.172517251725	0.667466746675	0.1600160016	0.0	0.0
S10537	0.2181	0.5906	0.1913	0.0	0.0
S1054	0.1726	0.6587	0.1687	0.0	0.0
S10543	0.2031	0.6717	0.1252	0.0	0.0
S10546	0.179182081792	0.658834116588	0.16198380162	0.0	0.0
S1055	0.2405	0.5956	0.1639	0.0	0.0
S10551	0.1835	0.6524	0.1641	0.0	0.0
S10552	0.216378362164	0.611938806119	0.171682831717	0.0	0.0
S10555	0.184381561844	0.703729627037	0.111888811119	0.0	0.0
S10559	0.200679932007	0.592140785921	0.207179282072	0.0	0.0
S1056	0.189062187562	0.644971005799	0.165966806639	0.0	0.0
S10563	0.233323332333	0.615061506151	0.151615161516	0.0	0.0
S10574	0.1534	0.6465	0.2001	0.0	0.0
S10576	0.289728972897	0.58895889589	0.121312131213	0.0	0.0
S10578	0.234776522348	0.599440055994	0.165783421658	0.0	0.0
S10579	0.2381	0.6088	0.1531	0.0	0.0
S10582	0.2523	0.5766	0.1711	0.0	0.0
S1059	0.247524752475	0.610461046105	0.14201420142	0.0	0.0
S10599	0.26602660266	0.558255825583	0.175717571757	0.0	0.0
