Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	2.30446150749e-225	1.0	5.09190788705e-80	0.0	0.0
S10006	1.9144023151e-225	1.0	4.5785499668e-80	0.0	0.0
S1001	1.78609532557e-225	1.0	4.93961235501e-80	0.0	0.0
S10010	2.65510502563e-225	1.0	5.65409507511e-80	0.0	0.0
S10011	2.02924638954e-225	1.0	5.27269580748e-80	0.0	0.0
S10014	1.96465130816e-225	1.0	4.88288706187e-80	0.0	0.0
S10026	1.97998480175e-225	1.0	4.86423635979e-80	0.0	0.0
S10032	2.01854681877e-225	1.0	6.02293420704e-80	0.0	0.0
S10036	1.89177827189e-225	1.0	4.39519336267e-80	0.0	0.0
S10042	2.03490889742e-225	1.0	5.14215988536e-80	0.0	0.0
S10044	1.94605442894e-225	1.0	4.47584710808e-80	0.0	0.0
S10049	1.80942433025e-225	1.0	4.38714263317e-80	0.0	0.0
S10057	1.56081405932e-225	1.0	4.35455959445e-80	0.0	0.0
S10062	1.9862288745e-225	1.0	5.22329549174e-80	0.0	0.0
S10066	2.84633121355e-225	1.0	5.94219357078e-80	0.0	0.0
S10067	1.59213781606e-225	1.0	4.26303877051e-80	0.0	0.0
S1007	1.93850101442e-225	1.0	4.84270180865e-80	0.0	0.0
S10073	1.8220740377e-225	1.0	4.33178502473e-80	0.0	0.0
S10077	2.05561061963e-225	1.0	5.5405503487e-80	0.0	0.0
S10080	2.18957397798e-225	1.0	5.58941966314e-80	0.0	0.0
S10082	1.85364597921e-225	1.0	4.60238798708e-80	0.0	0.0
S10087	1.79965489103e-225	1.0	4.74715595867e-80	0.0	0.0
S10089	2.27153884523e-225	1.0	4.99210612944e-80	0.0	0.0
S1009	1.56341692613e-225	1.0	4.38591020975e-80	0.0	0.0
S10090	2.22964237498e-225	1.0	4.57838126643e-80	0.0	0.0
S10093	1.82923263415e-225	1.0	4.72833289655e-80	0.0	0.0
S10094	2.25328622925e-225	1.0	5.50353125083e-80	0.0	0.0
S1010	1.82671977916e-225	1.0	4.9075554549e-80	0.0	0.0
S10111	1.61032025049e-225	1.0	4.25378627756e-80	0.0	0.0
S10116	1.29868300688e-225	1.0	4.25191163586e-80	0.0	0.0
S10119	1.603431321e-225	1.0	4.14218299456e-80	0.0	0.0
S10121	1.91838692948e-225	1.0	4.57398074009e-80	0.0	0.0
S10130	2.55802605308e-225	1.0	5.71552635416e-80	0.0	0.0
S10140	2.51354282032e-225	1.0	5.56638271577e-80	0.0	0.0
S10142	1.48508926893e-225	1.0	4.55512326889e-80	0.0	0.0
S10150	3.01357662684e-225	1.0	5.81359507294e-80	0.0	0.0
S10155	1.73411271715e-225	1.0	4.54649102988e-80	0.0	0.0
S1016	1.97320014796e-225	1.0	4.73902393969e-80	0.0	0.0
S10163	2.1372721817e-225	1.0	5.04968447877e-80	0.0	0.0
S10167	1.55993003344e-225	1.0	3.95356917229e-80	0.0	0.0
S10168	1.59498988331e-225	1.0	4.07798881489e-80	0.0	0.0
S10173	1.55165849699e-225	1.0	4.17015432254e-80	0.0	0.0
S10175	2.14798550252e-225	1.0	5.06190790494e-80	0.0	0.0
S10179	1.41615154838e-225	1.0	4.14496667314e-80	0.0	0.0
S10186	1.14234075511e-225	1.0	4.23882502079e-80	0.0	0.0
S1019	1.78764046675e-225	1.0	4.89856016917e-80	0.0	0.0
S10190	1.56696415264e-225	1.0	4.41018293653e-80	0.0	0.0
S10195	2.2948878203e-225	1.0	5.06380514615e-80	0.0	0.0
S10196	1.91443733683e-225	1.0	4.69753437609e-80	0.0	0.0
S10200	2.22385861859e-225	1.0	5.50756237973e-80	0.0	0.0
S10201	3.25362444503e-225	1.0	5.71145284918e-80	0.0	0.0
S10202	2.04998797804e-225	1.0	5.0603682329e-80	0.0	0.0
S10205	1.96352410428e-225	1.0	4.6162309998e-80	0.0	0.0
S10211	1.58404132314e-225	1.0	4.58903111577e-80	0.0	0.0
S10221	1.74698005015e-225	1.0	4.56802234157e-80	0.0	0.0
S10222	2.26529115924e-225	1.0	5.08568803765e-80	0.0	0.0
S10226	2.08363223625e-225	1.0	4.89090600622e-80	0.0	0.0
S10227	2.23874811683e-225	1.0	5.29406166898e-80	0.0	0.0
S10228	1.98902562771e-225	1.0	4.70107682758e-80	0.0	0.0
S10232	1.30505548887e-225	1.0	3.90598534689e-80	0.0	0.0
S10248	1.73926936927e-225	1.0	4.08758953482e-80	0.0	0.0
S10249	2.80913928794e-225	1.0	7.42163947303e-80	0.0	0.0
S1025	1.69660517874e-225	1.0	4.74329540439e-80	0.0	0.0
S10266	2.44869079182e-225	1.0	5.50473645527e-80	0.0	0.0
S10269	2.1218640532e-225	1.0	4.76163004772e-80	0.0	0.0
S10272	2.24710620393e-225	1.0	4.6813952418e-80	0.0	0.0
S10273	2.28653293875e-225	1.0	5.14843139807e-80	0.0	0.0
S10274	2.06134126732e-225	1.0	4.97191646806e-80	0.0	0.0
S1028	1.95997288632e-225	1.0	4.65581467376e-80	0.0	0.0
S10280	1.6548111473e-225	1.0	4.77967402181e-80	0.0	0.0
S10283	1.40046957535e-225	1.0	4.47561609513e-80	0.0	0.0
S1029	1.80492359743e-225	1.0	4.88463902818e-80	0.0	0.0
S10292	1.55554361355e-225	1.0	3.96431480577e-80	0.0	0.0
S10294	1.5452953003e-225	1.0	4.21969082742e-80	0.0	0.0
S10302	1.78336074691e-225	1.0	4.51316845365e-80	0.0	0.0
S10303	1.90886121709e-225	1.0	4.86845601142e-80	0.0	0.0
S10323	1.93075535287e-225	1.0	4.69893369829e-80	0.0	0.0
S10326	2.06140989274e-225	1.0	5.17490418715e-80	0.0	0.0
S10328	1.76986640918e-225	1.0	4.23419671391e-80	0.0	0.0
S10329	1.84541414384e-225	1.0	4.80322265996e-80	0.0	0.0
S10336	2.03651049745e-225	1.0	5.25461899668e-80	0.0	0.0
S10340	2.09615954487e-225	1.0	4.51395835065e-80	0.0	0.0
S10347	1.91489206422e-225	1.0	4.83022255177e-80	0.0	0.0
S10353	2.07374490848e-225	1.0	5.21375160195e-80	0.0	0.0
S10356	1.79805042655e-225	1.0	4.84595334489e-80	0.0	0.0
S10358	2.1826439723e-225	1.0	5.22831872294e-80	0.0	0.0
S10365	2.28588926275e-225	1.0	5.10703132744e-80	0.0	0.0
S1037	1.26534435109e-225	1.0	3.63542263524e-80	0.0	0.0
S10373	1.80584561147e-225	1.0	4.76999852396e-80	0.0	0.0
S10374	1.78255029679e-225	1.0	4.75938575982e-80	0.0	0.0
S10375	2.16605167443e-225	1.0	5.23253278746e-80	0.0	0.0
S10377	1.48292585556e-225	1.0	4.20815572009e-80	0.0	0.0
S10378	1.85229025358e-225	1.0	4.53218945521e-80	0.0	0.0
S10390	1.77118670116e-225	1.0	4.35423697723e-80	0.0	0.0
S10391	1.54367817633e-225	1.0	4.7972016169e-80	0.0	0.0
S10393	1.67210442497e-225	1.0	4.37906770884e-80	0.0	0.0
S10400	2.15920740108e-225	1.0	5.79016721226e-80	0.0	0.0
S10401	1.91408791674e-225	1.0	5.17928633031e-80	0.0	0.0
S10406	2.28314030792e-225	1.0	4.95513052792e-80	0.0	0.0
S10408	2.21364051284e-225	1.0	5.33208211433e-80	0.0	0.0
S10409	1.55154728896e-225	1.0	4.44912595053e-80	0.0	0.0
S10418	2.51835383046e-225	1.0	4.73383578134e-80	0.0	0.0
S10431	1.99299704483e-225	1.0	5.07141597917e-80	0.0	0.0
S10438	1.81584688429e-225	1.0	4.82266693602e-80	0.0	0.0
S10439	1.99475529202e-225	1.0	5.48298807072e-80	0.0	0.0
S10441	2.31958426345e-225	1.0	5.82752060556e-80	0.0	0.0
S10442	2.03290697955e-225	1.0	5.18332094655e-80	0.0	0.0
S1046	2.55515596917e-225	1.0	5.38082775636e-80	0.0	0.0
S10478	3.25246988807e-225	1.0	7.278965094e-80	0.0	0.0
S10480	1.37142096888e-225	1.0	4.06180687439e-80	0.0	0.0
S10484	2.22631531225e-225	1.0	5.60742499872e-80	0.0	0.0
S10492	1.46738251185e-225	1.0	4.64500981237e-80	0.0	0.0
S10496	1.64393459363e-225	1.0	4.2872193957e-80	0.0	0.0
S10510	1.6277490655e-225	1.0	4.63884104983e-80	0.0	0.0
S10513	2.06544219168e-225	1.0	5.62271427591e-80	0.0	0.0
S10516	1.99705671485e-225	1.0	5.40660259425e-80	0.0	0.0
S10534	1.7963699781e-225	1.0	4.72233245529e-80	0.0	0.0
S10535	1.41616172713e-225	1.0	4.18975873741e-80	0.0	0.0
S10537	2.05199738044e-225	1.0	5.81088940303e-80	0.0	0.0
S1054	1.53809805742e-225	1.0	4.49119674305e-80	0.0	0.0
S10543	1.92765550428e-225	1.0	4.37698198791e-80	0.0	0.0
S10546	1.70895662561e-225	1.0	4.50417472419e-80	0.0	0.0
S1055	2.64187576659e-225	1.0	5.89372299376e-80	0.0	0.0
S10551	1.85495052851e-225	1.0	5.26216329321e-80	0.0	0.0
S10552	2.42321344199e-225	1.0	5.52296224209e-80	0.0	0.0
S10555	1.56145230675e-225	1.0	4.01242880583e-80	0.0	0.0
S10559	2.08686317375e-225	1.0	5.54532996058e-80	0.0	0.0
S1056	1.78831412544e-225	1.0	4.51833820986e-80	0.0	0.0
S10563	2.27086277279e-225	1.0	5.13060756888e-80	0.0	0.0
S10574	1.7068836813e-225	1.0	4.64485112313e-80	0.0	0.0
S10576	2.57686511789e-225	1.0	4.88326529865e-80	0.0	0.0
S10578	2.23339997903e-225	1.0	5.5277661505e-80	0.0	0.0
S10579	2.07841305179e-225	1.0	4.25613050064e-80	0.0	0.0
S10582	2.19783383594e-225	1.0	4.78401728843e-80	0.0	0.0
S1059	1.99975010793e-225	1.0	4.77667394769e-80	0.0	0.0
S10599	2.41666267713e-225	1.0	5.83441437729e-80	0.0	0.0
S10611	2.1257455961e-225	1.0	5.1307011174e-80	0.0	0.0
S10614	2.62739103304e-225	1.0	5.8887834959e-80	0.0	0.0
S10624	1.87438299976e-225	1.0	5.1487855861e-80	0.0	0.0
S10632	2.08914277357e-225	1.0	4.66188261559e-80	0.0	0.0
S10634	1.97959439845e-225	1.0	4.55269148715e-80	0.0	0.0
S10638	1.96249529291e-225	1.0	5.37969776389e-80	0.0	0.0
