AbsCibersort	Cibersort	DCQ	Decon	dtangle	EPIC	GEDIT	Savant
0.529926111924097	0.530191627813954	0.360772370521538	0.412094517915651	0.107389137184923	0.55890828881663	0.849185065598771	0.00618503125188835
0.219846313914153	0.220051179990189	0.0945735875094794	0.212150201518375	0.506189032782885	-0.102915616888727	0.815764675785139	0.189571598312567
0.0349819335217379	0.0353977502070761	0.0876090746382713	-0.0644053560190216	0.487875701189852	-0.0149014125007193	0.904711495596041	-0.0817610733401481
0.005865748627369	0.00624832045363584	0.649960643289357	0.136009324818655	0.661193046630868	0.559008182151637	0.921703955144104	-0.0750930588220241
-0.0664470949456676	-0.066190688386939	5.87498883796515e-05	-0.0476605473177852	0.0762403083100725	0.54377694667784	0.265195819108471	-0.0583491649025308
0.335446321179079	0.334643388824096	0.474321074926377	0.0673383503672756	0.611756696003088	-0.0463036104609421	0.755304683195686	0.0866399527544749
0.0301829494096768	0.030398609380157	0.103688320633432	-0.00666109219710913	0.112509180656813	0.0217323881594786	0.19559284264572	0.0432977751988893
0.377136173643264	0.399490795645924	0.515088597736711	0.106470634076557	0.563985875256774	0.0909308220698012	0.364979355212445	0.145333069790151
0.487389256934957	0.497901479446562	0.498973076703475	0.427808110159522	0.467705684239859	0.431502463097832	0.763549620741438	0.391036385331756
0.139551249059079	0.139426435010112	0.41487881661986	0.184933844846377	0.726140032242017	-0.032004290638341	0.443970022872785	0.245811446387144
NA	NA	NA	NA	NA	NA	NA	0.420244445218058
