AbsCibersort	Cibersort	DCQ	Decon	dtangle	EPIC	GEDIT	Savant
0.374061780304979	0.374267549976525	0.284717343016615	-0.185516863773269	0.160976281127041	-0.224231096427142	0.887319612688283	0.0497998917280759
0.618460636915786	0.617910925590798	0.393417113406952	-0.0154470149870284	0.554138861584438	-0.0300480088586876	0.864931814504434	0.580843020912359
0.421207145677554	0.421469650689859	0.426797189536245	-0.124135953885481	0.651285692879926	-0.0901493174735077	0.840242919069464	0.154085719485806
0.454378413486757	0.454012530553575	0.55896082330602	0.40164352447308	0.849553967743326	0.357530807330974	0.94049833777167	0.180712481400563
0.0731546100244613	0.0743311279766766	0.17964273828603	0.0800563246412139	0.0900215460932934	0.321576960144311	0.244051123120245	-0.0464435033210097
0.872477978103297	0.872104171979427	0.705585865346987	-0.0133641214498536	0.912436262196545	0.0397499930144616	0.932011727765145	0.594369527246329
0.0374140443807385	0.0401297149279883	0.220092642394315	-0.0569144059984646	0.0672958167191514	-0.0989159325688174	0.175947933430924	0.0116131464324302
0.538354936878515	0.547386155634345	0.545424943429353	-0.00642705701654617	0.779183938170789	-0.00574297384119632	0.811680598592063	0.184991416848335
0.907855545425066	0.9342684912128	0.378476752505171	0.768793310964589	0.362385261434831	0.478561091367792	0.967813551792894	0.702306169571535
0.372719916975741	0.371994085841135	0.462728503945529	0.0275299930210136	0.916665411230358	-0.46647875415018	0.702263787806874	0.746721692913237
NA	NA	NA	NA	NA	NA	NA	0.8497342518511
