AbsCibersort	Cibersort	DCQ	Decon	dtangle	EPIC	GEDIT	Savant
0.328744890806103	0.328616302387271	0.277619267590821	0.327653529874134	0.413468823620692	0.331322834856441	0.49167332288561	0.417645400709967
0.463575389005219	0.463416754324916	0.351917794022551	0.490485913168293	0.81805991772433	0.360034119776065	0.839865718308389	0.466419416768235
0.445117125622971	0.444702509207254	0.216971175468141	0.0955977901498916	0.420592501724121	0.333261484349761	0.442064442502074	0.323468520181699
0.159329496655995	0.160261265498391	0.240981432647654	-0.207120381276712	0.4779111417964	0.630484323341786	0.575878885645012	0.331522619692457
0.851683604715827	0.851684711988447	0.466680711643454	0.245875281582705	0.785302958773844	0.59280871751229	0.798986787860913	0.289507734490188
0.5497552402563	0.551189824907435	0.377346519525778	0.543943309005532	0.364541913382033	0.389725273446128	0.495731924792762	0.433954599955314
0.721868322689002	0.721866462373009	0.498515185408765	0.516760394922517	0.624145895271677	0.340223674178267	0.907328354196681	0.573892608054715
0.375629006684422	0.381898669167193	0.123129750890401	0.422857076658314	0.0777834721187827	0.413555096363121	0.504677707216952	-0.0250164972949067
0.585051840940141	0.572629606832824	0.16152802166935	0.601825929898753	0.356525276194385	0.558994644114575	0.551122291013012	0.363542136937333
0.430820813003344	0.431581725018485	0.409166222110002	0.634643480446272	0.678461741819909	0.266587467072347	0.648616666132238	0.414806221920607
NA	NA	NA	NA	NA	NA	NA	0.496701730990594
