	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0.19583611096	0.11886586117	0.00465727889788	0	0	0.680640748972
S10006	0.194287176772	0.130789054668	0.00456275928133	0	0	0.670361009279
S1001	0.185050728467	0.133190884645	0.00502052264188	0	0	0.676737864246
S10010	0.205409254342	0.125476946425	0.00541231235261	0	0	0.66370148688
S10011	0.190361674685	0.126167679063	0.00558359409302	0	0	0.67788705216
S10014	0.183327904086	0.129657098465	0.00508584876759	0	0	0.681929148681
S10026	0.198832009368	0.13152383425	0.00502716561181	0	0	0.664616990771
S10032	0.186704284509	0.130928216355	0.00608157403626	0	0	0.6762859251
S10036	0.196301730205	0.124157111026	0.004101074972	0	0	0.675440083797
S10042	0.19189251974	0.131074305106	0.00526086915143	0	0	0.671772306003
S10044	0.195706554552	0.130175481174	0.00494148114871	0	0	0.669176483125
S10049	0.195669002151	0.133622074499	0.00431949574276	0	0	0.666389427607
S10057	0.180450556118	0.134044458785	0.00419446354981	0	0	0.681310521546
S10062	0.196091156359	0.128613779158	0.00551354069791	0	0	0.669781523785
S10066	0.201905489891	0.117896455872	0.00547264364999	0	0	0.674725410587
S10067	0.186950249173	0.136514948646	0.00507656106954	0	0	0.671458241111
S1007	0.188740899871	0.124808605147	0.00450659916409	0	0	0.681943895818
S10073	0.195295488571	0.132552887281	0.00420155515362	0	0	0.667950068995
S10077	0.185239671784	0.128303750993	0.00505604128132	0	0	0.681400535942
S10080	0.193348882267	0.132935649189	0.00492436564508	0	0	0.668791102899
S10082	0.197079285986	0.13037673073	0.00474848181148	0	0	0.667795501473
S10087	0.186355882207	0.134693063375	0.00580001029355	0	0	0.673151044124
S10089	0.199937088712	0.120732601085	0.00429728263293	0	0	0.67503302757
S1009	0.180649964575	0.13684238461	0.00453690497547	0	0	0.67797074584
S10090	0.199526834579	0.122450267761	0.00425241725257	0	0	0.673770480407
S10093	0.194500892134	0.123382378411	0.00458911585875	0	0	0.677527613596
S10094	0.196873517144	0.125490136848	0.00536544800223	0	0	0.672270898005
S1010	0.18744186204	0.131123850905	0.0050938453998	0	0	0.676340441654
S10111	0.187210584983	0.13528079173	0.00488509956955	0	0	0.672623523717
S10116	0.171650250703	0.139391098368	0.00513941542004	0	0	0.68381923551
S10119	0.1893052241	0.130341150576	0.00465951648841	0	0	0.675694108835
S10121	0.196193222378	0.131351177634	0.00470095612858	0	0	0.66775464386
S10130	0.201501999898	0.123983613819	0.00501640307697	0	0	0.669497983206
S10140	0.202897620647	0.126704495595	0.00461958999102	0	0	0.665778293766
S10142	0.174051695323	0.140799441711	0.00535385905147	0	0	0.679795003914
S10150	0.209082568235	0.124931554314	0.00505004983226	0	0	0.660935827618
S10155	0.189487162973	0.130940733793	0.00482405809311	0	0	0.674748045141
S1016	0.190919827819	0.1283907306	0.0053996745741	0	0	0.675289767007
S10163	0.195139413757	0.128817822257	0.00507193299306	0	0	0.670970830992
S10167	0.18695127246	0.133969558716	0.00438383505408	0	0	0.67469533377
S10168	0.181196917795	0.138387099513	0.00487548402472	0	0	0.675540498668
S10173	0.182926209317	0.137508958219	0.00553031514034	0	0	0.674034517324
S10175	0.194410060165	0.126943706491	0.00440024127979	0	0	0.674245992064
S10179	0.180870535979	0.137540532314	0.00532802723452	0	0	0.676260904473
S10186	0.163623267802	0.142578796509	0.00551658869967	0	0	0.688281346989
S1019	0.18188796663	0.133306284249	0.00499543501273	0	0	0.679810314108
S10190	0.189360515165	0.136444012788	0.00516643859227	0	0	0.669029033455
S10195	0.205522567446	0.12405310854	0.00439138304954	0	0	0.666032940965
S10196	0.193105970722	0.130794508051	0.00465290798324	0	0	0.671446613244
S10200	0.197637875584	0.130030312093	0.00506698230123	0	0	0.667264830023
S10201	0.219043475742	0.120376056545	0.00381775243406	0	0	0.65676271528
S10202	0.189610126487	0.137196466424	0.00547800350895	0	0	0.66771540358
S10205	0.196751247515	0.13181030879	0.00420790304699	0	0	0.667230540648
S10211	0.186294275898	0.130793836345	0.00443244792173	0	0	0.678479439835
S10221	0.19151488895	0.129871161354	0.00501873605862	0	0	0.673595213637
S10222	0.20153168108	0.125065196749	0.00435430167371	0	0	0.669048820497
S10226	0.201240199334	0.129392333438	0.00467328213545	0	0	0.664694185093
S10227	0.199049158792	0.122271330624	0.00452917867414	0	0	0.67415033191
S10228	0.194780167296	0.126449080411	0.00494919247235	0	0	0.673821559821
S10232	0.173663483554	0.141950482564	0.00487890006734	0	0	0.679507133815
S10248	0.199981759612	0.12950915745	0.00408781071045	0	0	0.666421272228
S10249	0.197033187367	0.118556128183	0.00557435153141	0	0	0.678836332919
S1025	0.186496641625	0.139895783265	0.00437430267609	0	0	0.669233272433
S10266	0.205383291712	0.124760394546	0.00449671481652	0	0	0.665359598926
S10269	0.195493968539	0.130759482056	0.00469550670742	0	0	0.669051042698
S10272	0.207409230738	0.122098260049	0.00388174128983	0	0	0.666610767923
S10273	0.197734236089	0.13286454366	0.00489226440282	0	0	0.664508955848
S10274	0.198299460531	0.127682326843	0.00499236227568	0	0	0.669025850351
S1028	0.197615422821	0.126157907707	0.00483855556623	0	0	0.671388113906
S10280	0.182615438152	0.131161231442	0.00564026999905	0	0	0.680583060407
S10283	0.177968278576	0.138182278342	0.00562074874541	0	0	0.678228694337
S1029	0.189462926438	0.13098299045	0.00473435461147	0	0	0.6748197285
S10292	0.184940101772	0.132906080713	0.00422520862658	0	0	0.677928608888
S10294	0.179416338746	0.135498050956	0.00494399865475	0	0	0.680141611643
S10302	0.188436656124	0.133504924569	0.00506248544089	0	0	0.672995933867
S10303	0.188309136351	0.13559782848	0.00534270899381	0	0	0.670750326175
S10323	0.195672404233	0.128606198613	0.00477660373459	0	0	0.670944793419
S10326	0.196323757237	0.131275208028	0.00450950736286	0	0	0.667891527372
S10328	0.187583415114	0.138779355105	0.0046623569609	0	0	0.668974872819
S10329	0.187166841275	0.138379069051	0.00488842454901	0	0	0.669565665125
S10336	0.18840159314	0.135215026014	0.00492678716916	0	0	0.671456593677
S10340	0.200888927499	0.135148197089	0.00407298024283	0	0	0.659889895169
S10347	0.186773731136	0.128921313328	0.00485234252366	0	0	0.679452613013
S10353	0.194805532201	0.131136346537	0.00469543751478	0	0	0.669362683747
S10356	0.181420758488	0.130374364496	0.00578637295344	0	0	0.682418504062
S10358	0.198907207552	0.128433952523	0.00510224506684	0	0	0.667556594859
S10365	0.198328398594	0.124029052418	0.00526607953183	0	0	0.672376469456
S1037	0.174728283505	0.142725519293	0.00477623775924	0	0	0.677769959443
S10373	0.188505350324	0.131335991262	0.00449359932249	0	0	0.675665059092
S10374	0.188927817419	0.119987213728	0.00418790345127	0	0	0.686897065402
S10375	0.195616177847	0.128573052605	0.00531502958184	0	0	0.670495739967
S10377	0.178880538903	0.126333271739	0.00465712744936	0	0	0.690129061909
S10378	0.193913736771	0.135434633961	0.00487145477362	0	0	0.665780174495
S10390	0.195093548044	0.124510331644	0.00385384478992	0	0	0.676542275521
S10391	0.179088318323	0.125441757322	0.00463280883374	0	0	0.69083711552
S10393	0.197371917685	0.131166032559	0.00424162009352	0	0	0.667220429662
S10400	0.19111608197	0.12700126218	0.00555358971929	0	0	0.676329066131
S10401	0.184628163616	0.133325247714	0.00510654768469	0	0	0.676940040985
S10406	0.208096353972	0.122553715707	0.00450019138828	0	0	0.664849738933
S10408	0.204739846123	0.131646960166	0.00392672171514	0	0	0.659686471996
S10409	0.189960589889	0.135498985017	0.00454305074264	0	0	0.669997374352
S10418	0.203698308059	0.114706837966	0.00425346613908	0	0	0.677341387835
S10431	0.192849130011	0.124871628508	0.00504006458038	0	0	0.6772391769
S10438	0.186432010783	0.130130451043	0.0050150769832	0	0	0.678422461191
S10439	0.191112436085	0.130881150969	0.00566922085787	0	0	0.672337192088
S10441	0.198848674409	0.125117016831	0.00541585813138	0	0	0.670618450629
S10442	0.192883157271	0.130731488516	0.00532354594925	0	0	0.671061808264
S1046	0.200521465369	0.122374820655	0.00552523893037	0	0	0.671578475046
