	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.417880208115	0.0509963644392	0.0	0.0	0.531123427446	0.0	0
B	0.417236749967	0.0430258528527	0.0	0.0	0.53973739718	0.0	0
C	0.420510662886	0.0	0.0	0.0	0.579489337114	0.0	0
D	0.42232988141	0.0	0.0	0.0	0.57767011859	0.0	0
E	0.420296224075	0.0	0.0	0.0	0.579703775925	0.0	0
F	0.418595191015	0.0214240487073	0.0	0.0	0.559980760278	0.0	0
G	0.420197452148	0.0853289084083	0.0	0.0	0.494473639443	0.0	0
H	0.419458744395	0.0953824388413	0.0	0.0	0.485158816764	0.0	0
I	0.421045595642	0.0948356342387	0.0	0.0	0.48411877012	0.0	0
J	0.423051196474	0.0	0.0	0.0	0.576948803526	0.0	0
K	0.423100939087	0.0	0.0	0.0	0.576899060913	0.0	0
L	0.421972982396	0.0	0.0	0.0	0.578027017604	0.0	0
