	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	44.281	659.0224	232.4765	51.7193	163.3328	0
mix_2	43.926	628.9956	219.8737	60.0431	156.7464	0
mix_3	57.0402	899.0508	313.5107	30.9562	171.7953	0
mix_4	62.4644	787.2108	273.3287	37.4101	160.8147	0
mix_5	54.5271	792.3706	287.646	35.2057	169.7042	0
mix_6	54.1605	722.5536	262.6157	43.1866	159.555	0
mix_7	69.9463	822.6612	284.6033	31.77	166.6173	0
mix_8	67.4406	714.256	241.3214	47.3984	148.8757	0
mix_9	43.5542	725.0623	251.8173	44.2682	168.6915	0
mix_10	79.1935	801.3397	284.1565	34.7017	155.4338	0
mix_11	48.9619	657.1062	222.949	57.7457	156.5756	0
mix_12	41.99	694.6848	250.4592	50.4595	161.5618	0
mix_13	81.3767	792.3232	270.3959	34.15	161.3325	0
mix_14	82.1407	790.1851	291.0111	34.2309	156.0113	0
mix_15	70.9562	821.3327	285.8271	26.8762	173.8665	0
mix_16	59.0185	835.027	292.3397	35.4509	166.065	0
mix_17	106.9893	920.8283	334.5967	24.769	158.9809	0
mix_18	47.9772	618.757	215.6195	61.4511	152.9487	0
mix_19	61.4313	718.072	260.5944	41.6542	157.5973	0
mix_20	50.9988	948.5654	371.9718	25.2619	192.2458	0
mix_21	68.2855	814.2125	303.2824	33.7502	162.5559	0
mix_22	65.807	725.3043	251.446	39.0264	161.6204	0
mix_23	70.8102	734.4569	260.0255	43.4979	152.8118	0
mix_24	43.6427	595.2057	203.3988	64.7428	158.008	0
mix_25	45.4754	769.4475	276.5501	44.4142	162.0348	0
mix_26	41.6645	945.7443	331.4417	27.089	197.7827	0
mix_27	70.2148	626.0281	207.7979	51.6091	151.3355	0
mix_28	61.0433	953.9978	350.681	25.7027	181.7914	0
mix_29	51.7183	739.4175	260.2022	43.0501	163.0373	0
mix_30	57.21	747.8218	263.6546	41.3328	160.6405	0
mix_31	52.4305	755.3518	261.8012	43.5861	161.6875	0
mix_32	55.8006	791.0981	283.0747	37.2874	165.7084	0
mix_33	58.4869	727.8148	246.4906	44.8837	159.1766	0
mix_34	42.5475	656.7695	229.2459	54.8125	159.5664	0
mix_35	50.0941	706.4979	259.3335	46.2948	161.9785	0
mix_36	72.552	845.2619	282.0764	32.9576	161.3563	0
mix_37	72.6824	831.9596	280.8048	35.4514	158.7962	0
mix_38	49.3961	924.2557	320.4478	28.0194	185.2283	0
mix_39	73.991	847.5813	297.2366	30.5928	174.6402	0
mix_40	59.4404	743.3229	248.4974	44.7188	157.9201	0
mix_41	44.8972	663.2412	239.7129	50.2818	161.8624	0
mix_42	77.9306	911.7212	327.905	26.0661	169.7218	0
mix_43	40.0015	823.9997	293.7973	34.3871	182.5566	0
mix_44	45.2149	855.1496	290.291	35.7357	173.3864	0
mix_45	42.2967	791.8204	288.2475	42.5652	166.6219	0
mix_46	55.0585	849.644	329.7707	28.9009	177.8865	0
mix_47	60.0413	731.004	255.2895	43.3474	155.5206	0
mix_48	70.1089	602.9357	196.9587	53.2613	152.794	0
mix_49	63.7876	682.7264	233.8734	45.8748	157.7248	0
mix_50	68.6649	898.405	320.5388	30.931	165.3194	0
mix_51	66.3216	647.4873	214.0411	49.488	153.7813	0
mix_52	81.1984	902.2466	304.7331	26.5697	171.7565	0
mix_53	64.6622	679.2947	225.097	44.6178	154.6395	0
mix_54	77.6124	884.4751	342.2867	26.1282	169.8993	0
mix_55	62.3793	690.4389	234.8498	46.7599	156.1948	0
mix_56	53.7964	841.0113	301.0754	37.2459	164.7782	0
mix_57	40.7153	742.2875	253.0718	46.789	167.2849	0
mix_58	54.1196	810.3459	285.0783	35.9212	170.3707	0
mix_59	42.7088	677.5755	251.3257	49.4399	164.1907	0
mix_60	74.1422	746.9348	276.5289	38.2778	153.9644	0
mix_61	67.7292	976.4611	344.3949	26.1269	175.5554	0
mix_62	61.8519	919.7332	312.8438	28.9717	177.6617	0
mix_63	43.9986	708.8588	250.2983	48.5329	161.5047	0
mix_64	62.392	723.7731	247.3824	46.5604	151.7318	0
mix_65	52.8872	761.3733	260.0347	36.7779	174.6	0
mix_66	65.3459	639.7926	217.0086	49.0546	156.5005	0
mix_67	73.5015	891.1935	304.8377	28.1273	172.2049	0
mix_68	46.9058	851.7596	317.2427	30.7081	184.8013	0
mix_69	61.2367	715.3761	244.7127	47.5191	153.0403	0
mix_70	79.6501	669.1131	212.9256	40.6688	164.6647	0
mix_71	73.4819	633.1695	217.6366	54.1886	144.8171	0
mix_72	96.8749	865.0817	289.2505	30.168	158.1053	0
mix_73	76.8174	762.9578	258.0616	34.6761	162.5465	0
mix_74	66.5334	756.6782	258.995	40.3399	158.7773	0
mix_75	64.4955	646.0278	211.7854	52.3854	153.7659	0
mix_76	44.9529	835.6704	297.9051	35.331	181.9883	0
mix_77	49.2979	961.6179	352.4754	26.8953	184.3837	0
mix_78	57.1337	689.0238	240.0654	46.1641	158.3705	0
mix_79	45.9394	685.0242	245.4615	51.2154	158.3096	0
mix_80	71.8429	808.939	295.9133	35.2194	157.1947	0
mix_81	54.2839	849.9107	307.6112	35.5397	168.3079	0
mix_82	64.5912	714.3517	260.7291	42.3544	154.8849	0
mix_83	60.0756	656.6319	222.2346	50.7529	155.2831	0
mix_84	59.4448	810.564	290.5101	37.0519	161.1667	0
mix_85	55.1723	842.4753	299.8845	37.3489	163.8756	0
mix_86	46.8657	905.7141	324.8168	30.404	182.7734	0
mix_87	50.8108	782.1645	282.9626	42.4631	161.0955	0
mix_88	57.964	831.5281	298.6338	33.8035	168.6609	0
mix_89	55.9413	898.3743	337.4218	29.5411	178.3614	0
mix_90	48.0086	749.9947	272.3087	44.5361	160.3446	0
mix_91	58.1525	655.4552	222.1201	49.2205	157.3124	0
mix_92	55.6396	747.1438	264.0106	43.9185	158.744	0
mix_93	46.0858	590.843	202.6249	66.1866	152.5867	0
mix_94	40.8315	631.9788	225.8813	55.2572	164.7486	0
mix_95	65.9263	657.8769	212.2144	47.746	155.2456	0
mix_96	58.9541	665.1844	220.829	47.0817	163.1136	0
