	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	3.34391357916	0	0	0	2.86506104942	2.65268812047	0
B	3.47047898233	0	0	0	2.99079275681	2.7656175837	0
C	2.59607220737	0	0	0	3.36561256327	2.68422394615	0
D	2.50432910231	0	0	0	3.3070734471	2.67344840583	0
E	2.53972885774	0	0	0	3.14208069824	3.06539793174	0
F	1.90599051496	0	0	0	2.27585398419	2.81799045269	0
G	2.64542728414	0	0	0	1.94224795357	1.68856191842	0
H	3.42948551579	0	0	0	2.64264689049	2.16699478674	0
I	3.30540266203	0	0	0	2.41785957292	1.91909941809	0
J	2.85626040847	0	0	0	3.87445314662	2.78185153528	0
K	2.73173150171	0	0	0	3.61887786758	3.39452848011	0
L	2.58949462044	0	0	0	3.84797156173	2.92361963413	0
