	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0	0.482360069025	0.353399033004	0	0.0259989555013	0.13824194247	0
B	0.0	0.479880398786	0.356749784395	0	0.0318462598705	0.131523556948	0
C	0.0	0.426294526848	0.349015199406	0	0.0633030495895	0.161387224157	0
D	0.0	0.42512892594	0.350802948961	0	0.0636843347992	0.160383790299	0
E	0.0	0.438509410207	0.364994407206	0	0.0449127004897	0.151583482097	0
F	0.0	0.460024427352	0.391753356662	0	0.0304454550435	0.117776760942	0
G	0.0	0.510285391229	0.347526126524	0	0.0151750114769	0.127013470771	0
H	0.0	0.523369286344	0.337288122406	0	0.0120069983018	0.127335592949	0
I	0.0	0.521573445616	0.338886589157	0	0.0128628208348	0.126677144392	0
J	0.0	0.399800769851	0.344884956576	0	0.0953800385659	0.159934235007	0
K	0.0	0.400844084848	0.363622444305	0	0.0699391527866	0.16559431806	0
L	0.0	0.427714052612	0.342688339549	0	0.0819447750999	0.147652832738	0
