	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.141531454067	0.226754069238	0.2121983874	0.107557945549	0.15373795725	0.158220186496	0
B	0.146407499228	0.225916946808	0.205760127419	0.109068185438	0.158498879931	0.154348361177	0
C	0.0982513426336	0.127604644264	0.191027241441	0.0385010912692	0.379132713721	0.165482966671	0
D	0.0977250950928	0.127044135836	0.19679651242	0.0347652674706	0.37736922947	0.166299759711	0
E	0.0812555898362	0.156189302639	0.205948368716	0.0683302921714	0.187964029394	0.300312417243	0
F	0.0903226637002	0.170767889804	0.393967189407	0.0940944564062	0.117250554945	0.133597245738	0
G	0.145910560311	0.233252031747	0.186643557681	0.240996580707	0.146974076286	0.0462231932676	0
H	0.155646253834	0.371928947842	0.127519702343	0.136842047893	0.164564677762	0.0434983703257	0
I	0.1540705451	0.376037728972	0.129947610223	0.13201823359	0.166636183216	0.0412896988984	0
J	0.14566629209	0.0515079207065	0.211624672493	0.0	0.545662140841	0.0455389738698	0
K	0.136027238035	0.0279773836429	0.215108085307	0.0120526562361	0.28223843986	0.326596196919	0
L	0.0769185716108	0.134055130286	0.219448995639	0.0140859997946	0.520645404509	0.0348458981608	0
