	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.238657219169	0.764689411344	0.6107737007	0.0635283805934	0.468360373554	0.358029735679	0
B	0.212192977035	0.739142013557	0.618399033195	0.0813414618608	0.497254604268	0.360269952755	0
C	0.0	0.100711439211	0.388787030756	0.0184964734759	1.18492419337	0.177504449603	0
D	0.010299378451	0.0775540187508	0.380042561738	0.0	1.10733696252	0.177568062637	0
E	0.0236613959122	0.222775838602	0.654130666363	0.000466440765071	0.333714544763	0.7796183229	0
F	0.0793322765927	0.310695293484	1.31708365621	0.0560781087385	0.169057889879	0.0642802810891	0
G	0.299429389357	1.29736952918	0.326782914637	0.608304558926	0.294434481411	0.132006954675	0
H	0.180839021218	1.85785640955	0.187984833367	0.0	0.149311499274	0.101002251908	0
I	0.189367066194	1.9671192871	0.0343029899253	0.0	0.15831326522	0.139079604593	0
J	0.00996793551269	0.0206728156185	0.18808365033	0.00101440949568	1.29463708785	0.0	0
K	0.0347488353822	0.0366815938936	0.246429332234	0.00586814510917	0.394706991325	0.710046334567	0
L	0.0353767719702	0.0522835696425	0.172685695088	0.0280112230299	1.42589336957	0.0	0
