	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.213402158616	0.92049750261	0.578453348228	0.0	0.209678529188	0.878613262339	0
B	0.2466803367	0.953552947426	0.551965217094	0.0	0.159162536576	0.989214289138	0
C	0.0345197733923	0.0983903860266	0.180910580065	5.42793437975e-05	0.986165457883	0.64396403351	0
D	0.0602418079938	0.092054080972	0.256944053179	0.0	0.933436886757	0.630169034432	0
E	0.0554705602775	0.221300300584	0.424499739705	0.0	0.0220312150588	1.37694988285	0
F	0.0559641316034	0.243239303576	1.28789175564	0.0	0.0793752336982	0.374419627843	0
G	0.201908868916	1.38836587236	0.359086299056	0.446557513962	0.249223494396	0.289049818036	0
H	0.195134734624	1.84955051087	0.0699028423959	0.0	0.116246407455	0.15275416772	0
I	0.128831241151	1.91189450486	0.0906129640787	0.0	0.150623599417	0.109075321505	0
J	0.0545279849633	0.0	0.136651321004	0.0	1.24875676046	0.074439832375	0
K	0.00886318850668	0.0	0.198201790575	0.0	0.108097450499	1.11979893699	0
L	0.00342142633259	0.0582551159874	0.273880997332	0.0	1.3512670636	0.112394132508	0
