	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0.0	0.0	0.0	0	0	0.0
S10006	0.0	0.0	0.0	0	0	0.0
S1001	0.0	0.0	0.0	0	0	0.0
S10010	0.0298649453795	0.0	0.0	0	0	0.0111123553844
S10011	0.0	0.0	0.0	0	0	0.0
S10014	0.0	0.0	0.0	0	0	0.0
S10026	0.0	0.0	0.0	0	0	0.0
S10032	0.0	0.0	0.0	0	0	0.0
S10036	0.0	0.0	0.0	0	0	0.0
S10042	0.0	0.0	0.0	0	0	0.0
S10044	0.0	0.0	0.0	0	0	0.0
S10049	0.0	0.0	0.0	0	0	0.0
S10057	0.0	0.0	0.0	0	0	0.0
S10062	0.0	0.0	0.0	0	0	0.0
S10066	0.0393592124355	0.0	0.0	0	0	0.0
S10067	0.0	0.0	0.0	0	0	0.0
S1007	0.0	0.0	0.0	0	0	0.0
S10073	0.0	0.0562330751696	0.0	0	0	0.0549248403955
S10077	0.0	0.0	0.0	0	0	0.00373763651425
S10080	0.0	0.0	0.0	0	0	0.0164235605478
S10082	0.0	0.0	0.0	0	0	0.0
S10087	0.0	0.0	0.0	0	0	0.0
S10089	0.0	0.0	0.0	0	0	0.0
S1009	0.0	0.0725637464942	0.0	0	0	0.142915612006
S10090	0.0	0.0	0.0	0	0	0.0
S10093	0.0	0.0	0.0	0	0	0.0
S10094	0.0	0.0	0.0	0	0	0.0
S1010	0.0	0.0	0.0	0	0	0.0
S10111	0.0	0.0	0.0	0	0	0.0207052035667
S10116	0.0	0.0	0.0	0	0	0.0
S10119	0.0	0.0	0.0	0	0	0.0
S10121	0.0	0.0	0.0	0	0	0.0
S10130	0.0	0.0	0.0	0	0	0.0
S10140	0.0012440618542	0.0	0.0	0	0	0.0
S10142	0.0	0.0	0.0	0	0	0.0
S10150	0.0675431490622	0.0	0.0	0	0	5.26638315484e-05
S10155	0.0	0.0	0.0	0	0	0.00293328314849
S1016	0.0	0.0	0.0	0	0	0.0
S10163	0.0	0.0	0.0	0	0	0.0147592179549
S10167	0.0	0.0	0.0	0	0	0.0
S10168	0.0	0.0	0.0	0	0	0.0
S10173	0.0	0.0315554442865	0.0	0	0	0.0369063125042
S10175	0.0	0.0	0.0	0	0	0.0
S10179	0.0	0.166876977075	0.0	0	0	0.44684011651
S10186	0.0	0.0	0.0	0	0	0.0
S1019	0.0	0.0	0.0	0	0	0.0
S10190	0.0	0.00961144837545	0.0	0	0	0.0142539247117
S10195	0.0	0.0	0.0	0	0	0.0
