	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.1323	0.174	0.4704	0	0	0.1301	0.0932	0
mix_2	0.1494	0.2187	0.3102	0	0	0.1385	0.1832	0
mix_3	0.1511	0.2248	0.1918	0	0	0.2164	0.2158	0
mix_4	0.1002	0.4894	0.3444	0	0	0.0058	0.0602	0
mix_5	0.1156	0.3516	0.3098	0	0	0.0819	0.141	0
mix_6	0.1108	0.4225	0.3727	0	0	0.025	0.069	0
mix_7	0.1177	0.2859	0.266	0	0	0.1441	0.1863	0
mix_8	0.1233	0.2535	0.3149	0	0	0.129	0.1793	0
mix_9	0.098	0.4475	0.431	0	0	0.0	0.0236	0
mix_10	0.1432	0.4857	0.1391	0	0	0.1185	0.1135	0
mix_11	0.1546	0.2147	0.4434	0	0	0.1075	0.0799	0
mix_12	0.0822	0.4607	0.275	0	0	0.0674	0.1146	0
mix_13	0.1077	0.5928	0.1942	0	0	0.0428	0.0625	0
mix_14	0.1207	0.5143	0.2871	0	0	0.0516	0.0264	0
mix_15	0.1192	0.3294	0.319	0	0	0.0954	0.137	0
mix_16	0.1767	0.2596	0.1434	0	0	0.2074	0.2129	0
mix_17	0.1447	0.3849	0.0607	0	0	0.181	0.2287	0
mix_18	0.1231	0.563	0.0725	0	0	0.119	0.1224	0
mix_19	0.1325	0.2701	0.1768	0	0	0.1994	0.2214	0
mix_20	0.1436	0.4243	0.3126	0	0	0.0478	0.0718	0
mix_21	0.1204	0.4862	0.114	0	0	0.1122	0.1672	0
mix_22	0.0936	0.3698	0.3673	0	0	0.0822	0.0871	0
mix_23	0.1496	0.4212	0.3256	0	0	0.0586	0.0451	0
mix_24	0.1031	0.4353	0.2584	0	0	0.079	0.1241	0
mix_25	0.1232	0.5017	0.36	0	0	0.0	0.0152	0
mix_26	0.128	0.4631	0.0772	0	0	0.1577	0.1739	0
mix_27	0.1205	0.3116	0.4456	0	0	0.0684	0.0539	0
mix_28	0.1268	0.4108	0.3233	0	0	0.0492	0.0899	0
mix_29	0.1277	0.2194	0.4383	0	0	0.1018	0.1128	0
mix_30	0.0971	0.5071	0.3205	0	0	0.0125	0.0627	0
mix_31	0.1155	0.4513	0.254	0	0	0.0689	0.1105	0
mix_32	0.0937	0.5456	0.2723	0	0	0.0477	0.0406	0
mix_33	0.1257	0.51	0.1663	0	0	0.1204	0.0777	0
mix_34	0.1448	0.3358	0.107	0	0	0.1895	0.2229	0
mix_35	0.0928	0.4339	0.3109	0	0	0.0367	0.1257	0
mix_36	0.1057	0.3673	0.2878	0	0	0.1027	0.1365	0
mix_37	0.1221	0.3504	0.183	0	0	0.1486	0.1959	0
mix_38	0.1352	0.2818	0.2667	0	0	0.1566	0.1597	0
mix_39	0.1198	0.3993	0.3431	0	0	0.0387	0.099	0
mix_40	0.0985	0.4605	0.231	0	0	0.0904	0.1197	0
mix_41	0.1455	0.3604	0.1558	0	0	0.1737	0.1646	0
mix_42	0.1136	0.6403	0.1702	0	0	0.0054	0.0705	0
mix_43	0.1433	0.4291	0.1052	0	0	0.1689	0.1536	0
mix_44	0.1468	0.3476	0.3462	0	0	0.085	0.0744	0
mix_45	0.1055	0.2931	0.345	0	0	0.0778	0.1787	0
mix_46	0.1236	0.4136	0.172	0	0	0.1594	0.1313	0
mix_47	0.1673	0.2545	0.0624	0	0	0.2621	0.2537	0
mix_48	0.1252	0.5382	0.1591	0	0	0.0887	0.0888	0
mix_49	0.0994	0.3119	0.3141	0	0	0.1555	0.119	0
mix_50	0.0936	0.4036	0.3525	0	0	0.0314	0.119	0
mix_51	0.163	0.392	0.0525	0	0	0.182	0.2107	0
mix_52	0.1325	0.3644	0.1536	0	0	0.1667	0.1827	0
mix_53	0.1851	0.3563	0.1466	0	0	0.1742	0.1378	0
mix_54	0.1225	0.4761	0.2412	0	0	0.0758	0.0844	0
mix_55	0.1166	0.5528	0.1037	0	0	0.104	0.1228	0
mix_56	0.1032	0.541	0.2604	0	0	0.0619	0.0335	0
mix_57	0.0971	0.4172	0.4108	0	0	0.0169	0.058	0
mix_58	0.1077	0.3988	0.3059	0	0	0.0748	0.1128	0
mix_59	0.1763	0.2914	0.1327	0	0	0.1902	0.2095	0
mix_60	0.1268	0.4884	0.1878	0	0	0.1038	0.0932	0
mix_61	0.124	0.3937	0.2672	0	0	0.0942	0.1208	0
mix_62	0.1136	0.3628	0.1732	0	0	0.177	0.1734	0
mix_63	0.0992	0.4531	0.2924	0	0	0.0646	0.0907	0
