	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0216772777708	0.0324958114366	0.150309835861	0.157107493656	0.060994629754	0.000157683036912	0.484999442223
B	0.0267093084787	0.0383496740679	0.148211543185	0.15570509443	0.0598452797276	0.000449032736013	0.482396933594
C	0.0145136882637	0.00868818645827	0.152589652708	0.140345224599	0.101312364376	0.000220662020408	0.477047698267
D	0.0159433845793	0.0129528488192	0.157576502226	0.136829980799	0.0977803363968	0.000175094489241	0.475924611651
E	0.0188792546477	0.0208504661445	0.163529474276	0.145095124165	0.0574517935857	0.0155837840071	0.483868939647
F	0.0223830876377	0.0223667126385	0.185626167345	0.155244971704	0.0467777294306	8.13821088286e-05	0.472588880647
G	0.0275133897571	0.0249426163683	0.123524661853	0.199419897664	0.0510034588354	4.02841296259e-05	0.481713525664
H	0.0227822834825	0.0468645986468	0.125783799906	0.160860614164	0.0469069800585	4.99772711387e-05	0.492574624737
I	0.0231805181035	0.0476023657798	0.127170738885	0.157380015356	0.0504237457102	2.63530079837e-05	0.497469745649
J	0.0180326764708	0.000496676129278	0.136024443897	0.11673725034	0.124013180327	2.0017254924e-05	0.49600707282
K	0.0215514473517	2.46745199868e-05	0.178557914397	0.115251434787	0.0864751985019	0.00860431949434	0.481585869144
L	0.00947649288721	0.00225595130807	0.126621795559	0.143739092226	0.123200785567	7.70766143263e-06	0.483022588632
