	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.7162	0	0	0	0.2838
S10006	0	0.7184	0	0	0	0.2816
S1001	0	0.7537	0	0	0	0.2463
S10010	0	0.68	0	0	0	0.3199
S10011	0	0.7807	0	0	0	0.2193
S10014	0	0.7543	0	0	0	0.2457
S10026	0	0.7638	0	0	0	0.2363
S10032	0	0.7025	0	0	0	0.2975
S10036	0	0.769	0	0	0	0.2311
S10042	0	0.7528	0	0	0	0.2473
S10044	0	0.7503	0	0	0	0.2497
S10049	0	0.7697	0	0	0	0.2304
S10057	0	0.7979	0	0	0	0.202
S10062	0	0.7211	0	0	0	0.2789
S10066	0	0.689	0	0	0	0.311
S10067	0	0.8141	0	0	0	0.1859
S1007	0	0.7184	0	0	0	0.2816
S10073	0	0.8124	0	0	0	0.1875
S10077	0	0.726	0	0	0	0.274
S10080	0	0.751	0	0	0	0.2489
S10082	0	0.7813	0	0	0	0.2186
S10087	0	0.7568	0	0	0	0.2433
S10089	0	0.6988	0	0	0	0.301
S1009	0	0.8438	0	0	0	0.1562
S10090	0	0.7078	0	0	0	0.2922
S10093	0	0.7095	0	0	0	0.2904
S10094	0	0.7101	0	0	0	0.2898
S1010	0	0.7591	0	0	0	0.2408
S10111	0	0.7986	0	0	0	0.2013
S10116	0	0.8593	0	0	0	0.1407
S10119	0	0.8079	0	0	0	0.1921
S10121	0	0.7585	0	0	0	0.2414
S10130	0	0.677	0	0	0	0.323
S10140	0	0.6863	0	0	0	0.3138
S10142	0	0.821	0	0	0	0.179
S10150	0	0.6608	0	0	0	0.3392
S10155	0	0.7803	0	0	0	0.2197
S1016	0	0.7578	0	0	0	0.2422
S10163	0	0.7691	0	0	0	0.231
S10167	0	0.7595	0	0	0	0.2404
S10168	0	0.828	0	0	0	0.172
S10173	0	0.879	0	0	0	0.121
S10175	0	0.7518	0	0	0	0.2482
S10179	0	0.8134	0	0	0	0.1866
S10186	0	0.8381	0	0	0	0.1619
S1019	0	0.7676	0	0	0	0.2325
S10190	0	0.8104	0	0	0	0.1896
S10195	0	0.6868	0	0	0	0.3132
S10196	0	0.7495	0	0	0	0.2504
