	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	14.9353587328	0	0	0	8.4945	8.6746	0
B	14.9262375	0	0	0	8.49466666667	8.6478	0
C	13.891675	0	0	0	9.58733333333	9.04074918421	0
D	13.88725	0	0	0	9.62083333333	8.9808	0
E	14.4129278973	0	0	0	8.68085690182	9.5014485079	0
F	14.265825	0	0	0	7.04316666667	7.9694	0
G	14.7930125	0	0	0	7.858	7.6914	0
H	14.1072	0	0	0	7.3965	7.0396	0
I	14.3226654374	0	0	0	7.38866666667	7.1606	0
J	14.0140758242	0	0	0	9.63515814242	8.3254	0
K	14.3799841201	0	0	0	8.7785	9.63252816383	0
L	13.069075	0	0	0	9.73616666667	8.4158	0
