	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0	0.263960286915	0.0	0.0	0.16552396525	0.086252537338	0.228393025543
B	0.0	0.260950931475	0.0	0.0	0.174366551166	0.0775943956957	0.218101868095
C	0.0593428807028	0.0971571113667	0.0	0.0	0.282225076268	0.0728495383721	0.233285183254
D	0.0674425905319	0.0970321276524	0.0	0.0	0.288906502825	0.0684640352276	0.244751547312
E	0.0138008657205	0.161234935431	0.0	0.0	0.226474604786	0.0888163218812	0.255624777275
F	0.0	0.227632755405	0.11597836559	0.0	0.0849346367306	0.0958773838497	0.229955490376
G	0.0208047923197	0.257663873015	0.0	0.0339834895454	0.201463806159	0.0	0.219940436663
H	0.0	0.340665563464	0.0	0.0	0.183803250277	0.0	0.1971144054
I	0.0	0.375315662942	0.0	0.0	0.186124676822	0.00110029247676	0.215398970147
J	0.112650791946	0.0110764542081	0.0	0.0	0.33955068377	0.0546765681482	0.234767080512
K	0.108850403964	0.00891793808474	0.0	0.0	0.270765384698	0.116205777278	0.254514794212
L	0.0769073660879	0.0658396560536	0.0	0.0	0.315998497228	0.065699509302	0.23511938919
