	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	1.259365181e-18	0	0	0	1.0
S10006	0	1.07850750475e-18	0	0	0	1.0
S1001	0	8.73231431506e-19	0	0	0	1.0
S10010	0	8.11867779184e-19	0	0	0	1.0
S10011	0	1.64113691605e-18	0	0	0	1.0
S10014	0	1.27786538108e-18	0	0	0	1.0
S10026	0	8.244229072e-19	0	0	0	1.0
S10032	0	9.0032460169e-19	0	0	0	1.0
S10036	0	1.34173214817e-18	0	0	0	1.0
S10042	0	9.15413955349e-19	0	0	0	1.0
S10044	0	1.06730774961e-18	0	0	0	1.0
S10049	0	1.12485313492e-18	0	0	0	1.0
S10057	0	1.12493120654e-18	0	0	0	1.0
S10062	0	9.13449554782e-19	0	0	0	1.0
S10066	0	1.32594024884e-18	0	0	0	1.0
S10067	0	1.18499098129e-18	0	0	0	1.0
S1007	0	1.00579554607e-18	0	0	0	1.0
S10073	0	1.23015151899e-18	0	0	0	1.0
S10077	0	1.40448077247e-18	0	0	0	1.0
S10080	0	1.001051837e-18	0	0	0	1.0
S10082	0	1.30112213776e-18	0	0	0	1.0
S10087	0	8.94328462143e-19	0	0	0	1.0
S10089	0	9.27280853347e-19	0	0	0	1.0
S1009	0	1.32689758952e-18	0	0	0	1.0
S10090	0	9.55863687298e-19	0	0	0	1.0
S10093	0	5.02257254391e-19	0	0	0	1.0
S10094	0	1.19243939622e-18	0	0	0	1.0
S1010	0	1.54186470588e-18	0	0	0	1.0
S10111	0	1.52055277601e-18	0	0	0	1.0
S10116	0	1.89665331817e-18	0	0	0	1.0
S10119	0	9.30124900717e-19	0	0	0	1.0
S10121	0	8.55557715816e-19	0	0	0	1.0
S10130	0	6.73756097699e-19	0	0	0	1.0
S10140	0	5.88803701374e-19	0	0	0	1.0
S10142	0	8.48130019395e-19	0	0	0	1.0
S10150	0	9.8291464728e-19	0	0	0	1.0
S10155	0	1.4739174463e-18	0	0	0	1.0
S1016	0	1.25274824293e-18	0	0	0	1.0
S10163	0	1.45253868434e-18	0	0	0	1.0
S10167	0	1.14804302539e-18	0	0	0	1.0
S10168	0	1.06124412727e-18	0	0	0	1.0
S10173	0	1.61303304547e-18	0	0	0	1.0
S10175	0	9.64582385783e-19	0	0	0	1.0
S10179	0	1.42006326964e-18	0	0	0	1.0
S10186	0	1.48244218037e-18	0	0	0	1.0
S1019	0	1.11073675993e-18	0	0	0	1.0
S10190	0	1.1333203131e-18	0	0	0	1.0
S10195	0	1.32252573387e-18	0	0	0	1.0
S10196	0	1.07113178533e-18	0	0	0	1.0
S10200	0	8.95420020225e-19	0	0	0	1.0
S10201	0	7.29438688039e-19	0	0	0	1.0
S10202	0	7.34226826302e-19	0	0	0	1.0
S10205	0	1.65365196467e-18	0	0	0	1.0
S10211	0	1.38835446199e-18	0	0	0	1.0
S10221	0	1.12752242025e-18	0	0	0	1.0
S10222	0	7.9000805672e-19	0	0	0	1.0
S10226	0	7.04727467269e-19	0	0	0	1.0
S10227	0	1.41858835048e-18	0	0	0	1.0
S10228	0	1.47279441563e-18	0	0	0	1.0
S10232	0	2.42431139417e-18	0	0	0	1.0
S10248	0	7.4966421254e-19	0	0	0	1.0
S10249	0	7.75563432079e-19	0	0	0	1.0
S1025	0	1.17354748497e-18	0	0	0	1.0
S10266	0	1.28928921591e-18	0	0	0	1.0
S10269	0	9.71091063407e-19	0	0	0	1.0
S10272	0	7.71146941074e-19	0	0	0	1.0
S10273	0	1.10011678422e-18	0	0	0	1.0
S10274	0	9.89339179799e-19	0	0	0	1.0
S1028	0	1.02262428414e-18	0	0	0	1.0
S10280	0	8.05980069927e-19	0	0	0	1.0
S10283	0	1.01591244743e-18	0	0	0	1.0
S1029	0	1.20888508823e-18	0	0	0	1.0
S10292	0	1.3140284973e-18	0	0	0	1.0
S10294	0	8.96750039869e-19	0	0	0	1.0
S10302	0	8.6551825375e-19	0	0	0	1.0
S10303	0	7.87077383015e-19	0	0	0	1.0
S10323	0	1.02665872994e-18	0	0	0	1.0
S10326	0	8.66755685618e-19	0	0	0	1.0
S10328	0	1.03996649381e-18	0	0	0	1.0
S10329	0	8.32601188152e-19	0	0	0	1.0
S10336	0	8.60005033705e-19	0	0	0	1.0
S10340	0	1.14243833937e-18	0	0	0	1.0
S10347	0	1.20228386307e-18	0	0	0	1.0
S10353	0	1.04234784916e-18	0	0	0	1.0
S10356	0	1.63525506119e-18	0	0	0	1.0
S10358	0	9.31338120701e-19	0	0	0	1.0
S10365	0	9.40954068527e-19	0	0	0	1.0
S1037	0	1.52344349883e-18	0	0	0	1.0
S10373	0	8.66118578441e-19	0	0	0	1.0
S10374	0	8.92742966355e-19	0	0	0	1.0
S10375	0	1.55722265598e-18	0	0	0	1.0
S10377	0	1.25264438313e-18	0	0	0	1.0
S10378	0	8.41780854219e-19	0	0	0	1.0
S10390	0	1.4747357614e-18	0	0	0	1.0
S10391	0	1.16632955757e-18	0	0	0	1.0
S10393	0	1.01019760282e-18	0	0	0	1.0
S10400	0	1.22289149876e-18	0	0	0	1.0
S10401	0	9.75367484367e-19	0	0	0	1.0
S10406	0	7.20333567253e-19	0	0	0	1.0
S10408	0	1.23249037863e-18	0	0	0	1.0
S10409	0	1.08754598997e-18	0	0	0	1.0
S10418	0	7.1282404789e-19	0	0	0	1.0
S10431	0	1.32232452132e-18	0	0	0	1.0
S10438	0	1.09045946546e-18	0	0	0	1.0
S10439	0	9.36270352495e-19	0	0	0	1.0
S10441	0	8.14156393351e-19	0	0	0	1.0
S10442	0	1.31670833512e-18	0	0	0	1.0
S1046	0	1.09809018437e-18	0	0	0	1.0
S10478	0	7.08528764181e-19	0	0	0	1.0
S10480	0	9.3966437209e-19	0	0	0	1.0
S10484	0	9.82205400354e-19	0	0	0	1.0
S10492	0	1.5608753048e-18	0	0	0	1.0
S10496	0	9.66523944764e-19	0	0	0	1.0
S10510	0	1.38178811849e-18	0	0	0	1.0
S10513	0	1.21255961832e-18	0	0	0	1.0
S10516	0	9.60899201296e-19	0	0	0	1.0
S10534	0	8.82774856924e-19	0	0	0	1.0
S10535	0	9.4780153524e-19	0	0	0	1.0
S10537	0	1.03567877173e-18	0	0	0	1.0
S1054	0	9.72383617423e-19	0	0	0	1.0
S10543	0	1.03812306136e-18	0	0	0	1.0
S10546	0	1.01811226638e-18	0	0	0	1.0
S1055	0	9.18974470873e-19	0	0	0	1.0
S10551	0	1.17750755016e-18	0	0	0	1.0
S10552	0	9.84591733571e-19	0	0	0	1.0
S10555	0	1.3136275085e-18	0	0	0	1.0
S10559	0	9.18656020472e-19	0	0	0	1.0
S1056	0	1.14603912955e-18	0	0	0	1.0
S10563	0	1.03862651231e-18	0	0	0	1.0
S10574	0	1.03723052428e-18	0	0	0	1.0
S10576	0	7.17861088421e-19	0	0	0	1.0
S10578	0	9.28514501982e-19	0	0	0	1.0
S10579	0	1.06124446051e-18	0	0	0	1.0
S10582	0	7.25152900138e-19	0	0	0	1.0
S1059	0	1.18932004531e-18	0	0	0	1.0
S10599	0	7.61120284638e-19	0	0	0	1.0
S10611	0	7.41499091315e-19	0	0	0	1.0
S10614	0	1.21942064198e-18	0	0	0	1.0
S10624	0	7.96330523198e-19	0	0	0	1.0
S10632	0	1.0863412544e-18	0	0	0	1.0
S10634	0	9.9947178715e-19	0	0	0	1.0
S10638	0	1.55521695976e-18	0	0	0	1.0
S10644	0	1.70658862364e-18	0	0	0	1.0
S10649	0	1.00287139084e-18	0	0	0	1.0
S10652	0	6.68184632026e-19	0	0	0	1.0
S10654	0	7.90620676629e-19	0	0	0	1.0
S10655	0	1.00020574223e-18	0	0	0	1.0
S10656	0	8.96388953864e-19	0	0	0	1.0
S10657	0	1.53902493966e-18	0	0	0	1.0
S10658	0	9.63192909644e-19	0	0	0	1.0
S10660	0	9.43096310073e-19	0	0	0	1.0
S10661	0	1.22684828809e-18	0	0	0	1.0
S10676	0	6.64442987962e-19	0	0	0	1.0
S1068	0	1.02835359084e-18	0	0	0	1.0
S10681	0	1.0058232652e-18	0	0	0	1.0
S10686	0	9.08990557714e-19	0	0	0	1.0
S10688	0	1.73170781695e-18	0	0	0	1.0
S10690	0	1.20982367189e-18	0	0	0	1.0
S10698	0	1.09938517348e-18	0	0	0	1.0
S107	0	1.07056808468e-18	0	0	0	1.0
S10703	0	1.12040152376e-18	0	0	0	1.0
S10726	0	1.79203150228e-18	0	0	0	1.0
S10729	0	7.98816989237e-19	0	0	0	1.0
S10733	0	9.75555962615e-19	0	0	0	1.0
S10734	0	1.47965038289e-18	0	0	0	1.0
S10735	0	1.24981691282e-18	0	0	0	1.0
S10740	0	1.41732994581e-18	0	0	0	1.0
S10745	0	6.34670197674e-19	0	0	0	1.0
S10748	0	1.30375863062e-18	0	0	0	1.0
S10753	0	1.58106352056e-18	0	0	0	1.0
S10756	0	9.69973034834e-19	0	0	0	1.0
S10757	0	2.06857266899e-18	0	0	0	1.0
S1076	0	1.22140049737e-18	0	0	0	1.0
S10764	0	8.88286596882e-19	0	0	0	1.0
S10767	0	1.01002909242e-18	0	0	0	1.0
S10776	0	6.72664151519e-19	0	0	0	1.0
S10778	0	1.03549198237e-18	0	0	0	1.0
S10784	0	7.67414402628e-19	0	0	0	1.0
S10787	0	1.04735981863e-18	0	0	0	1.0
S10800	0	1.08831466334e-18	0	0	0	1.0
S10805	0	8.13952746585e-19	0	0	0	1.0
S10813	0	8.49059528091e-19	0	0	0	1.0
S10814	0	8.25065193868e-19	0	0	0	1.0
S10815	0	1.26965433786e-18	0	0	0	1.0
S10817	0	1.25976590118e-18	0	0	0	1.0
S1083	0	1.34262435022e-18	0	0	0	1.0
S10835	0	8.10889389279e-19	0	0	0	1.0
S10838	0	7.88507896412e-19	0	0	0	1.0
S10844	0	8.84084965259e-19	0	0	0	1.0
S10845	0	7.04834730321e-19	0	0	0	1.0
S10846	0	1.16534398686e-18	0	0	0	1.0
S10853	0	7.34806464762e-19	0	0	0	1.0
S10854	0	1.13365058538e-18	0	0	0	1.0
S10865	0	9.72436698885e-19	0	0	0	1.0
S10866	0	6.80957880898e-19	0	0	0	1.0
S10869	0	5.57258317891e-19	0	0	0	1.0
S10873	0	1.54601639096e-18	0	0	0	1.0
S10876	0	8.27204481457e-19	0	0	0	1.0
S10883	0	7.27953402525e-19	0	0	0	1.0
S10885	0	1.34721141928e-18	0	0	0	1.0
S10893	0	9.56274297822e-19	0	0	0	1.0
S10895	0	7.73748306022e-19	0	0	0	1.0
S10902	0	7.73738956068e-19	0	0	0	1.0
S10903	0	7.17224690185e-19	0	0	0	1.0
S1092	0	9.26855563403e-19	0	0	0	1.0
S10925	0	6.47583174232e-19	0	0	0	1.0
S10927	0	1.36221622301e-18	0	0	0	1.0
S10936	0	1.22272199461e-18	0	0	0	1.0
S10945	0	7.65183145366e-19	0	0	0	1.0
S10947	0	1.24549312937e-18	0	0	0	1.0
S10949	0	1.40880830728e-18	0	0	0	1.0
S1095	0	1.16340806019e-18	0	0	0	1.0
S10961	0	9.62658869229e-19	0	0	0	1.0
S10969	0	1.08286714178e-18	0	0	0	1.0
S10972	0	9.72060626957e-19	0	0	0	1.0
S10973	0	9.46016110863e-19	0	0	0	1.0
S10978	0	1.25521609424e-18	0	0	0	1.0
S10979	0	9.98889052388e-19	0	0	0	1.0
S10986	0	1.41571948569e-18	0	0	0	1.0
S10989	0	9.54102932912e-19	0	0	0	1.0
S10995	0	1.22715334053e-18	0	0	0	1.0
S11005	0	9.29635092091e-19	0	0	0	1.0
S11008	0	1.13703491803e-18	0	0	0	1.0
S11010	0	9.20338400651e-19	0	0	0	1.0
S11013	0	1.038064468e-18	0	0	0	1.0
S11016	0	1.03806421657e-18	0	0	0	1.0
S11017	0	1.07596899339e-18	0	0	0	1.0
S11020	0	1.10361388582e-18	0	0	0	1.0
S11027	0	6.74073510518e-19	0	0	0	1.0
S11035	0	1.11363501756e-18	0	0	0	1.0
S11041	0	1.15231563519e-18	0	0	0	1.0
S1106	0	9.36205190005e-19	0	0	0	1.0
S11071	0	9.59687446572e-19	0	0	0	1.0
S11076	0	1.01739264223e-18	0	0	0	1.0
S11078	0	1.01654821053e-18	0	0	0	1.0
S11081	0	9.62245586428e-19	0	0	0	1.0
S11086	0	8.99463704848e-19	0	0	0	1.0
S1109	0	8.14325076272e-19	0	0	0	1.0
S11096	0	8.65482521939e-19	0	0	0	1.0
S11100	0	1.10225374484e-18	0	0	0	1.0
S11107	0	1.16163502446e-18	0	0	0	1.0
S11109	0	1.07552196807e-18	0	0	0	1.0
S1111	0	1.02708515225e-18	0	0	0	1.0
S11119	0	1.11460809586e-18	0	0	0	1.0
S11127	0	6.41302237895e-19	0	0	0	1.0
S11136	0	1.64937104261e-18	0	0	0	1.0
S11147	0	9.09091440957e-19	0	0	0	1.0
S11150	0	1.13921192892e-18	0	0	0	1.0
S11152	0	8.33385823523e-19	0	0	0	1.0
S1116	0	1.30422763049e-18	0	0	0	1.0
S11163	0	1.22909471882e-18	0	0	0	1.0
S11164	0	1.03116624146e-18	0	0	0	1.0
S11166	0	7.9817693011e-19	0	0	0	1.0
S11173	0	1.09880615768e-18	0	0	0	1.0
S11174	0	1.29554217604e-18	0	0	0	1.0
S11182	0	1.60800941971e-18	0	0	0	1.0
S11188	0	8.00602030221e-19	0	0	0	1.0
S11189	0	1.24473272434e-18	0	0	0	1.0
S1119	0	1.02908135105e-18	0	0	0	1.0
S11195	0	2.77917165739e-18	0	0	0	1.0
S11197	0	1.72480789239e-18	0	0	0	1.0
S11198	0	7.64632019037e-19	0	0	0	1.0
S11211	0	1.15121469127e-18	0	0	0	1.0
S11214	0	6.68767708364e-19	0	0	0	1.0
S11216	0	1.73822591887e-18	0	0	0	1.0
S11224	0	1.17211696466e-18	0	0	0	1.0
S11236	0	9.38648239242e-19	0	0	0	1.0
S11241	0	7.340041488e-19	0	0	0	1.0
S11243	0	1.25870150825e-18	0	0	0	1.0
S11245	0	1.04272332621e-18	0	0	0	1.0
S11249	0	9.62779007059e-19	0	0	0	1.0
S11274	0	1.44901946008e-18	0	0	0	1.0
S11280	0	1.15498682719e-18	0	0	0	1.0
S11281	0	1.13048051205e-18	0	0	0	1.0
S11285	0	9.12045585316e-19	0	0	0	1.0
S11298	0	1.85070591307e-18	0	0	0	1.0
S11311	0	9.58278036636e-19	0	0	0	1.0
S11312	0	1.47565512603e-18	0	0	0	1.0
S11316	0	8.90666286553e-19	0	0	0	1.0
S1133	0	8.97644818621e-19	0	0	0	1.0
S11330	0	8.2759547269e-19	0	0	0	1.0
S11332	0	1.1213494279e-18	0	0	0	1.0
S11334	0	8.28203032239e-19	0	0	0	1.0
S11335	0	1.05833631626e-18	0	0	0	1.0
S11345	0	1.64537491861e-18	0	0	0	1.0
S11349	0	8.35213510774e-19	0	0	0	1.0
S1135	0	7.90488734238e-19	0	0	0	1.0
S11352	0	1.1220340425e-18	0	0	0	1.0
S11353	0	1.12883640337e-18	0	0	0	1.0
S11368	0	7.51787543536e-19	0	0	0	1.0
S11369	0	8.17832405568e-19	0	0	0	1.0
S11371	0	7.33189933183e-19	0	0	0	1.0
S11377	0	9.95212280682e-19	0	0	0	1.0
S11378	0	5.84234749418e-19	0	0	0	1.0
S11383	0	7.75617547546e-19	0	0	0	1.0
S11384	0	1.33866564104e-18	0	0	0	1.0
S11392	0	1.03335543533e-18	0	0	0	1.0
S1140	0	9.10604768194e-19	0	0	0	1.0
S11410	0	1.48447842879e-18	0	0	0	1.0
S11411	0	8.9309021568e-19	0	0	0	1.0
S11414	0	6.44306619041e-19	0	0	0	1.0
S11419	0	7.92936401136e-19	0	0	0	1.0
S11424	0	1.84123645056e-18	0	0	0	1.0
S11425	0	1.20670771966e-18	0	0	0	1.0
S11433	0	1.29536271982e-18	0	0	0	1.0
S11434	0	7.78245335851e-19	0	0	0	1.0
S11436	0	8.13614604657e-19	0	0	0	1.0
S11437	0	1.35908571412e-18	0	0	0	1.0
S11440	0	9.45216495122e-19	0	0	0	1.0
S11449	0	8.71635489339e-19	0	0	0	1.0
S11459	0	1.30696149338e-18	0	0	0	1.0
S11477	0	7.71563665608e-19	0	0	0	1.0
S11480	0	8.44060300688e-19	0	0	0	1.0
S11486	0	8.20024635321e-19	0	0	0	1.0
S11501	0	1.5157964199e-18	0	0	0	1.0
S11504	0	1.02451227088e-18	0	0	0	1.0
S11507	0	1.53699857282e-18	0	0	0	1.0
S11518	0	9.26059696667e-19	0	0	0	1.0
