	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.00102632643233	0.00377781456511	0.0343453045016	4.34720703186e-08	1.69528342756e-05	4.46081919003e-08	0.960833513586
B	0.0012541030033	0.00365551596224	0.0344880344849	1.10440203091e-08	4.91879464447e-06	2.43472557288e-07	0.960597173238
C	0.00153941364295	0.00305599148785	0.0354520170865	3.86155412547e-08	2.34935152167e-09	2.97085425277e-06	0.959949565964
D	0.00140996635042	0.00304681159056	0.0358435337504	2.17295071051e-06	5.88793350805e-09	4.79437481604e-06	0.959692715095
E	0.000950939541044	0.00338572878073	0.0351545039991	2.11959647532e-08	1.0821370919e-06	1.9980249227e-09	0.960507722348
F	7.61469812134e-05	0.00335459126297	0.0367313229194	2.05332152019e-09	1.68893639464e-06	5.2023154233e-06	0.959831045531
G	0.000701396866315	0.00400977884541	0.0336388399248	9.71142642426e-08	9.09404537914e-08	1.46593132215e-09	0.961649794843
H	0.00110635991688	0.0041205337472	0.0326658518756	3.96395845796e-08	9.93122799907e-09	4.34414192901e-09	0.962107200545
I	0.00146573821767	0.00420179431737	0.0320861591828	7.96409700114e-09	4.65460871032e-06	2.51611159049e-09	0.962241643193
J	0.00211169043613	0.00269613244513	0.0358868476603	4.49340864657e-08	2.55609620072e-07	4.65529524259e-09	0.959305024259
K	0.0013233023143	0.00254477261739	0.036969573813	2.4228804059e-06	1.08817949722e-08	1.0392532319e-08	0.959159907101
L	0.00140824850137	0.00312228686512	0.0354054383689	7.03009364672e-08	1.88604724677e-09	3.52509057366e-08	0.960063918827
