	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.00185903048354	0	0	0	1.61784930057e-09	0.00634364599764	0.955580022218
B	0.00185350111762	0	0	0	1.57414246921e-09	0.0062974564335	0.955448061439
C	0.00235946696806	0	0	0	2.09511897525e-08	0.00734987488888	0.955223086249
D	0.00218092361841	0	0	0	5.21598967376e-08	0.00726331423651	0.955162287303
E	0.00205674017198	0	0	0	1.13358088771e-08	0.00712901706254	0.954979751095
F	0.00125811517187	0	0	0	2.6619727558e-09	0.00729937557415	0.955472421962
G	0.00106691442164	0	0	0	4.57944769309e-09	0.00569751423355	0.95595087597
H	0.00093217105024	0	0	0	4.78136688491e-10	0.00537918104101	0.955990691584
I	0.00108462426307	0	0	0	1.37900651949e-08	0.00529314199845	0.955957778668
J	0.00238634029027	0	0	0	2.88778747197e-09	0.00726850433061	0.955160011315
K	0.00219253144089	0	0	0	3.60921863231e-08	0.00771433909369	0.955067862418
L	0.00212923138347	0	0	0	7.69610463435e-09	0.00720661818686	0.954928705138
