	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	4600.65617577	27025.6445674	3541.43869961	6031.4384204	775.732133707	0
Mix_2	4989.8533695	29080.2482419	3293.09211981	5085.6871325	819.999359991	0
Mix_3	3747.28554418	31271.2440913	3943.55367669	5183.76159122	942.37504567	0
Mix_4	3911.45114777	30670.7484008	3811.22991627	4896.81876396	924.64336388	0
Mix_5	5374.16899904	31178.6400395	3660.68580451	4524.35572301	829.332186745	0
Mix_6	5456.93305037	28810.9373073	3357.28805931	6294.6726429	780.032215813	0
Mix_7	4242.69892914	33612.7670913	3483.33907032	4781.06977692	1006.83317086	0
Mix_8	5480.42149458	32215.7142364	2701.5167707	5580.24362572	923.422612471	0
Mix_9	4777.91551405	30768.6403865	3510.26595446	5062.94676405	880.723414501	0
Mix_10	5574.94672141	31983.712773	3285.03564855	5477.5946254	858.802668229	0
Mix_11	4481.9782911	30274.4977233	3397.40088227	4901.06226708	895.05659373	0
Mix_12	3959.72693375	28350.0566625	3688.14108552	5785.08269459	862.244956051	0
Mix_13	5441.24784132	33410.6973794	3316.28421968	4918.6860488	926.311820169	0
Mix_14	3401.08437431	32188.4281989	3953.32103531	4608.9576758	998.490161839	0
Mix_15	4292.93110303	32293.5037678	3303.67407944	5168.79693995	987.403765553	0
Mix_16	5089.42529577	33256.1548924	3046.5368726	5318.63571686	963.625197543	0
Mix_17	4374.03100421	33638.8353487	3334.60991779	5067.4419093	1017.80447958	0
Mix_18	4482.22276548	31938.8111265	3009.29269701	5297.90342162	990.228641982	0
Mix_19	4408.65044718	29868.4675366	3675.10779637	5890.12564569	869.172669548	0
Mix_20	5423.38281603	31712.9794383	3108.22934093	5528.93065887	892.248016437	0
Mix_21	5612.66027127	31969.7714182	2973.36782595	5946.20691224	896.760193022	0
Mix_22	4658.78535293	29697.7695141	3475.02034149	6167.8401323	856.089626054	0
Mix_23	5689.68167605	31545.1706424	3061.61084684	5047.22518733	868.701866797	0
Mix_24	3874.83846386	33752.891951	3007.12751269	5709.25744295	1092.51464148	0
Mix_25	5196.91686498	34184.0170764	3304.07302443	4678.23154283	969.3090964	0
Mix_26	4773.65839735	34743.9290124	3139.28721722	4988.48029272	1031.37765114	0
Mix_27	5923.66211103	36342.0811657	2721.37665534	5777.11616902	1023.8763968	0
Mix_28	5020.22708254	30048.3973783	3235.76306946	5727.67749446	861.782600078	0
Mix_29	5157.37006612	35173.2757166	3072.94360261	4962.16199518	1029.16236387	0
Mix_30	3983.18278383	32806.4782968	3982.48483014	4622.12058763	969.360700866	0
Mix_31	5048.10972664	32576.2295081	3145.44921547	5174.54675622	937.710520031	0
Mix_32	4692.66021646	32484.9038305	2896.90794395	5537.25827965	999.053518771	0
Mix_33	4218.67556194	31956.3131107	3247.910434	5528.30353159	984.878262033	0
Mix_34	5520.10397723	29802.8014352	3299.15512292	6072.02225781	816.620140866	0
Mix_35	4281.16112888	29720.2441119	3658.92809535	4882.87498086	875.092042421	0
Mix_36	4781.41729537	32138.4487352	3409.5464029	5078.75617618	929.353574568	0
Mix_37	3867.09462757	30694.3663469	3978.33277989	5220.64237103	911.197096331	0
Mix_38	3957.27528403	28603.6533272	3526.28505456	5649.41190139	869.075810263	0
Mix_39	6358.56136554	31639.8352361	2666.1835521	6136.53488379	843.54193385	0
Mix_40	4390.48373804	31686.166129	3915.40675244	4886.39359429	906.912634328	0
Mix_41	4197.36374756	28220.0346872	3955.60186083	5124.72916813	815.102312672	0
Mix_42	5049.32961596	36201.5341009	2985.97044924	5071.6534049	1070.59385276	0
Mix_43	5248.8755129	30890.7835774	3405.71601884	5410.04406996	845.358461273	0
Mix_44	4039.68687585	27095.7467832	3741.19632182	5546.9904225	801.768589613	0
Mix_45	4524.48868247	33897.9160793	3372.05699002	5569.20691182	1014.98612842	0
Mix_46	5490.36116777	36514.6344625	2796.29992861	5444.72714852	1059.2881823	0
Mix_47	5103.72502206	29939.8019747	3396.5682802	5831.85502594	843.853894523	0
Mix_48	4787.46185059	31384.9092815	3379.71019573	5043.68756627	911.070493038	0
Mix_49	3479.46303362	29234.2083804	4097.0336575	4665.63229907	892.613944907	0
Mix_50	4451.05805856	35828.4086973	3054.58564512	5560.64669479	1097.58826906	0
Mix_51	4918.32308069	31829.6766458	3177.91953908	5214.01156019	922.694962818	0
Mix_52	3652.7069505	32971.6096271	3746.10419818	5249.98459254	1021.07203336	0
Mix_53	5257.77275239	32570.8309745	3068.19168241	5762.29575307	928.176834313	0
Mix_54	3986.47829913	24932.4129194	4165.20325429	5678.47446339	709.08575104	0
Mix_55	3565.37882352	29766.3828426	4225.89281336	5227.43206809	906.742431329	0
Mix_56	4600.0157018	34934.4824403	3180.31897552	5748.96611295	1055.96571522	0
Mix_57	3032.36147176	24784.5127392	4325.45889208	5171.76930217	777.747158241	0
Mix_58	4222.73230157	32621.0368839	3339.77755208	5166.13288411	1019.00630722	0
Mix_59	3508.22764813	28638.6167506	4423.60955318	5018.1836291	851.601981681	0
Mix_60	5688.96085923	39761.5258891	3055.57976801	4690.48974459	1123.73390203	0
Mix_61	5445.62438583	31081.1741494	3485.7438349	5227.31888826	826.261850767	0
Mix_62	5071.95756983	31297.8586639	3813.31559446	4406.22424768	843.428384996	0
Mix_63	3865.53888211	25910.4094843	4093.07671836	5703.64498351	763.582738136	0
Mix_64	5489.82050191	31043.4851247	3165.49324052	6113.03262511	862.180422472	0
