	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	165.9428	379.9259	554.3063	1120.7391	300.3057	4354.6052
mix_2	155.9519	335.0188	495.2711	1216.595	257.287	4405.2881
mix_3	234.6462	739.7269	757.3073	603.5803	398.0276	4263.2944
mix_4	232.3095	563.6366	654.1344	808.0584	348.1904	4317.5447
mix_5	215.9043	556.3275	728.4967	759.5523	368.3946	4351.8286
mix_6	201.7186	479.1485	633.331	937.8896	319.766	4408.5495
mix_7	260.9753	619.2491	696.9636	672.1184	383.4808	4408.7503
mix_8	235.2822	472.4743	517.9947	1016.5142	284.8295	4578.2189
mix_9	173.4882	468.1541	618.8363	963.842	333.8534	4392.5685
mix_10	279.079	588.4254	663.9866	732.2575	329.6294	4410.2839
mix_11	163.5574	375.8113	481.805	1178.7192	270.1738	4413.7336
mix_12	162.9501	428.6188	582.6991	1076.5218	280.4633	4277.6559
mix_13	286.0654	574.5166	659.5266	688.5263	382.6926	4581.2091
mix_14	288.1982	585.1337	677.7971	712.935	337.3014	4489.2457
mix_15	262.319	557.9598	783.0078	583.6839	437.8825	4510.0399
mix_16	228.5216	641.5447	696.2611	734.0318	356.9463	4269.6509
mix_17	363.5744	758.7439	803.5677	404.9835	408.5889	4531.6621
mix_18	164.8087	317.9364	467.4993	1238.7798	241.2279	4599.8561
mix_19	224.0794	472.8319	612.4916	923.5135	317.546	4490.3497
mix_20	224.0173	784.8722	958.5254	434.4134	429.8599	4162.6137
mix_21	250.5996	612.46	732.6159	689.9129	354.549	4261.575
mix_22	236.0265	465.3163	623.8511	869.9851	344.7032	4554.7011
mix_23	246.1135	537.9141	572.4934	886.1736	312.332	4529.149
mix_24	151.1154	281.9556	455.4565	1306.8971	251.0175	4692.2125
mix_25	181.7887	556.1759	639.4933	934.7836	304.5157	4142.4792
mix_26	198.5233	741.9247	897.3838	493.4114	485.6135	4188.2341
mix_27	232.3689	332.5648	469.525	1112.5888	292.8972	4886.2191
mix_28	245.6339	797.4923	879.213	454.6061	435.0557	4223.7318
mix_29	197.2395	504.2937	635.5961	908.7016	334.9387	4411.6513
mix_30	212.2339	514.989	631.8647	889.9175	328.8974	4424.4903
mix_31	195.2235	543.8555	603.396	922.5509	318.5161	4363.3282
mix_32	217.6505	580.2491	689.4452	796.2822	350.5286	4279.9681
mix_33	211.1678	489.3849	560.7284	961.2726	315.8431	4484.5022
mix_34	159.0627	375.8772	530.2194	1149.5153	284.2873	4379.646
mix_35	189.9139	444.3086	630.0273	989.9468	307.7636	4344.0738
mix_36	265.5519	678.0232	651.7453	679.4575	376.397	4382.1197
mix_37	258.5441	658.5973	642.6756	737.0202	349.1497	4366.7178
mix_38	211.3553	765.903	810.5664	539.0448	444.2057	4204.2397
mix_39	276.5427	602.0475	778.6271	575.4902	417.9292	4407.4218
mix_40	215.7915	525.6017	550.9722	952.2497	312.7697	4461.1344
mix_41	171.8966	386.743	580.7588	1092.2463	298.0422	4378.1124
mix_42	292.789	759.929	806.0783	465.6707	420.5711	4325.5794
mix_43	177.3951	568.4554	765.3841	768.6193	383.0062	4167.9443
mix_44	188.7117	657.6914	733.5846	720.0838	397.3394	4202.564
mix_45	171.616	604.1962	659.2302	893.2496	316.1402	4115.0639
mix_46	225.913	642.6337	857.2921	593.6356	401.5004	4216.3293
mix_47	218.8654	513.0474	575.2158	939.9311	306.0188	4417.2507
mix_48	225.448	305.7297	448.7952	1146.8945	289.4944	4946.1096
mix_49	219.9605	402.637	562.5686	994.5747	316.3206	4619.2106
mix_50	263.12	741.1227	758.8086	577.9817	382.2963	4270.4007
mix_51	224.0112	374.9437	493.2538	1089.1424	303.3033	4711.3505
mix_52	299.8227	709.8274	736.5148	507.751	429.5859	4423.0273
mix_53	228.6419	402.4609	526.0474	1040.9529	305.3435	4657.446
mix_54	289.638	712.8811	862.54	484.9904	391.6858	4264.0862
mix_55	218.8204	428.065	546.5236	1013.9491	306.4933	4585.9508
mix_56	212.9006	660.6605	700.6	764.8542	337.6283	4144.0915
mix_57	164.1143	492.6798	602.1773	999.3851	323.4431	4236.1556
mix_58	220.2934	597.2238	705.3077	732.8782	375.9108	4296.5014
