	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	7.673616	26.73903	7.313074	0	0	91.430762
S10006	7.621446	27.098278	7.155312	0	0	91.481084
S1001	7.563788	27.617178	7.364644	0	0	92.026242
S10010	8.01016	27.243066	7.551326	0	0	91.885794
S10011	7.589428	27.028206	7.373794	0	0	91.402156
S10014	7.56761	26.957448	7.206642	0	0	91.077816
S10026	7.77351	28.122222	7.382578	0	0	91.833854
S10032	7.762404	27.656172	7.647558	0	0	92.409136
S10036	7.477238	27.0509	7.044378	0	0	90.406492
S10042	7.815512	27.84004	7.480878	0	0	92.789788
S10044	7.895574	28.492176	7.449394	0	0	93.261892
S10049	7.79792	28.270982	7.397156	0	0	92.830094
S10057	7.110364	26.113176	6.943918	0	0	90.002208
S10062	7.773598	27.84392	7.583576	0	0	92.792026
S10066	7.952446	26.84581	7.498116	0	0	91.783306
S10067	7.612576	28.223048	7.31772	0	0	92.026024
S1007	7.488086	26.789954	7.255936	0	0	91.506912
S10073	7.785478	28.268964	7.39884	0	0	92.917992
S10077	7.609158	26.821872	7.406312	0	0	91.792362
S10080	7.770226	27.361306	7.499618	0	0	92.889334
S10082	7.767496	28.026374	7.46352	0	0	92.441962
S10087	7.771758	28.218874	7.503368	0	0	92.525986
S10089	7.602856	26.678236	7.168264	0	0	90.35795
S1009	7.490758	27.91954	7.344762	0	0	92.88052
S10090	7.61418	26.497348	7.110052	0	0	90.080468
S10093	7.356946	26.232434	7.092912	0	0	91.005868
S10094	7.930882	27.69834	7.624614	0	0	92.683686
S1010	7.617328	27.329294	7.481392	0	0	92.679924
S10111	7.752962	28.342654	7.418358	0	0	92.952026
S10116	7.244208	27.402478	7.244024	0	0	91.88589
S10119	7.532932	27.73908	7.341542	0	0	91.762322
S10121	7.696358	27.456708	7.365378	0	0	91.037988
S10130	7.774248	26.846926	7.378218	0	0	91.33543
S10140	8.020318	27.576702	7.512368	0	0	92.105548
S10142	7.475044	27.987992	7.318268	0	0	91.901556
S10150	7.842778	26.178844	7.316152	0	0	90.731804
S10155	7.645272	27.886808	7.41142	0	0	92.465596
S1016	7.542046	26.786778	7.183484	0	0	90.326618
S10163	7.64955	26.739506	7.378446	0	0	92.441824
S10167	7.513064	27.313232	7.19764	0	0	91.992552
S10168	7.541402	27.928936	7.246542	0	0	91.701218
