	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.731	0	0	0	0.269
S10006	0	0.6964	0	0	0	0.3037
S1001	0	0.7395	0	0	0	0.2605
S10010	0	0.7344	0	0	0	0.2657
S10011	0	0.7847	0	0	0	0.2152
S10014	0	0.7353	0	0	0	0.2648
S10026	0	0.7924	0	0	0	0.2076
S10032	0	0.7318	0	0	0	0.2683
S10036	0	0.7466	0	0	0	0.2534
S10042	0	0.7601	0	0	0	0.2399
S10044	0	0.7948	0	0	0	0.2052
S10049	0	0.8098	0	0	0	0.1903
S10057	0	0.7363	0	0	0	0.2636
S10062	0	0.791	0	0	0	0.209
S10066	0	0.7161	0	0	0	0.2839
S10067	0	0.8381	0	0	0	0.1619
S1007	0	0.7234	0	0	0	0.2765
S10073	0	0.8311	0	0	0	0.1689
S10077	0	0.7395	0	0	0	0.2605
S10080	0	0.7403	0	0	0	0.2597
S10082	0	0.8516	0	0	0	0.1484
S10087	0	0.8015	0	0	0	0.1984
S10089	0	0.7464	0	0	0	0.2536
S1009	0	0.8427	0	0	0	0.1574
S10090	0	0.7429	0	0	0	0.2571
S10093	0	0.6308	0	0	0	0.3692
S10094	0	0.7539	0	0	0	0.246
S1010	0	0.7871	0	0	0	0.2128
S10111	0	0.8653	0	0	0	0.1348
S10116	0	0.8156	0	0	0	0.1844
S10119	0	0.7809	0	0	0	0.2191
S10121	0	0.7994	0	0	0	0.2006
S10130	0	0.7212	0	0	0	0.2788
S10140	0	0.7616	0	0	0	0.2385
S10142	0	0.7573	0	0	0	0.2427
S10150	0	0.679	0	0	0	0.321
S10155	0	0.7957	0	0	0	0.2043
S1016	0	0.7702	0	0	0	0.2298
S10163	0	0.7588	0	0	0	0.2412
S10167	0	0.6924	0	0	0	0.3077
S10168	0	0.8142	0	0	0	0.1858
S10173	0	0.8984	0	0	0	0.1016
S10175	0	0.7559	0	0	0	0.2441
S10179	0	0.8625	0	0	0	0.1374
S10186	0	0.8347	0	0	0	0.1653
S1019	0	0.7673	0	0	0	0.2328
S10190	0	0.8746	0	0	0	0.1254
S10195	0	0.7026	0	0	0	0.2974
S10196	0	0.7363	0	0	0	0.2638
S10200	0	0.766	0	0	0	0.234
S10201	0	0.6391	0	0	0	0.3609
S10202	0	0.7644	0	0	0	0.2356
S10205	0	0.8257	0	0	0	0.1743
S10211	0	0.7269	0	0	0	0.2731
S10221	0	0.7605	0	0	0	0.2397
S10222	0	0.7281	0	0	0	0.2719
S10226	0	0.765	0	0	0	0.235
S10227	0	0.7398	0	0	0	0.2603
S10228	0	0.7623	0	0	0	0.2378
S10232	0	0.8451	0	0	0	0.1549
S10248	0	0.8269	0	0	0	0.173
S10249	0	0.6693	0	0	0	0.3308
S1025	0	0.8127	0	0	0	0.1873
S10266	0	0.7381	0	0	0	0.2619
S10269	0	0.7612	0	0	0	0.2388
S10272	0	0.6834	0	0	0	0.3166
S10273	0	0.7569	0	0	0	0.2431
S10274	0	0.743	0	0	0	0.257
S1028	0	0.787	0	0	0	0.2131
S10280	0	0.7685	0	0	0	0.2315
S10283	0	0.8467	0	0	0	0.1533
S1029	0	0.7855	0	0	0	0.2146
S10292	0	0.7961	0	0	0	0.2039
S10294	0	0.774	0	0	0	0.226
S10302	0	0.7642	0	0	0	0.2358
S10303	0	0.7681	0	0	0	0.232
S10323	0	0.7568	0	0	0	0.2431
S10326	0	0.7208	0	0	0	0.2792
S10328	0	0.7845	0	0	0	0.2156
S10329	0	0.813	0	0	0	0.1871
S10336	0	0.701	0	0	0	0.2989
S10340	0	0.8253	0	0	0	0.1747
S10347	0	0.7441	0	0	0	0.256
S10353	0	0.7718	0	0	0	0.2282
S10356	0	0.7593	0	0	0	0.2407
S10358	0	0.7574	0	0	0	0.2426
S10365	0	0.7518	0	0	0	0.248
S1037	0	0.8789	0	0	0	0.1211
S10373	0	0.7853	0	0	0	0.2147
S10374	0	0.7082	0	0	0	0.2918
S10375	0	0.736	0	0	0	0.2641
S10377	0	0.6961	0	0	0	0.3039
S10378	0	0.7973	0	0	0	0.2027
S10390	0	0.7397	0	0	0	0.2602
S10391	0	0.6914	0	0	0	0.3086
S10393	0	0.7752	0	0	0	0.2247
S10400	0	0.7176	0	0	0	0.2824
S10401	0	0.7407	0	0	0	0.2593
S10406	0	0.6594	0	0	0	0.3407
S10408	0	0.742	0	0	0	0.258
S10409	0	0.7748	0	0	0	0.2253
S10418	0	0.646	0	0	0	0.354
S10431	0	0.7713	0	0	0	0.2287
S10438	0	0.7789	0	0	0	0.2212
S10439	0	0.7431	0	0	0	0.2569
S10441	0	0.6685	0	0	0	0.3314
S10442	0	0.7608	0	0	0	0.2392
S1046	0	0.755	0	0	0	0.245
S10478	0	0.6434	0	0	0	0.3565
S10480	0	0.7936	0	0	0	0.2064
S10484	0	0.7053	0	0	0	0.2946
S10492	0	0.8212	0	0	0	0.1787
S10496	0	0.8332	0	0	0	0.1668
S10510	0	0.7686	0	0	0	0.2313
S10513	0	0.7596	0	0	0	0.2404
S10516	0	0.719	0	0	0	0.2811
S10534	0	0.7959	0	0	0	0.2041
S10535	0	0.8293	0	0	0	0.1706
S10537	0	0.74	0	0	0	0.2601
S1054	0	0.7728	0	0	0	0.2273
S10543	0	0.7636	0	0	0	0.2364
S10546	0	0.7411	0	0	0	0.2589
S1055	0	0.6755	0	0	0	0.3246
S10551	0	0.7224	0	0	0	0.2776
S10552	0	0.6729	0	0	0	0.3271
S10555	0	0.8267	0	0	0	0.1733
S10559	0	0.7559	0	0	0	0.2441
S1056	0	0.8295	0	0	0	0.1705
S10563	0	0.7742	0	0	0	0.2258
S10574	0	0.8283	0	0	0	0.1717
S10576	0	0.6583	0	0	0	0.3416
S10578	0	0.6866	0	0	0	0.3134
S10579	0	0.713	0	0	0	0.2871
S10582	0	0.7511	0	0	0	0.2489
S1059	0	0.7751	0	0	0	0.2249
S10599	0	0.7034	0	0	0	0.2966
S10611	0	0.7592	0	0	0	0.2409
S10614	0	0.7317	0	0	0	0.2683
S10624	0	0.7856	0	0	0	0.2143
S10632	0	0.7078	0	0	0	0.2922
S10634	0	0.8149	0	0	0	0.1851
S10638	0	0.7423	0	0	0	0.2577
S10644	0	0.8361	0	0	0	0.1639
S10649	0	0.7195	0	0	0	0.2805
S10652	0	0.672	0	0	0	0.328
S10654	0	0.7995	0	0	0	0.2006
S10655	0	0.7762	0	0	0	0.2238
S10656	0	0.8396	0	0	0	0.1604
S10657	0	0.7326	0	0	0	0.2673
S10658	0	0.8452	0	0	0	0.1547
S10660	0	0.7921	0	0	0	0.2081
S10661	0	0.8426	0	0	0	0.1574
S10676	0	0.6888	0	0	0	0.3111
S1068	0	0.8187	0	0	0	0.1812
S10681	0	0.6912	0	0	0	0.3089
S10686	0	0.6697	0	0	0	0.3302
S10688	0	0.836	0	0	0	0.164
S10690	0	0.7325	0	0	0	0.2675
S10698	0	0.8254	0	0	0	0.1746
S107	0	0.8266	0	0	0	0.1734
S10703	0	0.8116	0	0	0	0.1884
S10726	0	0.7856	0	0	0	0.2144
S10729	0	0.6694	0	0	0	0.3306
S10733	0	0.7958	0	0	0	0.2042
S10734	0	0.7787	0	0	0	0.2214
S10735	0	0.7488	0	0	0	0.2512
S10740	0	0.7239	0	0	0	0.2762
S10745	0	0.6914	0	0	0	0.3087
S10748	0	0.7629	0	0	0	0.2371
S10753	0	0.7906	0	0	0	0.2094
S10756	0	0.7928	0	0	0	0.2072
S10757	0	0.9393	0	0	0	0.0607
S1076	0	0.7823	0	0	0	0.2177
S10764	0	0.6903	0	0	0	0.3097
S10767	0	0.78	0	0	0	0.22
S10776	0	0.7797	0	0	0	0.2203
S10778	0	0.7554	0	0	0	0.2447
S10784	0	0.7275	0	0	0	0.2725
S10787	0	0.7653	0	0	0	0.2347
S10800	0	0.7904	0	0	0	0.2096
S10805	0	0.711	0	0	0	0.2891
S10813	0	0.7521	0	0	0	0.248
