	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.2425	0.0	0.0676	0.1188	0.0231	1.0362
Mix_2	0.4997	0.0157	0.0477	0.0521	0.0137	0.9052
Mix_3	0.1727	0.0	0.1058	0.0504	0.0824	0.6754
Mix_4	0.2913	0.0094	0.0919	0.0291	0.0693	0.708
Mix_5	0.6412	0.0	0.073	0.0016	0.0354	0.9553
Mix_6	0.387	0.0	0.0496	0.1174	0.0172	1.3324
Mix_7	0.3858	0.0227	0.0647	0.0146	0.0877	0.6916
Mix_8	0.4884	0.0456	0.0059	0.087	0.0208	1.0327
Mix_9	0.4573	0.0016	0.0639	0.0458	0.0369	0.8493
Mix_10	0.5325	0.0	0.0547	0.0775	0.0342	1.0693
Mix_11	0.424	0.0497	0.0624	0.033	0.0217	0.7784
Mix_12	0.0913	0.0054	0.1032	0.1128	0.0531	0.8863
Mix_13	0.5917	0.0	0.0515	0.0307	0.0412	0.9064
Mix_14	0.2052	0.0105	0.1106	0.0021	0.1164	0.5951
Mix_15	0.2904	0.0635	0.0567	0.0414	0.0747	0.6919
Mix_16	0.4615	0.0249	0.0345	0.065	0.0604	0.9212
Mix_17	0.3434	0.0388	0.0564	0.0371	0.0918	0.7357
Mix_18	0.31	0.1212	0.031	0.0605	0.0421	0.7901
Mix_19	0.1927	0.0	0.0985	0.1083	0.0489	0.9157
Mix_20	0.5001	0.0	0.0374	0.0757	0.0291	1.0926
Mix_21	0.4683	0.0	0.0304	0.1058	0.025	1.1698
Mix_22	0.2041	0.0	0.0882	0.1296	0.0367	1.0937
Mix_23	0.6205	0.0209	0.0328	0.0465	0.0195	0.9833
Mix_24	0.0	0.1493	0.023	0.0851	0.1213	0.5377
Mix_25	0.5804	0.0	0.0539	0.0075	0.0592	0.8673
Mix_26	0.4501	0.0343	0.0401	0.0332	0.0938	0.7575
Mix_27	0.5326	0.0	0.0207	0.0916	0.0279	1.1646
Mix_28	0.3971	0.0026	0.0607	0.0962	0.0281	1.0674
Mix_29	0.5184	0.03	0.0334	0.0306	0.0741	0.8237
Mix_30	0.3624	0.0	0.0982	0.002	0.0819	0.6501
Mix_31	0.4875	0.0208	0.0375	0.0552	0.0518	0.924
Mix_32	0.2978	0.1099	0.0386	0.0811	0.0571	0.8672
Mix_33	0.1855	0.0464	0.0636	0.0869	0.0938	0.7822
Mix_34	0.4495	0.0	0.0437	0.1135	0.0217	1.2578
Mix_35	0.3884	0.0148	0.0827	0.0346	0.0398	0.7489
Mix_36	0.4572	0.0023	0.0593	0.0413	0.0512	0.8784
Mix_37	0.2268	0.0	0.0913	0.0542	0.0684	0.7445
Mix_38	0.1183	0.0202	0.0919	0.1037	0.0602	0.8012
Mix_39	0.5657	0.0	0.0176	0.1206	0.0	1.3807
Mix_40	0.4173	0.0	0.0778	0.0211	0.0491	0.8183
Mix_41	0.3486	0.0	0.0809	0.0506	0.0358	0.8458
Mix_42	0.4816	0.0436	0.0143	0.0307	0.085	0.8597
Mix_43	0.504	0.0	0.0543	0.0754	0.0372	1.0909
Mix_44	0.2	0.0029	0.0882	0.0922	0.0365	0.8728
Mix_45	0.2853	0.0022	0.0681	0.078	0.1022	0.8501
Mix_46	0.5125	0.0144	0.0033	0.0638	0.0694	0.9381
Mix_47	0.4019	0.0	0.0641	0.1065	0.0383	1.0872
Mix_48	0.4711	0.0146	0.0596	0.0458	0.0437	0.8347
Mix_49	0.2457	0.0096	0.116	0.0122	0.0679	0.5994
Mix_50	0.2243	0.0457	0.0378	0.0783	0.1183	0.8243
Mix_51	0.4557	0.0339	0.0489	0.0586	0.0402	0.8765
Mix_52	0.0901	0.0118	0.099	0.0559	0.1151	0.5561
Mix_53	0.4217	0.0074	0.0449	0.1013	0.0509	1.0821
Mix_54	0.1799	0.0	0.0981	0.0982	0.0327	1.0119
Mix_55	0.0849	0.0	0.1213	0.0476	0.0814	0.6229
Mix_56	0.244	0.021	0.0487	0.089	0.1037	0.8845
Mix_57	0.0	0.0116	0.1296	0.0614	0.0369	0.5257
Mix_58	0.2815	0.057	0.0865	0.0503	0.0791	0.6593
Mix_59	0.2033	0.0	0.1154	0.0376	0.0585	0.6527
Mix_60	0.6378	0.0	0.0241	0.0	0.1079	0.8275
Mix_61	0.5607	0.0	0.0457	0.0596	0.0292	1.0037
Mix_62	0.6218	0.0	0.0809	0.0	0.0449	0.8819
Mix_63	0.096	0.0	0.1172	0.0989	0.0364	0.8339
Mix_64	0.4191	0.0	0.053	0.1176	0.0305	1.239
Mix_65	0.432	0.0	0.0431	0.0974	0.046	1.0914
Mix_66	0.4892	0.0139	0.0715	0.0141	0.0584	0.7935
Mix_67	0.6317	0.0	0.007	0.0907	0.0064	1.2718
Mix_68	0.3171	0.0248	0.037	0.0798	0.0953	0.9129
Mix_69	0.5969	0.0	0.0568	0.034	0.0409	0.9659
Mix_70	0.3156	0.0362	0.045	0.0664	0.099	0.8067
Mix_71	0.362	0.0	0.0828	0.0391	0.0622	0.8126
Mix_72	0.2703	0.0773	0.0231	0.1185	0.0455	0.9885
Mix_73	0.0783	0.0	0.1288	0.0426	0.0849	0.5532
Mix_74	0.5324	0.0	0.0515	0.0666	0.0275	1.0768
