	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.845153520222	0.154846479778	0	0	0
S10006	0	0.859860952431	0.140139047569	0	0	0
S1001	0	0.858363639301	0.141636360699	0	0	0
S10010	0	0.833897737381	0.166102262619	0	0	0
S10011	0	0.848139487753	0.151860512247	0	0	0
S10014	0	0.852269719342	0.147730280658	0	0	0
S10026	0	0.861774937786	0.138225062214	0	0	0
S10032	0	0.843397658572	0.156602341428	0	0	0
S10036	0	0.868164064618	0.131835935382	0	0	0
S10042	0	0.84770256266	0.15229743734	0	0	0
S10044	0	0.866884856194	0.133115143806	0	0	0
S10049	0	0.86759853611	0.13240146389	0	0	0
S10057	0	0.863044852108	0.136955147892	0	0	0
S10062	0	0.85478152484	0.14521847516	0	0	0
S10066	0	0.831064146171	0.168935853829	0	0	0
S10067	0	0.875155250694	0.124844749306	0	0	0
S1007	0	0.855484906898	0.144515093102	0	0	0
S10073	0	0.869802005736	0.130197994264	0	0	0
S10077	0	0.839140128227	0.160859871773	0	0	0
S10080	0	0.840268148801	0.159731851199	0	0	0
S10082	0	0.868635462521	0.131364537479	0	0	0
S10087	0	0.86024641929	0.13975358071	0	0	0
S10089	0	0.850117928991	0.149882071009	0	0	0
S1009	0	0.871132624136	0.128867375864	0	0	0
S10090	0	0.853395206324	0.146604793676	0	0	0
S10093	0	0.848545735249	0.151454264751	0	0	0
S10094	0	0.848156808896	0.151843191104	0	0	0
S1010	0	0.846052073862	0.153947926138	0	0	0
S10111	0	0.867209877345	0.132790122655	0	0	0
S10116	0	0.861261961444	0.138738038556	0	0	0
S10119	0	0.867727595954	0.132272404046	0	0	0
S10121	0	0.85720131456	0.14279868544	0	0	0
S10130	0	0.840140553211	0.159859446789	0	0	0
S10140	0	0.844811437068	0.155188562932	0	0	0
S10142	0	0.869898543927	0.130101456073	0	0	0
S10150	0	0.813982300253	0.186017699747	0	0	0
S10155	0	0.863195227499	0.136804772501	0	0	0
S1016	0	0.855434049879	0.144565950121	0	0	0
S10163	0	0.830940504588	0.169059495412	0	0	0
S10167	0	0.851553250148	0.148446749852	0	0	0
S10168	0	0.868771679965	0.131228320035	0	0	0
S10173	0	0.876654482455	0.123345517545	0	0	0
S10175	0	0.856900872223	0.143099127777	0	0	0
S10179	0	0.872381951117	0.127618048883	0	0	0
S10186	0	0.876266419069	0.123733580931	0	0	0
S1019	0	0.864163687457	0.135836312543	0	0	0
S10190	0	0.874743533335	0.125256466665	0	0	0
S10195	0	0.845054536302	0.154945463698	0	0	0
S10196	0	0.857408323456	0.142591676544	0	0	0
S10200	0	0.846834156701	0.153165843299	0	0	0
S10201	0	0.824863286586	0.175136713414	0	0	0
S10202	0	0.847089166031	0.152910833969	0	0	0
S10205	0	0.863443114843	0.136556885157	0	0	0
S10211	0	0.861506333397	0.138493666603	0	0	0
S10221	0	0.859366223058	0.140633776942	0	0	0
S10222	0	0.844652674064	0.155347325936	0	0	0
S10226	0	0.854039374853	0.145960625147	0	0	0
S10227	0	0.846925300775	0.153074699225	0	0	0
S10228	0	0.85547225035	0.14452774965	0	0	0
S10232	0	0.880240535509	0.119759464491	0	0	0
S10248	0	0.877125931896	0.122874068104	0	0	0
S10249	0	0.816898066	0.183101934	0	0	0
S1025	0	0.86622095241	0.13377904759	0	0	0
S10266	0	0.831949336732	0.168050663268	0	0	0
S10269	0	0.852908412654	0.147091587346	0	0	0
