	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0639783376903	0.342029669749	0.433674967443	0.00397617459702	0.644274027015	0.0	0
B	0.0699339989191	0.340802099952	0.432761551572	0.00590252428259	0.656253090894	0.0	0
C	0.0139121883763	0.0820061974648	0.590871422377	0.0	0.77182626797	0.0	0
D	0.024754395436	0.0681463996201	0.58878611371	0.0	0.774236179574	0.0	0
E	0.0210884720862	0.132026587459	0.641779205703	0.0	0.684084386689	0.0	0
F	0.0238231088865	0.130646854974	0.903572698732	0.00303972083067	0.434474465836	0.0	0
G	0.0442861555288	0.609142429929	0.273141574094	0.123436312369	0.439430476209	0.0	0
H	0.0450452102051	0.826682215026	0.268058801196	0.0	0.334713477206	0.0	0
I	0.0775167372096	0.938861017344	0.149757297257	0.0	0.303093024921	0.0	0
J	0.0269817909154	0.0505931460551	0.596572346606	0.0	0.751462976695	0.0	0
K	0.0368938197927	0.0492926918774	0.757328852193	0.0	0.605862504083	0.0	0
L	0.0179529070233	0.107944737213	0.576900863648	0.0	0.759951796611	0.0	0
