	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	119.927236006	208.677583903	88.1423252016	1808.9094652	440.501963005	0
Mix_2	132.010831413	236.016355876	86.8675250684	1597.89144995	422.874460135	0
Mix_3	114.461508347	233.137233201	93.0092404644	1586.19720611	474.427598848	0
Mix_4	118.652258344	243.784279745	92.5853278161	1541.76685353	456.352771597	0
Mix_5	143.023236068	226.102314134	91.2431523036	1468.64200027	447.687038796	0
Mix_6	125.215563478	190.22250195	84.9148348288	1842.2716238	444.86491467	0
Mix_7	120.656669595	256.319318582	89.050997021	1474.41805613	454.924709285	0
Mix_8	129.281700682	243.281362798	79.053768231	1659.60403906	421.505421577	0
Mix_9	127.03941097	233.162022047	88.1444205523	1577.36790072	445.11615549	0
Mix_10	131.812854439	207.018072817	83.7706092371	1630.61138775	445.8711502	0
Mix_11	126.973546517	261.247154028	91.2723605326	1556.87839776	431.86988195	0
Mix_12	111.929481889	222.589759102	89.4669542832	1745.77902409	455.66841702	0
Mix_13	136.054328464	232.605569133	85.8213479194	1521.5094703	452.506091173	0
Mix_14	113.168767255	252.896994418	93.9768287395	1454.62159895	472.976683568	0
Mix_15	119.555283851	266.043240745	87.9693217463	1596.98463233	445.023644611	0
Mix_16	127.18054878	243.319337163	81.974429911	1595.24644246	442.48415167	0
Mix_17	122.421869542	261.421888688	87.2971407805	1552.58524704	455.790760468	0
Mix_18	120.59193664	275.686380926	87.1572049089	1618.14758607	432.716168942	0
Mix_19	115.100177464	207.63653813	87.8601189445	1741.57688831	461.97846619	0
Mix_20	128.766782431	225.861281999	82.2020240564	1656.39536763	440.128954203	0
Mix_21	127.831640101	219.708979098	80.9324267647	1738.30233438	438.959717113	0
Mix_22	116.59162562	210.107825338	85.7954745073	1801.16277877	460.120522525	0
Mix_23	140.059181209	240.718454313	84.6525095268	1577.88258448	428.374839963	0
Mix_24	109.846072528	271.068394525	84.1579477736	1683.3936692	448.9814778	0
Mix_25	133.787182499	245.319166363	84.7169494501	1457.01953443	449.983796639	0
Mix_26	126.717786852	259.830812794	84.9064887969	1521.82466179	449.192873564	0
Mix_27	129.156354673	224.728776062	76.8704125014	1638.98031346	454.566622206	0
Mix_28	123.683465609	222.16107803	85.1540805732	1713.55338623	439.860536098	0
Mix_29	128.939514107	256.960492039	83.4528377833	1512.94388006	445.757946214	0
Mix_30	120.649045826	239.902184285	92.6921240608	1453.68238075	474.705429335	0
Mix_31	128.906275214	239.963989265	83.0405281276	1583.35014014	444.269741912	0
Mix_32	123.95691989	267.466118858	87.9097644372	1675.26795851	429.206496985	0
Mix_33	114.263239311	248.69231648	85.4169383368	1653.3182121	441.921197568	0
Mix_34	129.560316962	200.571941963	84.0435180291	1779.62555828	447.28382951	0
Mix_35	124.639288558	243.454983245	91.4088552665	1550.21193592	442.449343479	0
Mix_36	127.094916558	239.429299314	86.9203777075	1558.11995529	450.071824072	0
Mix_37	114.40132265	226.251701564	92.6502758656	1606.02314647	472.281720075	0
Mix_38	113.226246673	233.188586807	88.5422063784	1709.66542986	441.782947897	0
Mix_39	138.281344112	216.750859958	78.1907228015	1787.92116303	421.599401954	0
