	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.633820525326	0	0	0	0.366179474674
S10006	0	0.645745998775	0	0	0	0.354254001225
S1001	0	0.638955954383	0	0	0	0.361044045617
S10010	0	0.594265720263	0	0	0	0.405734279737
S10011	0	0.659977525935	0	0	0	0.340022474065
S10014	0	0.608899649337	0	0	0	0.391100350663
S10026	0	0.622244963257	0	0	0	0.377755036743
S10032	0	0.619001467099	0	0	0	0.380998532901
S10036	0	0.592057142371	0	0	0	0.407942857629
S10042	0	0.610412608267	0	0	0	0.389587391733
S10044	0	0.626036042829	0	0	0	0.373963957171
S10049	0	0.64657165195	0	0	0	0.35342834805
S10057	0	0.678878034311	0	0	0	0.321121965689
S10062	0	0.627245595112	0	0	0	0.372754404888
S10066	0	0.567400396832	0	0	0	0.432599603168
S10067	0	0.689563042411	0	0	0	0.310436957589
S1007	0	0.628146589628	0	0	0	0.371853410372
S10073	0	0.678497277248	0	0	0	0.321502722752
S10077	0	0.658347546611	0	0	0	0.341652453389
S10080	0	0.656416464975	0	0	0	0.343583535025
S10082	0	0.667808919416	0	0	0	0.332191080584
S10087	0	0.663296788212	0	0	0	0.336703211788
S10089	0	0.623890886232	0	0	0	0.376109113768
S1009	0	0.727367350994	0	0	0	0.272632649006
S10090	0	0.625145423572	0	0	0	0.374854576428
S10093	0	0.596798202734	0	0	0	0.403201797266
S10094	0	0.618803012122	0	0	0	0.381196987878
S1010	0	0.653444788201	0	0	0	0.346555211799
S10111	0	0.653939890879	0	0	0	0.346060109121
S10116	0	0.721786229182	0	0	0	0.278213770818
S10119	0	0.662636820036	0	0	0	0.337363179964
S10121	0	0.647577626559	0	0	0	0.352422373441
S10130	0	0.619878172236	0	0	0	0.380121827764
S10140	0	0.607049800734	0	0	0	0.392950199266
S10142	0	0.682957423789	0	0	0	0.317042576211
S10150	0	0.579530251845	0	0	0	0.420469748155
S10155	0	0.645277570588	0	0	0	0.354722429412
S1016	0	0.616334401773	0	0	0	0.383665598227
S10163	0	0.663412651306	0	0	0	0.336587348694
S10167	0	0.635073533814	0	0	0	0.364926466186
S10168	0	0.695186340655	0	0	0	0.304813659345
S10173	0	0.731160246496	0	0	0	0.268839753504
S10175	0	0.632210217834	0	0	0	0.367789782166
S10179	0	0.691453833326	0	0	0	0.308546166674
S10186	0	0.744947556959	0	0	0	0.255052443041
S1019	0	0.661272022197	0	0	0	0.338727977803
S10190	0	0.64698098043	0	0	0	0.35301901957
S10195	0	0.611802177707	0	0	0	0.388197822293
S10196	0	0.605358352423	0	0	0	0.394641647577
S10200	0	0.622330205401	0	0	0	0.377669794599
S10201	0	0.556174633996	0	0	0	0.443825366004
S10202	0	0.673989490242	0	0	0	0.326010509758
S10205	0	0.65532777469	0	0	0	0.34467222531
S10211	0	0.620777655833	0	0	0	0.379222344167
S10221	0	0.633277183375	0	0	0	0.366722816625
S10222	0	0.628629032343	0	0	0	0.371370967657
S10226	0	0.610934640981	0	0	0	0.389065359019
S10227	0	0.590155505401	0	0	0	0.409844494599
S10228	0	0.624281455399	0	0	0	0.375718544601
S10232	0	0.734366844789	0	0	0	0.265633155211
S10248	0	0.620289642711	0	0	0	0.379710357289
S10249	0	0.535993119265	0	0	0	0.464006880735
S1025	0	0.661807179435	0	0	0	0.338192820565
S10266	0	0.631345037667	0	0	0	0.368654962333
S10269	0	0.625161586202	0	0	0	0.374838413798
S10272	0	0.595066783309	0	0	0	0.404933216691
S10273	0	0.651178515121	0	0	0	0.348821484879
S10274	0	0.631236853395	0	0	0	0.368763146605
S1028	0	0.600069632361	0	0	0	0.399930367639
S10280	0	0.624391998146	0	0	0	0.375608001854
S10283	0	0.709846400692	0	0	0	0.290153599308
S1029	0	0.661984404763	0	0	0	0.338015595237
S10292	0	0.68916312361	0	0	0	0.31083687639
S10294	0	0.674287298131	0	0	0	0.325712701869
S10302	0	0.619827313672	0	0	0	0.380172686328
S10303	0	0.675015550541	0	0	0	0.324984449459
S10323	0	0.654201244075	0	0	0	0.345798755925
S10326	0	0.61423498808	0	0	0	0.38576501192
S10328	0	0.693981605241	0	0	0	0.306018394759
S10329	0	0.686454642438	0	0	0	0.313545357562
S10336	0	0.645128716352	0	0	0	0.354871283648
S10340	0	0.659245641049	0	0	0	0.340754358951
S10347	0	0.664606747168	0	0	0	0.335393252832
S10353	0	0.640467530472	0	0	0	0.359532469528
S10356	0	0.666723837314	0	0	0	0.333276162686
S10358	0	0.599999983346	0	0	0	0.400000016654
S10365	0	0.607351540993	0	0	0	0.392648459007
S1037	0	0.727113595827	0	0	0	0.272886404173
S10373	0	0.668847868546	0	0	0	0.331152131454
S10374	0	0.597467618188	0	0	0	0.402532381812
S10375	0	0.636638192269	0	0	0	0.363361807731
S10377	0	0.664716187431	0	0	0	0.335283812569
S10378	0	0.664708025085	0	0	0	0.335291974915
