	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0683084508879	0.320046174019	0.185055842025	0.0201858055154	0.0892586468271	0.281858636928	0.013066535059
B	0.0854272435238	0.307752711647	0.213714946788	0.0	0.0503771453229	0.267603959426	0.0410043534592
C	0.0175642864738	0.0532501734865	0.085524974429	0.0	0.44272359927	0.276572373576	0.113344222005
D	0.0209376343974	0.0589865407435	0.0804754577264	0.0	0.409448524579	0.316547251541	0.110416491899
E	0.0105111727397	0.0935790712646	0.170455059266	0.0101787086131	0.098865907026	0.52663849764	0.088616300221
F	0.023447040719	0.12998103692	0.580624066056	0.0	0.0281805089526	0.162422750373	0.0131346694349
G	0.0828888404679	0.422418875739	0.123019468267	0.158840034839	0.0654954110043	0.0895652314902	0.00417203409584
H	0.0543930533495	0.749059969476	0.0318424932746	0.0	0.0571606900439	0.0679530324937	0.00186116391296
I	0.0488439576817	0.739322635861	0.0380215212071	0.0	0.0605302561075	0.055773731921	0.000971016773252
J	0.0236622294493	0.0	0.0696463148354	0.0	0.750546792499	0.0326049934627	0.112720436601
K	0.00761304003706	0.0	0.135955173955	0.0	0.0791128329943	0.754881509524	0.00941368807787
L	0.000743790388024	0.0449246662531	0.188515216944	0.0	0.621355868282	0.0240346077054	0.10621309536
