	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	2.36437558397e-98	1.06593653992e-102	1.0	0	0	0	0	0
mix_2	7.25673897489e-71	9.9564952937e-98	1.0	0	0	0	0	0
mix_3	1.1317625248e-82	1.40751237152e-119	1.24447877529e-38	0	0	0	0	0
mix_4	1.95483281555e-96	1.28962680441e-81	1.0	0	0	0	0	0
mix_5	2.939045263e-79	8.91050520203e-88	1.0	0	0	0	0	0
mix_6	1.86735788391e-93	5.7895100058e-87	1.0	0	0	0	0	0
mix_7	7.73067238253e-64	3.03313951471e-86	0.933968832903	0	0	0	0	0
mix_8	1.25983961477e-71	1.23598229278e-94	1.0	0	0	0	0	0
mix_9	5.89160579342e-110	1.66845009389e-88	1.0	0	0	0	0	0
mix_10	8.64088624624e-64	6.27494867195e-73	1.0	0	0	0	0	0
mix_11	2.45027991122e-95	9.02650162022e-103	1.0	0	0	0	0	0
mix_12	4.9024062336e-88	4.49580203702e-82	1.0	0	0	0	0	0
mix_13	7.8184346191e-92	3.24896144121e-71	1.0	0	0	0	0	0
mix_14	6.23847498123e-94	7.75387931723e-81	1.0	0	0	0	0	0
mix_15	7.29873195681e-78	2.46706354916e-90	1.0	0	0	0	0	0
mix_16	1.74719759381e-70	5.02170588593e-115	2.87871107637e-35	0	0	0	0	0
mix_17	9.05436895321e-67	3.02789452239e-102	1.33872806862e-26	0	0	0	0	0
mix_18	3.33455050366e-64	3.54522156666e-67	1.0	0	0	0	0	0
mix_19	2.99991020675e-79	5.68524746953e-114	7.57738255767e-29	0	0	0	0	0
mix_20	1.34565643015e-84	9.28778905281e-85	1.0	0	0	0	0	0
mix_21	4.07506616589e-60	4.53008587455e-70	0.690777689125	0	0	0	0	0
mix_22	1.0486713675e-96	7.30765789377e-90	1.0	0	0	0	0	0
mix_23	7.82189955377e-94	9.67663477344e-89	1.0	0	0	0	0	0
mix_24	2.63940676329e-77	1.14811078485e-82	1.0	0	0	0	0	0
