	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.6109	0	0	0	0.389
S10006	0	0.5363	0	0	0	0.4637
S1001	0	0.5142	0	0	0	0.4858
S10010	0	0.4427	0	0	0	0.5575
S10011	0	0.6512	0	0	0	0.3488
S10014	0	0.5492	0	0	0	0.4508
S10026	0	0.4803	0	0	0	0.5199
S10032	0	0.4831	0	0	0	0.517
S10036	0	0.517	0	0	0	0.4829
S10042	0	0.5306	0	0	0	0.4693
S10044	0	0.5267	0	0	0	0.4733
S10049	0	0.5755	0	0	0	0.4245
S10057	0	0.652	0	0	0	0.3479
S10062	0	0.5489	0	0	0	0.4512
S10066	0	0.4418	0	0	0	0.5582
S10067	0	0.6369	0	0	0	0.3632
S1007	0	0.5591	0	0	0	0.4409
S10073	0	0.6697	0	0	0	0.3302
S10077	0	0.556	0	0	0	0.4439
S10080	0	0.5715	0	0	0	0.4285
S10082	0	0.6191	0	0	0	0.3809
S10087	0	0.5908	0	0	0	0.4091
S10089	0	0.5413	0	0	0	0.4587
S1009	0	0.7552	0	0	0	0.2448
S10090	0	0.5809	0	0	0	0.4193
S10093	0	0.5231	0	0	0	0.477
S10094	0	0.4968	0	0	0	0.5031
S1010	0	0.6152	0	0	0	0.3847
S10111	0	0.6356	0	0	0	0.3644
S10116	0	0.814	0	0	0	0.1859
S10119	0	0.6074	0	0	0	0.3926
S10121	0	0.5531	0	0	0	0.4471
S10130	0	0.4884	0	0	0	0.5117
S10140	0	0.4565	0	0	0	0.5435
S10142	0	0.6227	0	0	0	0.3773
S10150	0	0.4743	0	0	0	0.5259
S10155	0	0.5899	0	0	0	0.4101
S1016	0	0.5448	0	0	0	0.4552
S10163	0	0.6536	0	0	0	0.3464
S10167	0	0.5891	0	0	0	0.4109
S10168	0	0.6514	0	0	0	0.3485
S10173	0	0.7614	0	0	0	0.2387
S10175	0	0.5328	0	0	0	0.4674
S10179	0	0.6206	0	0	0	0.3793
S10186	0	0.7311	0	0	0	0.2689
S1019	0	0.6049	0	0	0	0.3951
S10190	0	0.5994	0	0	0	0.4006
S10195	0	0.4824	0	0	0	0.5175
S10196	0	0.5284	0	0	0	0.4716
S10200	0	0.4978	0	0	0	0.5023
S10201	0	0.4285	0	0	0	0.5716
S10202	0	0.6126	0	0	0	0.3875
S10205	0	0.5577	0	0	0	0.4422
S10211	0	0.5187	0	0	0	0.4813
S10221	0	0.5408	0	0	0	0.4593
S10222	0	0.5178	0	0	0	0.4821
S10226	0	0.4989	0	0	0	0.501
S10227	0	0.5036	0	0	0	0.4964
S10228	0	0.5829	0	0	0	0.4171
S10232	0	0.7645	0	0	0	0.2356
S10248	0	0.5565	0	0	0	0.4435
S10249	0	0.4301	0	0	0	0.57
S1025	0	0.6006	0	0	0	0.3994
S10266	0	0.5468	0	0	0	0.4531
S10269	0	0.5502	0	0	0	0.4498
S10272	0	0.4763	0	0	0	0.5238
S10273	0	0.5539	0	0	0	0.4461
S10274	0	0.5139	0	0	0	0.486
S1028	0	0.4862	0	0	0	0.5138
S10280	0	0.5527	0	0	0	0.4473
S10283	0	0.662	0	0	0	0.3379
S1029	0	0.6192	0	0	0	0.3808
S10292	0	0.6695	0	0	0	0.3305
S10294	0	0.6236	0	0	0	0.3763
S10302	0	0.5499	0	0	0	0.4501
S10303	0	0.6223	0	0	0	0.3779
S10323	0	0.5576	0	0	0	0.4424
S10326	0	0.4831	0	0	0	0.5169
S10328	0	0.6354	0	0	0	0.3647
S10329	0	0.5963	0	0	0	0.4038
S10336	0	0.5534	0	0	0	0.4465
S10340	0	0.586	0	0	0	0.4139
S10347	0	0.6307	0	0	0	0.3693
S10353	0	0.5491	0	0	0	0.4509
S10356	0	0.6298	0	0	0	0.3701
S10358	0	0.49	0	0	0	0.5101
S10365	0	0.5134	0	0	0	0.4867
S1037	0	0.7495	0	0	0	0.2505
S10373	0	0.6026	0	0	0	0.3972
S10374	0	0.5246	0	0	0	0.4755
S10375	0	0.5518	0	0	0	0.4481
S10377	0	0.6328	0	0	0	0.3672
S10378	0	0.5908	0	0	0	0.4093
S10390	0	0.6593	0	0	0	0.3408
S10391	0	0.4929	0	0	0	0.5071
S10393	0	0.5227	0	0	0	0.4772
S10400	0	0.5196	0	0	0	0.4803
S10401	0	0.5981	0	0	0	0.4018
S10406	0	0.4397	0	0	0	0.5604
S10408	0	0.5685	0	0	0	0.4314
S10409	0	0.5737	0	0	0	0.4263
S10418	0	0.4773	0	0	0	0.5229
S10431	0	0.5659	0	0	0	0.4342
S10438	0	0.5699	0	0	0	0.4301
S10439	0	0.483	0	0	0	0.5169
S10441	0	0.4065	0	0	0	0.5935
S10442	0	0.5667	0	0	0	0.4332
S1046	0	0.4717	0	0	0	0.5283
S10478	0	0.3733	0	0	0	0.6267
S10480	0	0.6945	0	0	0	0.3054
S10484	0	0.5062	0	0	0	0.4937
S10492	0	0.6381	0	0	0	0.362
S10496	0	0.6162	0	0	0	0.3837
S10510	0	0.5349	0	0	0	0.4653
S10513	0	0.4437	0	0	0	0.5561
S10516	0	0.5232	0	0	0	0.4769
S10534	0	0.5285	0	0	0	0.4713
S10535	0	0.628	0	0	0	0.372
S10537	0	0.5267	0	0	0	0.4733
S1054	0	0.6345	0	0	0	0.3653
S10543	0	0.6054	0	0	0	0.3944
S10546	0	0.5358	0	0	0	0.4642
S1055	0	0.4649	0	0	0	0.5352
S10551	0	0.5681	0	0	0	0.4318
S10552	0	0.4923	0	0	0	0.5076
S10555	0	0.6441	0	0	0	0.3558
S10559	0	0.4729	0	0	0	0.5271
S1056	0	0.5919	0	0	0	0.4081
S10563	0	0.5592	0	0	0	0.4409
S10574	0	0.6139	0	0	0	0.3861
S10576	0	0.4497	0	0	0	0.5505
S10578	0	0.4632	0	0	0	0.5369
S10579	0	0.4885	0	0	0	0.5116
S10582	0	0.5001	0	0	0	0.4999
S1059	0	0.5769	0	0	0	0.4231
S10599	0	0.4386	0	0	0	0.5613
S10611	0	0.4742	0	0	0	0.5257
S10614	0	0.4593	0	0	0	0.5408
S10624	0	0.5322	0	0	0	0.4677
S10632	0	0.5314	0	0	0	0.4687
S10634	0	0.5868	0	0	0	0.413
S10638	0	0.5115	0	0	0	0.4885
S10644	0	0.6066	0	0	0	0.3935
S10649	0	0.423	0	0	0	0.577
S10652	0	0.4404	0	0	0	0.5597
S10654	0	0.5508	0	0	0	0.4493
S10655	0	0.5483	0	0	0	0.4516
S10656	0	0.615	0	0	0	0.3851
S10657	0	0.5617	0	0	0	0.4383
