	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0343	0.0131	0.0807	0.1028	0.0398	0.5195
mix_2	0.001	0.012	0.0437	0.1294	0.0097	0.5669
mix_3	0.3209	0.2196	0.1376	0.0113	0.0169	0.6726
mix_4	0.4027	0.0905	0.0982	0.045	0.0198	0.7724
mix_5	0.2934	0.0528	0.166	0.0375	0.0477	0.6749
mix_6	0.2236	0.0433	0.1018	0.069	0.0177	0.6984
mix_7	0.5235	0.0889	0.1172	0.0201	0.0315	0.8791
mix_8	0.458	0.0566	0.0	0.086	0.0	0.8508
mix_9	0.0719	0.0599	0.111	0.0783	0.0488	0.5307
mix_10	0.6194	0.0739	0.0514	0.033	0.0	0.8755
mix_11	0.0532	0.0418	0.0206	0.118	0.0122	0.5753
mix_12	0.0	0.0668	0.0901	0.1038	0.0064	0.4325
mix_13	0.64	0.0379	0.0954	0.0203	0.0382	0.9895
mix_14	0.6588	0.0399	0.0717	0.029	0.0	0.9239
mix_15	0.548	0.0053	0.168	0.0057	0.0863	0.956
mix_16	0.3475	0.1598	0.1074	0.0347	0.0104	0.719
mix_17	0.8206	0.1185	0.107	0.0	0.0	1.071
mix_18	0.0595	0.0065	0.0152	0.1365	0.001	0.628
mix_19	0.3843	0.0329	0.0912	0.0689	0.0114	0.7799
mix_20	0.1841	0.1575	0.2715	0.0	0.0435	0.6593
mix_21	0.4528	0.0852	0.135	0.0232	0.0	0.7957
mix_22	0.4525	0.0022	0.0911	0.0558	0.0379	0.8469
mix_23	0.5041	0.0841	0.021	0.0637	0.0004	0.8946
mix_24	0.0	0.0	0.0161	0.1405	0.021	0.5427
mix_25	0.0551	0.169	0.0786	0.0763	0.0	0.4744
mix_26	0.0457	0.1916	0.2448	0.0	0.1053	0.5764
mix_27	0.4831	0.0	0.0179	0.0962	0.0118	0.9609
mix_28	0.356	0.1824	0.2179	0.0	0.0358	0.7649
mix_29	0.2061	0.0605	0.1053	0.065	0.0349	0.6816
mix_30	0.3032	0.0651	0.1003	0.0636	0.0205	0.7092
mix_31	0.168	0.1362	0.0601	0.075	0.0063	0.6374
mix_32	0.296	0.1128	0.1251	0.047	0.0246	0.6729
mix_33	0.3225	0.0835	0.0365	0.0748	0.0182	0.749
mix_34	0.0014	0.0292	0.0585	0.1166	0.0284	0.5021
mix_35	0.159	0.0221	0.1118	0.0804	0.0199	0.5941
mix_36	0.5453	0.1856	0.0288	0.0239	0.0097	0.8483
mix_37	0.5188	0.1693	0.0447	0.0339	0.0	0.8515
mix_38	0.1816	0.2173	0.1863	0.0009	0.0686	0.6352
mix_39	0.5629	0.0308	0.172	0.0026	0.0601	0.9108
mix_40	0.3407	0.1366	0.005	0.0759	0.0045	0.7225
mix_41	0.0614	0.0116	0.0927	0.0982	0.0322	0.5594
mix_42	0.5987	0.1458	0.1581	0.0	0.017	0.9456
mix_43	0.0021	0.0881	0.1996	0.043	0.0734	0.4893
mix_44	0.1002	0.1986	0.1446	0.0369	0.0573	0.5205
mix_45	0.0	0.206	0.0848	0.0683	0.0	0.4317
mix_46	0.2836	0.0629	0.2173	0.0083	0.0432	0.6913
mix_47	0.3562	0.0862	0.0437	0.0736	0.0	0.7319
mix_48	0.4599	0.0	0.0152	0.1007	0.0083	0.9749
mix_49	0.3804	0.0	0.0588	0.073	0.0289	0.8463
mix_50	0.4752	0.2092	0.1013	0.0044	0.0	0.7883
mix_51	0.4376	0.0	0.0163	0.0898	0.0207	0.9121
mix_52	0.6635	0.1169	0.1313	0.0	0.0478	0.9657
mix_53	0.4382	0.0066	0.0328	0.0805	0.0262	0.8804
mix_54	0.5848	0.0749	0.1764	0.0	0.0	0.848
mix_55	0.4008	0.0166	0.0424	0.0797	0.0183	0.811
mix_56	0.2315	0.212	0.0829	0.0426	0.0	0.5803
mix_57	0.0	0.1261	0.09	0.0862	0.0355	0.4368
mix_58	0.2835	0.0821	0.156	0.0348	0.0503	0.692
mix_59	0.0031	0.0159	0.1223	0.0968	0.0312	0.4754
mix_60	0.5495	0.0593	0.0523	0.0495	0.0	0.8427
mix_61	0.4711	0.2951	0.122	0.0	0.0	0.8028
