	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0	0	0	0	0.416070302908	0.0	0
B	0.0	0	0	0	0.414901106571	0.0	0
C	0.0	0	0	0	0.494435098843	0.0	0
D	0.0	0	0	0	0.495924295439	0.0	0
E	0.0	0	0	0	0.468216443777	0.0	0
F	0.0	0	0	0	0.427005709473	0.0	0
G	0.0	0	0	0	0.375832107063	0.0	0
H	0.0	0	0	0	0.343635122671	0.0	0
I	0.0	0	0	0	0.344915069478	0.0	0
J	0.0	0	0	0	0.509680670208	0.0	0
K	0.0	0	0	0	0.499750690838	0.0	0
L	0.0	0	0	0	0.484122451506	0.0	0
