	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.1314	0	0	0	0.4339	0.0461	0
B	0.1606	0	0	0	0.473	0.0237	0
C	0.0	0	0	0	0.7201	0.1055	0
D	0.0	0	0	0	0.7622	0.077	0
E	0.01	0	0	0	0.2795	0.4353	0
F	0.1451	0	0	0	0.1609	0.3243	0
G	0.1597	0	0	0	0.3369	0.0	0
H	0.1439	0	0	0	0.3336	0.0	0
I	0.1519	0	0	0	0.3128	0.0	0
J	0.0	0	0	0	0.8606	0.0	0
K	0.0459	0	0	0	0.3258	0.4374	0
L	0.0	0	0	0	0.8508	0.0	0
