	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.395735858201	0	0	0	0.300673613789	1.68249728986	0
B	0.438312403212	0	0	0	0.237421526427	1.7844109525	0
C	0.0598841569259	0	0	0	1.0592269663	0.739932258952	0
D	0.0580785467217	0	0	0	1.06787703255	0.754341073639	0
E	0.0594929085497	0	0	0	0.250607477328	1.66493713768	0
F	0.100089625749	0	0	0	0.0908935299272	1.65000602582	0
G	0.620333371409	0	0	0	0.472634371481	0.824326570877	0
H	0.468114067779	0	0	0	0.463990811536	0.327946736619	0
I	0.524115412297	0	0	0	0.418965159118	0.359436684912	0
J	0.047536789199	0	0	0	1.11398401062	0.352855098984	0
K	0.0187499484175	0	0	0	0.166256495708	1.23000092825	0
L	0.0	0	0	0	1.15155687573	0.595595780946	0
