	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.286189844042	0	0	0	1.07768325272	0.478633615326	0
B	0.249775269909	0	0	0	1.13965998188	0.488838034454	0
C	0.0174758968722	0	0	0	1.53398833392	0.259921440338	0
D	0.00667799842222	0	0	0	1.45310274005	0.260121934403	0
E	0.14733588521	0	0	0	0.550687508305	1.14630726872	0
F	0.271887503755	0	0	0	0.793039104639	0.480794951404	0
G	0.261907833288	0	0	0	1.45041673466	0.0	0
H	0.299213844702	0	0	0	0.853568829385	0.104373058702	0
I	0.284165681571	0	0	0	0.852038709416	0.11234514909	0
J	0.0256900841536	0	0	0	1.416254253	0.0172498088894	0
K	0.0657755063708	0	0	0	0.399478651099	0.937260206231	0
L	0.0162630176825	0	0	0	1.65577797292	0.0170528454792	0
