	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.020739076328	0.163066617207	0.220213997761	0	0.501155506333	0.0948248023708	0
B	0.0206207004629	0.183028833946	0.235169564377	0	0.454413334437	0.106767566777	0
C	0.00730021875192	0.0477018301057	0.200039034045	0	0.744958917098	0.0	0
D	0.00626844534005	0.0434859016528	0.189372713544	0	0.760872939464	0.0	0
E	0.00417226691596	0.0783690762524	0.238154926535	0	0.60680003582	0.0725036944766	0
F	0.0	0.123931557737	0.378646725687	0	0.303417267155	0.19400444942	0
G	0.0288450456024	0.254586212477	0.183624775811	0	0.409838957151	0.123105008959	0
H	0.0257175712168	0.32859944058	0.174168361933	0	0.281597257705	0.189917368564	0
I	0.0147869227961	0.382399416482	0.171498766327	0	0.265003502835	0.166311391561	0
J	0.0127123086812	0.00523740508795	0.17232515302	0	0.809725133211	0.0	0
K	0.00617946125383	0.00890352972943	0.257134531663	0	0.716508098297	0.0112743790568	0
L	0.0	0.0514006114771	0.159256675439	0	0.789342713084	0.0	0
