	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0.476176064371	0.406161478916	0.117662456713	0	0	0
S10006	0.460766500543	0.415937610378	0.123295889078	0	0	0
S1001	0.360452095195	0.38286962189	0.256678282915	0	0	0
S10010	0.521108905267	0.303476185446	0.175414909287	0	0	0
S10011	0.394794981485	0.407612102088	0.197592916427	0	0	0
S10014	0.422051815909	0.378963676772	0.198984507319	0	0	0
S10026	0.392405752522	0.402762933965	0.204831313513	0	0	0
S10032	0.364004575054	0.377349056654	0.258646368292	0	0	0
S10036	0.430520750797	0.347007563541	0.222471685662	0	0	0
S10042	0.405318386517	0.38056724407	0.214114369413	0	0	0
S10044	0.41393650514	0.419521587301	0.16654190756	0	0	0
S10049	0.406696994616	0.446252408747	0.147050596637	0	0	0
S10057	0.377190793901	0.428759570663	0.194049635436	0	0	0
S10062	0.396970207985	0.379719396176	0.22331039584	0	0	0
S10066	0.557883081585	0.29929901814	0.142817900274	0	0	0
S10067	0.35644473938	0.508553288745	0.135001971875	0	0	0
S1007	0.425066778954	0.385807660268	0.189125560778	0	0	0
S10073	0.378685609015	0.455759901738	0.165554489247	0	0	0
S10077	0.405260701453	0.36247905405	0.232260244497	0	0	0
S10080	0.401817338719	0.336788471067	0.261394190214	0	0	0
S10082	0.370882302088	0.447557545528	0.181560152384	0	0	0
S10087	0.360271293533	0.48350427454	0.156224431928	0	0	0
S10089	0.537167351145	0.385085141383	0.0777475074722	0	0	0
S1009	0.301354848505	0.509575087514	0.189070063981	0	0	0
S10090	0.518732911161	0.451400134264	0.0298669545751	0	0	0
S10093	0.387411527501	0.27820775164	0.334380720859	0	0	0
S10094	0.447736657884	0.369074405364	0.183188936752	0	0	0
S1010	0.383937125639	0.399156249096	0.216906625265	0	0	0
S10111	0.363536743697	0.503586770777	0.132876485526	0	0	0
S10116	0.242878913326	0.519443701549	0.237677385124	0	0	0
S10119	0.359617611886	0.465378343023	0.175004045091	0	0	0
S10121	0.433153587619	0.45330870962	0.113537702761	0	0	0
S10130	0.491301765199	0.331115063482	0.177583171319	0	0	0
S10140	0.524480526468	0.350898350748	0.124621122785	0	0	0
S10142	0.331717995071	0.507936205674	0.160345799255	0	0	0
S10150	0.579346607969	0.223570531945	0.197082860086	0	0	0
S10155	0.354323550229	0.462825734772	0.182850714999	0	0	0
S1016	0.494102598405	0.364350135784	0.141547265812	0	0	0
S10163	0.397205970429	0.397902285954	0.204891743617	0	0	0
S10167	0.366558977781	0.389043521294	0.244397500924	0	0	0
S10168	0.363073729815	0.524195062479	0.112731207706	0	0	0
S10173	0.299603961649	0.540527585059	0.159868453292	0	0	0
S10175	0.45974136475	0.400803887924	0.139454747326	0	0	0
S10179	0.287747919636	0.513305396233	0.198946684131	0	0	0
S10186	0.211280030549	0.581339406584	0.207380562867	0	0	0
S1019	0.386929652629	0.459497788813	0.153572558558	0	0	0
S10190	0.290659381395	0.498333037219	0.211007581386	0	0	0
S10195	0.496604273026	0.335966531778	0.167429195196	0	0	0
S10196	0.420386674247	0.407386361116	0.172226964637	0	0	0
S10200	0.48441237941	0.328301572416	0.187286048174	0	0	0
S10201	0.68039037112	0.242002549449	0.0776070794315	0	0	0
S10202	0.421379675845	0.404492896984	0.174127427171	0	0	0
S10205	0.406767201935	0.446203411587	0.147029386477	0	0	0
S10211	0.389242435931	0.381149169971	0.229608394099	0	0	0
S10221	0.400824159747	0.400978826982	0.198197013272	0	0	0
S10222	0.51484125817	0.342984910105	0.142173831725	0	0	0
S10226	0.462844660947	0.374083596199	0.163071742854	0	0	0
S10227	0.463802316926	0.361949239308	0.174248443766	0	0	0
S10228	0.45816911544	0.399697022436	0.142133862124	0	0	0
S10232	0.230277044123	0.570683667222	0.199039288655	0	0	0
S10248	0.384956075473	0.47792762647	0.137116298057	0	0	0
S10249	0.465818889234	0.257544684587	0.276636426179	0	0	0
S1025	0.364970532899	0.460282839832	0.174746627268	0	0	0
S10266	0.470282984295	0.359198612554	0.17051840315	0	0	0
S10269	0.513916503376	0.396848136351	0.0892353602722	0	0	0
S10272	0.551153535028	0.306580586291	0.142265878681	0	0	0
S10273	0.465162557342	0.42428354005	0.110553902609	0	0	0
S10274	0.423992027328	0.355437804719	0.220570167953	0	0	0
S1028	0.405481784745	0.405253559312	0.189264655944	0	0	0
S10280	0.411264191577	0.473504058326	0.115231750097	0	0	0
S10283	0.283329484637	0.517163690352	0.199506825011	0	0	0
S1029	0.400958046936	0.465481289432	0.133560663632	0	0	0
S10292	0.376440469581	0.505303022013	0.118256508407	0	0	0
S10294	0.36354754937	0.483825711376	0.152626739254	0	0	0
S10302	0.38548255883	0.414680559816	0.199836881353	0	0	0
S10303	0.39945803133	0.461715325665	0.138826643005	0	0	0
S10323	0.441274705306	0.375437380145	0.183287914549	0	0	0
S10326	0.432664023255	0.376043112894	0.19129286385	0	0	0
S10328	0.427076133561	0.466658268075	0.106265598363	0	0	0
S10329	0.382032602089	0.45421544138	0.16375195653	0	0	0
S10336	0.463640785647	0.393161979984	0.143197234369	0	0	0
S10340	0.461463156314	0.44893275426	0.0896040894266	0	0	0
S10347	0.410871057497	0.398010895864	0.191118046638	0	0	0
S10353	0.424035808826	0.402534337209	0.173429853964	0	0	0
