	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0774849439994	0.250914509514	0.230204866458	0.109746477579	0.172231412536	0.0507212280378	0.0931991738063
B	0.087032011371	0.246431998175	0.227335679033	0.122287186082	0.182829594019	0.0489103499851	0.0735662560957
C	0.0224628414859	0.120599960144	0.249682173504	0.0333224958032	0.413323822802	0.0278724525527	0.060666224151
D	0.0356377454668	0.125116103394	0.256393516584	0.0298865436194	0.402999643021	0.0268154794226	0.0625339320774
E	0.0205492984534	0.169736879809	0.301226416734	0.0548688888272	0.229237901849	0.119847667426	0.102529455436
F	0.0516022824511	0.1762066141	0.422334945119	0.102197188016	0.0595805306384	0.0241538427265	0.163924596949
G	0.0856687824682	0.209074042736	0.132815700951	0.320531920595	0.13151638224	0.00167068429787	0.0824790765882
H	0.070593435278	0.373213802135	0.126508934937	0.088398151437	0.108102123758	0.0	0.16216568295
I	0.06925582426	0.378067964988	0.120533839404	0.0959416992075	0.120187593016	0.0	0.159409074617
J	0.0398385676754	0.00106046400088	0.185184304678	0.0	0.506572879781	0.0	0.151871301775
K	0.0416887217664	0.0	0.326979560306	0.0	0.258159446427	0.144846715564	0.167136307504
L	0.0	0.0665649930973	0.140316080841	0.0314041982959	0.472320377537	0.0	0.21835842913
