	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.117421538898	0.180732482859	0.140059697962	0	0.531310382137	0.0304758981444	0
B	0.119509768493	0.177491713938	0.139324914076	0	0.533213708393	0.0304598951008	0
C	0.0707378484596	0.086555720948	0.133142071142	0	0.673638145996	0.0359262134545	0
D	0.0716177871282	0.0869060770123	0.133196586954	0	0.671899272283	0.0363802766221	0
E	0.0795847194031	0.112329599527	0.151378935049	0	0.618544792125	0.038161953896	0
F	0.0914382218741	0.152221229866	0.205108733461	0	0.519485319023	0.031746495775	0
G	0.122822812186	0.240859366725	0.133334630468	0	0.475789955688	0.0271932349329	0
H	0.113537355362	0.273468761121	0.129043512919	0	0.457194646921	0.0267557236767	0
I	0.112542556813	0.278312666237	0.128486732505	0	0.454267085882	0.0263909585626	0
J	0.0661362826264	0.0649858531637	0.12800184469	0	0.70473221907	0.0361438004501	0
K	0.069779797535	0.06537799564	0.153642596751	0	0.669175338273	0.0420242718013	0
L	0.0616254527503	0.0870928557338	0.134068777183	0	0.681063493136	0.0361494211974	0
