	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	27.4663966667	0	0	0	23.0707040793
S10006	0	27.403185	0	0	0	22.9237782197
S1001	0	27.7412666667	0	0	0	23.0157090181
S10010	0	27.0989566667	0	0	0	23.3060032488
S10011	0	27.7574133333	0	0	0	23.2080622523
S10014	0	27.3387533333	0	0	0	22.9026912442
S10026	0	27.8787583333	0	0	0	23.0505912879
S10032	0	27.6162583333	0	0	0	23.589500641
S10036	0	27.4396866667	0	0	0	22.8204069347
S10042	0	28.031735	0	0	0	23.5064119464
S10044	0	28.5415616667	0	0	0	23.4251869464
S10049	0	28.7976866667	0	0	0	22.7169571241
S10057	0	27.4552733333	0	0	0	23.0700590035
S10062	0	28.3587866667	0	0	0	23.270875539
S10066	0	27.284445	0	0	0	23.7692520396
S10067	0	28.7487566667	0	0	0	22.6769811043
S1007	0	27.4384066667	0	0	0	22.9121570513
S10073	0	29.049905	0	0	0	22.7784763695
S10077	0	27.4948083333	0	0	0	23.1496558421
S10080	0	28.1251983333	0	0	0	23.5411023019
S10082	0	28.8896016667	0	0	0	23.2653804633
S10087	0	28.8399716667	0	0	0	23.1451930798
S10089	0	27.3316216667	0	0	0	22.8158866696
S1009	0	29.4105966667	0	0	0	23.2424368444
S10090	0	27.1932816667	0	0	0	22.6496849942
S10093	0	26.5072016667	0	0	0	23.1400830565
S10094	0	27.6576283333	0	0	0	23.2920924971
S1010	0	28.4666233333	0	0	0	23.5362291521
S10111	0	29.0338	0	0	0	23.0667558275
S10116	0	28.5640433333	0	0	0	23.0879381847
S10119	0	28.3433366667	0	0	0	23.2421284528
S10121	0	27.8553116667	0	0	0	22.8267539627
S10130	0	26.8739466667	0	0	0	23.2728821533
S10140	0	27.6549416667	0	0	0	23.4441652972
S10142	0	27.9626166667	0	0	0	22.8630631702
S10150	0	25.726275	0	0	0	23.1177410548
S10155	0	28.60315	0	0	0	23.1520698864
S1016	0	27.3543983333	0	0	0	22.6254166667
S10163	0	28.35156	0	0	0	23.4795837267
S10167	0	27.7798683333	0	0	0	23.4249561043
S10168	0	28.3718	0	0	0	22.9706729749
S10173	0	29.0908066667	0	0	0	22.9475814248
S10175	0	27.418825	0	0	0	23.0510548805
S10179	0	29.2855033333	0	0	0	23.3714955711
S10186	0	28.87068	0	0	0	23.2934884178
S1019	0	28.2818233333	0	0	0	22.902303817
S10190	0	29.3869783333	0	0	0	23.5096582168
S10195	0	27.270105	0	0	0	23.0079322698
S10196	0	28.0479833333	0	0	0	23.2861104604
S10200	0	27.0873616667	0	0	0	23.1788668269
S10201	0	25.5740466667	0	0	0	23.0766111014
S10202	0	27.9890816667	0	0	0	23.2177791521
S10205	0	28.721805	0	0	0	22.9684505828
S10211	0	27.454505	0	0	0	22.5686063957
S10221	0	28.6593966667	0	0	0	23.5636937063
S10222	0	26.8361783333	0	0	0	22.844886655
S10226	0	28.0061716667	0	0	0	22.7163774476
S10227	0	27.4480466667	0	0	0	23.1794723485
S10228	0	27.71547	0	0	0	23.1463850379
S10232	0	28.42079	0	0	0	23.1323109266
S10248	0	28.3797116667	0	0	0	22.6496594843
S10249	0	26.9859683333	0	0	0	23.9573432401
S1025	0	28.5507533333	0	0	0	23.0368003351
S10266	0	27.4786916667	0	0	0	23.0600409382
S10269	0	27.8901366667	0	0	0	22.8899579983
S10272	0	26.71931	0	0	0	22.5429744172
S10273	0	27.7972416667	0	0	0	22.7090026952
S10274	0	27.60523	0	0	0	23.4355250874
S1028	0	28.1511283333	0	0	0	23.0009637675
S10280	0	29.366005	0	0	0	23.8468973048
S10283	0	29.0211066667	0	0	0	22.8633439394
S1029	0	28.0746983333	0	0	0	23.1539570658
S10292	0	28.2223116667	0	0	0	23.0591589744
S10294	0	28.0753383333	0	0	0	23.0716790938
S10302	0	27.9859133333	0	0	0	23.2280614219
S10303	0	27.72735	0	0	0	23.1099843386
S10323	0	27.7129483333	0	0	0	23.0742483829
S10326	0	27.4308516667	0	0	0	22.9817289044
S10328	0	28.313115	0	0	0	22.7944461975
S10329	0	28.5298716667	0	0	0	23.1154416812
S10336	0	27.1427533333	0	0	0	23.0217713287
S10340	0	28.460235	0	0	0	22.7653333916
S10347	0	27.0977483333	0	0	0	22.8840979604
S10353	0	28.0942233333	0	0	0	23.048599694
S10356	0	27.9126183333	0	0	0	23.1015051282
S10358	0	27.6161983333	0	0	0	23.2219872086
S10365	0	27.375635	0	0	0	23.1036966783
S1037	0	29.188275	0	0	0	22.7619056235
S10373	0	28.48235	0	0	0	23.5044391026
S10374	0	27.124215	0	0	0	22.8700868444
S10375	0	27.8468916667	0	0	0	23.128977127
S10377	0	27.4464833333	0	0	0	22.8784153263
S10378	0	28.7342983333	0	0	0	23.0331243298
S10390	0	26.6788733333	0	0	0	22.9782964598
S10391	0	26.8106933333	0	0	0	22.9809191142
S10393	0	28.2959	0	0	0	22.8561364219
S10400	0	27.42001	0	0	0	23.5396207313
S10401	0	27.6175116667	0	0	0	23.3459255245
S10406	0	26.596135	0	0	0	23.064306993
S10408	0	28.144025	0	0	0	23.3214092075
S10409	0	28.840085	0	0	0	23.1916743735
S10418	0	25.5773583333	0	0	0	22.8277754079
S10431	0	27.5772783333	0	0	0	23.1027246795
S10438	0	27.8333566667	0	0	0	23.3690232663
S10439	0	28.0833933333	0	0	0	23.6764737908
S10441	0	27.4751133333	0	0	0	23.8762631556
S10442	0	28.0058783333	0	0	0	23.4660510781
S1046	0	27.4474016667	0	0	0	23.2533770542
S10478	0	26.2726766667	0	0	0	23.3697656469
S10480	0	27.95078	0	0	0	22.75274544
S10484	0	27.4215416667	0	0	0	23.4246447698
S10492	0	29.3066266667	0	0	0	23.3944774621
S10496	0	28.9994316667	0	0	0	23.1848321824
S10510	0	27.6133333333	0	0	0	23.1538783945
S10513	0	27.1578416667	0	0	0	23.1225599359
S10516	0	27.3398266667	0	0	0	23.2150452943
S10534	0	28.3181483333	0	0	0	22.9269306381
S10535	0	28.3834066667	0	0	0	23.256222771
S10537	0	27.8528733333	0	0	0	23.3576227127
S1054	0	27.6998783333	0	0	0	23.0914461539
S10543	0	27.93962	0	0	0	22.8940281177
S10546	0	27.1086916667	0	0	0	22.7933358974
S1055	0	26.40085	0	0	0	23.1408558275
S10551	0	27.2631866667	0	0	0	22.8926752768
S10552	0	26.1819033333	0	0	0	23.2495175408
S10555	0	29.1770133333	0	0	0	23.1205636655
S10559	0	27.3351183333	0	0	0	23.222634965
S1056	0	28.84908	0	0	0	23.1236237034
S10563	0	28.46642	0	0	0	23.4967809878
S10574	0	28.6297683333	0	0	0	23.0305221154
S10576	0	26.693655	0	0	0	23.0395313374
S10578	0	26.873525	0	0	0	22.9653676719
S10579	0	27.49082	0	0	0	22.7974074738
S10582	0	27.772655	0	0	0	23.0196815996
S1059	0	28.283925	0	0	0	23.1783808712
S10599	0	27.6039	0	0	0	23.436649257
S10611	0	27.8444633333	0	0	0	23.1009965326
S10614	0	27.13929	0	0	0	23.2125119027
S10624	0	27.93577	0	0	0	23.15243919
S10632	0	26.84563	0	0	0	22.6893012675
S10634	0	28.2770383333	0	0	0	22.6551532343
S10638	0	28.257345	0	0	0	23.5216012092
S10644	0	28.8197216667	0	0	0	23.0580010781
S10649	0	27.21133	0	0	0	22.9627786713
S10652	0	26.6958716667	0	0	0	23.114733479
S10654	0	27.9537383333	0	0	0	23.1393623252
S10655	0	27.7830666667	0	0	0	22.9270839307
S10656	0	28.9188933333	0	0	0	23.0357536131
S10657	0	27.3215666667	0	0	0	23.2234380245
S10658	0	28.8647316667	0	0	0	22.9298211247
S10660	0	28.08311	0	0	0	23.2374789919
S10661	0	29.0515183333	0	0	0	22.8880114073
S10676	0	26.953895	0	0	0	23.464286961
