	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	2.04618040404e-14	0	0	0	0.999999999987	1.3248001754e-11	0
B	2.04590547851e-14	0	0	0	0.999999999987	1.33574831158e-11	0
C	1.30447574428e-14	0	0	0	0.999999999989	1.12496453401e-11	0
D	1.2919746746e-14	0	0	0	0.999999999989	1.1237066869e-11	0
E	1.47740735706e-14	0	0	0	0.999999999987	1.34566667779e-11	0
F	1.76321968837e-14	0	0	0	0.999999999983	1.65318736571e-11	0
G	2.30548023361e-14	0	0	0	0.999999999987	1.31120422205e-11	0
H	2.15140695105e-14	0	0	0	0.999999999987	1.32239875016e-11	0
I	2.18644751561e-14	0	0	0	0.999999999987	1.334889913e-11	0
J	1.19850127799e-14	0	0	0	0.99999999999	1.03466341104e-11	0
K	1.33398285726e-14	0	0	0	0.999999999987	1.3115910638e-11	0
L	1.08712827774e-14	0	0	0	0.999999999989	1.06403157184e-11	0
