	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0.33139683368	0.494872656354	0.173730509966	0	0	0
S10006	0.339882668435	0.610430677732	0.0496866538328	0	0	0
S1001	0.259191205753	0.581226653635	0.159582140613	0	0	0
S10010	0.539220369329	0.309577239555	0.151202391116	0	0	0
S10011	0.334781730033	0.52562926406	0.139589005907	0	0	0
S10014	0.351532686414	0.500115043302	0.148352270285	0	0	0
S10026	0.294955146389	0.53405056156	0.170994292051	0	0	0
S10032	0.269979519015	0.474465306955	0.25555517403	0	0	0
S10036	0.320544840961	0.674127140101	0.00532801893878	0	0	0
S10042	0.265297023641	0.569022406263	0.165680570096	0	0	0
S10044	0.320935397142	0.563645219784	0.115419383074	0	0	0
S10049	0.235482168801	0.541061446077	0.223456385122	0	0	0
S10057	0.192747887537	0.638036253848	0.169215858615	0	0	0
S10062	0.245751835508	0.517322390586	0.236925773906	0	0	0
S10066	0.401617572276	0.381340875783	0.217041551941	0	0	0
S10067	0.151837132877	0.666626030741	0.181536836381	0	0	0
S1007	0.255918106305	0.637267193746	0.106814699949	0	0	0
S10073	0.301853906785	0.520319432531	0.177826660684	0	0	0
S10077	0.276089369001	0.455853027329	0.268057603669	0	0	0
S10080	0.34953735372	0.479954493327	0.170508152953	0	0	0
S10082	0.260006786136	0.609896364447	0.130096849417	0	0	0
S10087	0.212817352257	0.495225816457	0.291956831285	0	0	0
S10089	0.371503532958	0.464536281374	0.163960185668	0	0	0
S1009	0.17561597032	0.674390696312	0.149993333369	0	0	0
S10090	0.345937441195	0.516918408862	0.137144149943	0	0	0
S10093	0.359919530187	0.568306437653	0.0717740321601	0	0	0
S10094	0.315600846312	0.486206147694	0.198193005994	0	0	0
S1010	0.204371143508	0.598250289189	0.197378567303	0	0	0
S10111	0.248173123229	0.634633801876	0.117193074895	0	0	0
S10116	0.152450603779	0.708555705726	0.138993690495	0	0	0
S10119	0.254328231274	0.62156811861	0.124103650116	0	0	0
S10121	0.264276628743	0.531347968363	0.204375402894	0	0	0
S10130	0.405865267627	0.463556520846	0.130578211527	0	0	0
S10140	0.510118182422	0.356104766494	0.133777051085	0	0	0
S10142	0.187180940551	0.650485955731	0.162333103718	0	0	0
S10150	0.616873853685	0.303736808917	0.0793893373977	0	0	0
S10155	0.268482221765	0.579558214317	0.151959563917	0	0	0
S1016	0.36528722918	0.525583858043	0.109128912777	0	0	0
S10163	0.290916606569	0.560263889119	0.148819504312	0	0	0
S10167	0.302687544614	0.650133793495	0.047178661891	0	0	0
S10168	0.210259228399	0.615796784638	0.173943986963	0	0	0
S10173	0.262649707476	0.630113870099	0.107236422425	0	0	0
S10175	0.310146047491	0.574535773299	0.11531817921	0	0	0
S10179	0.176089308641	0.685979790206	0.137930901153	0	0	0
S10186	0.0903573225162	0.681654095211	0.227988582272	0	0	0
S1019	0.20332833109	0.553380901266	0.243290767644	0	0	0
S10190	0.25093532423	0.60684094081	0.14222373496	0	0	0
S10195	0.368488163736	0.487601845373	0.143909990892	0	0	0
S10196	0.370787319761	0.506908648782	0.122304031458	0	0	0
S10200	0.345231174095	0.479292344833	0.175476481073	0	0	0
S10201	0.569091641163	0.278906102849	0.152002255989	0	0	0
S10202	0.290496450926	0.506590584735	0.202912964339	0	0	0
S10205	0.238823043887	0.628976970579	0.132199985533	0	0	0
S10211	0.230306511444	0.730861422094	0.0388320664626	0	0	0
S10221	0.292358546698	0.643795392764	0.0638460605384	0	0	0
S10222	0.254912525125	0.621082049958	0.124005424917	0	0	0
S10226	0.290461943134	0.505653432621	0.203884624244	0	0	0
S10227	0.354869990836	0.516097138925	0.129032870239	0	0	0
S10228	0.247279433991	0.644846580674	0.107873985336	0	0	0
S10232	0.189808177922	0.757320420451	0.0528714016273	0	0	0
S10248	0.316183582543	0.549395484906	0.134420932551	0	0	0
S10249	0.363993728444	0.279228609726	0.35677766183	0	0	0
S1025	0.183187647248	0.539811616794	0.277000735958	0	0	0
S10266	0.411990213159	0.417470795972	0.170538990869	0	0	0
S10269	0.334619593129	0.491189622818	0.174190784053	0	0	0
S10272	0.346396262974	0.540323079955	0.11328065707	0	0	0
S10273	0.374439103628	0.425495548235	0.200065348137	0	0	0
S10274	0.302399870229	0.591236431838	0.106363697933	0	0	0
S1028	0.282366930981	0.527810103731	0.189822965288	0	0	0
S10280	0.314140552989	0.434854417339	0.251005029672	0	0	0
S10283	0.173435337276	0.537088424878	0.289476237846	0	0	0
S1029	0.344213521295	0.543503931719	0.112282546986	0	0	0
S10292	0.19621296802	0.660407190611	0.143379841369	0	0	0
S10294	0.297109909524	0.587786700681	0.115103389795	0	0	0
S10302	0.256298897888	0.53431892989	0.209382172221	0	0	0
S10303	0.270480634542	0.526687708434	0.202831657025	0	0	0
S10323	0.315860419084	0.545927511354	0.138212069563	0	0	0
S10326	0.281975185872	0.487923273931	0.230101540197	0	0	0
S10328	0.302375949149	0.53512778433	0.162496266521	0	0	0
