	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	14.5080421029	9.65802801885	8.29542664595	9.79669573928	20.3689175189	8.65736429326	0
B	14.4690139817	9.57355576	8.17955749894	9.79438823781	20.3923336317	8.68468900245	0
C	14.2503472466	8.82000378646	8.16934278933	9.24745173895	20.6545411472	8.84651749937	0
D	14.3069545198	8.79957761096	8.08408468594	9.29440951052	20.6068234749	8.88514	0
E	14.4723536525	9.04741259236	8.29355495477	9.43456669541	20.5419475899	8.911298819	0
F	14.1630011227	9.26506635219	8.58694831558	9.73491417956	20.1822555456	8.7287974776	0
G	14.3234251501	9.81856628625	8.29654196678	10.3134392776	20.0676388723	8.45264222081	0
H	14.2643214684	10.1549073586	7.95626377335	9.99156741145	19.958575823	8.4292633494	0
I	14.0931222077	10.1241327018	8.01021654197	9.99384316468	20.0071972749	8.370543871	0
J	14.4495579677	8.44685382619	7.98918331051	8.93563110068	20.6467672863	8.83620333629	0
K	14.5006034356	8.33816984656	8.21340645448	9.04789436089	20.467694437	8.89389785865	0
L	14.3062612457	8.78535602714	8.02634066679	9.29919043114	20.64769297	8.82147164849	0
