	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.034	0.0954	0.1769	0.5214	0.1348	0
mix_2	0.0082	0.0666	0.1748	0.6416	0.0609	0
mix_3	0.1859	0.3906	0.1947	0.139	0.0775	0
mix_4	0.2271	0.2108	0.1777	0.2754	0.0868	0
mix_5	0.1564	0.2152	0.2224	0.2482	0.1451	0
mix_6	0.133	0.1716	0.1963	0.3875	0.0829	0
mix_7	0.3018	0.2256	0.17	0.1749	0.1151	0
mix_8	0.2518	0.1335	0.1293	0.4372	0.0073	0
mix_9	0.049	0.1769	0.1933	0.4088	0.1442	0
mix_10	0.3666	0.2131	0.1625	0.2332	0.0013	0
mix_11	0.035	0.0989	0.1478	0.6156	0.0625	0
mix_12	0.0041	0.1756	0.1998	0.5307	0.0497	0
mix_13	0.3855	0.1537	0.1423	0.1672	0.1369	0
mix_14	0.396	0.1869	0.163	0.2102	0.0236	0
mix_15	0.3135	0.1506	0.2024	0.0987	0.2322	0
mix_16	0.1993	0.2969	0.1879	0.2369	0.0594	0
mix_17	0.5309	0.2698	0.1521	0.0092	0.0339	0
mix_18	0.0412	0.0506	0.1534	0.672	0.0315	0
mix_19	0.2165	0.1466	0.1794	0.3644	0.0638	0
mix_20	0.1218	0.429	0.3057	0.0285	0.115	0
mix_21	0.2673	0.2575	0.2116	0.2071	0.0415	0
mix_22	0.2521	0.106	0.1646	0.3136	0.1424	0
mix_23	0.2828	0.1768	0.1385	0.345	0.0262	0
mix_24	0.0	0.0099	0.1532	0.6914	0.0955	0
mix_25	0.0499	0.2902	0.2042	0.4185	0.0033	0
mix_26	0.054	0.3858	0.2571	0.0353	0.2679	0
mix_27	0.2653	0.0	0.1027	0.4659	0.128	0
mix_28	0.2084	0.3992	0.2428	0.0282	0.1214	0
mix_29	0.1153	0.1883	0.1865	0.3686	0.1138	0
mix_30	0.1658	0.188	0.1846	0.3513	0.0833	0
mix_31	0.1093	0.2426	0.1666	0.3986	0.049	0
mix_32	0.167	0.2507	0.1969	0.2732	0.0908	0
mix_33	0.1768	0.1644	0.1479	0.4011	0.0759	0
mix_34	0.0094	0.1078	0.1682	0.5773	0.0951	0
mix_35	0.0993	0.15	0.2051	0.4272	0.0879	0
mix_36	0.3144	0.277	0.1415	0.1849	0.0621	0
mix_37	0.2922	0.2754	0.1472	0.2294	0.0326	0
