	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.0	0.0	0.0726	0.4108	0.4775	0.0392
Mix_2	0.209	0.0	0.0	0.1944	0.3683	0.2284
Mix_3	0.0	0.0	0.0703	0.1542	0.7409	0.0347
Mix_4	0.0342	0.0	0.0484	0.0865	0.6962	0.1347
Mix_5	0.3962	0.0	0.2114	0.0002	0.3566	0.0356
Mix_6	0.1225	0.0	0.0986	0.4564	0.3145	0.0079
Mix_7	0.1182	0.0	0.0	0.0026	0.6278	0.2514
Mix_8	0.1912	0.0	0.0	0.254	0.026	0.5288
Mix_9	0.1647	0.0	0.0	0.1682	0.5898	0.0773
Mix_10	0.2444	0.0	0.0	0.2885	0.4427	0.0244
Mix_11	0.1347	0.0	0.0	0.0946	0.3672	0.4036
Mix_12	0.0	0.0	0.0077	0.3055	0.6395	0.0473
Mix_13	0.3093	0.0	0.0	0.1087	0.5538	0.0283
Mix_14	0.0	0.0	0.0333	0.0	0.8565	0.1102
Mix_15	0.0366	0.0	0.0	0.1104	0.3928	0.4602
Mix_16	0.1598	0.0	0.0	0.1888	0.3211	0.3303
Mix_17	0.0745	0.0	0.0	0.088	0.4923	0.3452
Mix_18	0.0328	0.0	0.0	0.138	0.0991	0.7301
Mix_19	0.0	0.0	0.0616	0.3465	0.5762	0.0157
Mix_20	0.1922	0.0	0.0	0.2782	0.4123	0.1172
Mix_21	0.1774	0.0	0.0	0.3482	0.363	0.1114
Mix_22	0.0	0.0	0.0	0.4006	0.5641	0.0353
Mix_23	0.3107	0.0	0.0	0.1578	0.2638	0.2677
Mix_24	0.0	0.0	0.0	0.1595	0.2034	0.6371
Mix_25	0.3148	0.0	0.0	0.0	0.5474	0.1378
Mix_26	0.1729	0.0	0.0	0.0594	0.3518	0.4159
Mix_27	0.244	0.0	0.0	0.2833	0.2244	0.2483
Mix_28	0.1077	0.0	0.0	0.3162	0.4761	0.1001
Mix_29	0.2326	0.0	0.0	0.0552	0.3204	0.3918
Mix_30	0.1098	0.0	0.1034	0.0	0.745	0.0418
Mix_31	0.1806	0.0	0.0	0.1725	0.3874	0.2596
Mix_32	0.0255	0.0	0.0	0.2087	0.1015	0.6643
Mix_33	0.0	0.0	0.0	0.2135	0.4312	0.3552
Mix_34	0.1628	0.0	0.0328	0.4081	0.3844	0.0118
Mix_35	0.1122	0.0	0.0476	0.0995	0.5456	0.195
Mix_36	0.1678	0.0	0.0	0.1444	0.5852	0.1026
Mix_37	0.0	0.0	0.1137	0.1725	0.6764	0.0373
Mix_38	0.0	0.0	0.0	0.2795	0.6068	0.1137
Mix_39	0.278	0.0	0.0	0.3898	0.0749	0.2573
Mix_40	0.1445	0.0	0.1482	0.0961	0.5879	0.0232
Mix_41	0.0694	0.0	0.1813	0.1948	0.5122	0.0423
Mix_42	0.1859	0.0	0.0	0.0622	0.2559	0.4959
Mix_43	0.2093	0.0	0.0509	0.2807	0.437	0.0221
Mix_44	0.0	0.0	0.0953	0.2931	0.571	0.0405
Mix_45	0.0095	0.0	0.0	0.2418	0.6922	0.0565
Mix_46	0.2113	0.0	0.0	0.1773	0.2037	0.4077
Mix_47	0.1046	0.0	0.0084	0.3623	0.492	0.0327
Mix_48	0.1699	0.0	0.0	0.1391	0.478	0.213
Mix_49	0.0	0.0	0.1827	0.0	0.6707	0.1467
Mix_50	0.0	0.0	0.0	0.1825	0.3609	0.4566
Mix_51	0.1591	0.0	0.0	0.1715	0.3548	0.3146
Mix_52	0.0	0.0	0.0	0.1247	0.8471	0.0282
Mix_53	0.1196	0.0	0.0	0.3099	0.446	0.1244
Mix_54	0.0	0.0	0.4185	0.3496	0.2318	0.0
Mix_55	0.0	0.0	0.2028	0.122	0.6646	0.0106
Mix_56	0.0	0.0	0.0	0.2432	0.4688	0.288
Mix_57	0.0	0.0	0.2706	0.1429	0.5382	0.0483
Mix_58	0.0372	0.0	0.0	0.1106	0.4574	0.3947
Mix_59	0.0	0.0	0.3427	0.1177	0.5334	0.0062
Mix_60	0.3576	0.0	0.0	0.0	0.4561	0.1862
Mix_61	0.2664	0.0	0.112	0.2339	0.3675	0.0201
Mix_62	0.3524	0.0	0.2356	0.0	0.3819	0.0301
Mix_63	0.0	0.0	0.288	0.3136	0.3982	0.0002
Mix_64	0.1391	0.0	0.0	0.4024	0.4431	0.0154
Mix_65	0.1342	0.0	0.0	0.3269	0.4812	0.0577
