	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil	Other
S10001	0	0.798306674906	0	0	0	0.201693325094
S10006	0	0.784493778042	0	0	0	0.215506221958
S1001	0	0.761311063762	0	0	0	0.238688936238
S10010	0	0.706543669592	0	0	0	0.293456330408
S10011	0	0.803556734752	0	0	0	0.196443265248
S10014	0	0.753112645955	0	0	0	0.246887354045
S10026	0	0.795738986502	0	0	0	0.204261013498
S10032	0	0.71639894148	0	0	0	0.28360105852
S10036	0	0.795909250928	0	0	0	0.204090749072
S10042	0	0.76584320863	0	0	0	0.23415679137
S10044	0	0.787698499934	0	0	0	0.212301500066
S10049	0	0.802637145711	0	0	0	0.197362854289
S10057	0	0.82474628823	0	0	0	0.17525371177
S10062	0	0.758994945843	0	0	0	0.241005054157
S10066	0	0.705861240918	0	0	0	0.294138759082
S10067	0	0.841168391741	0	0	0	0.158831608259
S1007	0	0.765928988126	0	0	0	0.234071011874
S10073	0	0.814234327207	0	0	0	0.185765672793
S10077	0	0.745596774266	0	0	0	0.254403225734
S10080	0	0.74579971671	0	0	0	0.25420028329
S10082	0	0.812171036406	0	0	0	0.187828963594
S10087	0	0.77056563572	0	0	0	0.22943436428
S10089	0	0.774491601461	0	0	0	0.225508398539
S1009	0	0.866811516761	0	0	0	0.133188483239
S10090	0	0.78549488899	0	0	0	0.21450511101
S10093	0	0.758877949916	0	0	0	0.241122050084
S10094	0	0.745983365522	0	0	0	0.254016634478
S1010	0	0.781337597349	0	0	0	0.218662402651
S10111	0	0.805648787983	0	0	0	0.194351212017
S10116	0	0.838770438305	0	0	0	0.161229561695
S10119	0	0.839099987187	0	0	0	0.160900012813
S10121	0	0.799326082035	0	0	0	0.200673917965
S10130	0	0.736656533326	0	0	0	0.263343466674
S10140	0	0.707292129199	0	0	0	0.292707870801
S10142	0	0.814928408746	0	0	0	0.185071591254
S10150	0	0.634880083482	0	0	0	0.365119916518
S10155	0	0.820153482361	0	0	0	0.179846517639
S1016	0	0.77075850827	0	0	0	0.22924149173
S10163	0	0.778429728234	0	0	0	0.221570271766
S10167	0	0.817635507752	0	0	0	0.182364492248
S10168	0	0.836326251028	0	0	0	0.163673748972
S10173	0	0.87143603689	0	0	0	0.12856396311
S10175	0	0.74079609374	0	0	0	0.25920390626
S10179	0	0.802618985403	0	0	0	0.197381014597
S10186	0	0.830179125606	0	0	0	0.169820874394
S1019	0	0.800282476116	0	0	0	0.199717523884
S10190	0	0.842611865279	0	0	0	0.157388134721
S10195	0	0.71503743127	0	0	0	0.28496256873
S10196	0	0.78914727249	0	0	0	0.21085272751
S10200	0	0.734635262495	0	0	0	0.265364737505
S10201	0	0.68742790951	0	0	0	0.31257209049
S10202	0	0.763184171909	0	0	0	0.236815828091
S10205	0	0.769074007594	0	0	0	0.230925992406
S10211	0	0.775664506678	0	0	0	0.224335493322
S10221	0	0.80452551497	0	0	0	0.19547448503
S10222	0	0.739201290362	0	0	0	0.260798709638
S10226	0	0.750025199587	0	0	0	0.249974800413
S10227	0	0.735179539812	0	0	0	0.264820460188
S10228	0	0.767230798727	0	0	0	0.232769201273
S10232	0	0.881977029124	0	0	0	0.118022970876
S10248	0	0.841274015943	0	0	0	0.158725984057
S10249	0	0.660579059168	0	0	0	0.339420940832
S1025	0	0.81733985088	0	0	0	0.18266014912
S10266	0	0.739999193159	0	0	0	0.260000806841
S10269	0	0.756443431477	0	0	0	0.243556568523
S10272	0	0.764842449113	0	0	0	0.235157550887
S10273	0	0.763245659867	0	0	0	0.236754340133
S10274	0	0.78070557081	0	0	0	0.21929442919
S1028	0	0.810486519562	0	0	0	0.189513480438
S10280	0	0.741333205052	0	0	0	0.258666794948
S10283	0	0.814192603157	0	0	0	0.185807396843
S1029	0	0.798585259722	0	0	0	0.201414740278
S10292	0	0.851713591738	0	0	0	0.148286408262
S10294	0	0.830865316639	0	0	0	0.169134683361
S10302	0	0.796569484022	0	0	0	0.203430515978
S10303	0	0.791558540452	0	0	0	0.208441459548
S10323	0	0.759176437289	0	0	0	0.240823562711
S10326	0	0.739573195159	0	0	0	0.260426804841
S10328	0	0.789360932874	0	0	0	0.210639067126
S10329	0	0.792395312546	0	0	0	0.207604687454
S10336	0	0.749487870476	0	0	0	0.250512129525
S10340	0	0.795092894659	0	0	0	0.204907105341
S10347	0	0.795395379201	0	0	0	0.204604620799
S10353	0	0.780857600793	0	0	0	0.219142399207
S10356	0	0.805020342173	0	0	0	0.194979657827
S10358	0	0.704863792468	0	0	0	0.295136207532
S10365	0	0.729242187805	0	0	0	0.270757812195
S1037	0	0.864423230119	0	0	0	0.135576769881
S10373	0	0.82336348818	0	0	0	0.17663651182
S10374	0	0.8082721856	0	0	0	0.1917278144
S10375	0	0.775467348504	0	0	0	0.224532651496
S10377	0	0.828808853926	0	0	0	0.171191146074
S10378	0	0.828578943663	0	0	0	0.171421056337
S10390	0	0.844882807833	0	0	0	0.155117192167
S10391	0	0.748077200871	0	0	0	0.251922799129
S10393	0	0.819829880116	0	0	0	0.180170119884
S10400	0	0.732338103857	0	0	0	0.267661896143
S10401	0	0.750296770138	0	0	0	0.249703229862
S10406	0	0.722112520059	0	0	0	0.277887479941
S10408	0	0.73238991655	0	0	0	0.26761008345
S10409	0	0.842691340568	0	0	0	0.157308659432
S10418	0	0.73920778669	0	0	0	0.26079221331
S10431	0	0.777171187	0	0	0	0.222828813
S10438	0	0.792763300112	0	0	0	0.207236699888
S10439	0	0.753701066806	0	0	0	0.246298933194
S10441	0	0.657192459115	0	0	0	0.342807540885
S10442	0	0.750541058799	0	0	0	0.249458941201
S1046	0	0.72746468902	0	0	0	0.27253531098
S10478	0	0.648861924438	0	0	0	0.351138075562
S10480	0	0.859428177065	0	0	0	0.140571822935
S10484	0	0.727109908836	0	0	0	0.272890091164
S10492	0	0.791168353679	0	0	0	0.208831646321
S10496	0	0.816409518088	0	0	0	0.183590481912
S10510	0	0.791797134143	0	0	0	0.208202865857
S10513	0	0.700534962039	0	0	0	0.299465037961
S10516	0	0.756826319111	0	0	0	0.243173680889
S10534	0	0.809275882573	0	0	0	0.190724117427
S10535	0	0.840872554567	0	0	0	0.159127445433
S10537	0	0.743498962461	0	0	0	0.256501037539
S1054	0	0.791320258759	0	0	0	0.208679741241
S10543	0	0.790752842671	0	0	0	0.209247157329
S10546	0	0.775585931324	0	0	0	0.224414068676
S1055	0	0.687120742021	0	0	0	0.312879257979
S10551	0	0.772005411684	0	0	0	0.227994588316
S10552	0	0.70846071349	0	0	0	0.29153928651
S10555	0	0.834768423862	0	0	0	0.165231576138
S10559	0	0.731454970292	0	0	0	0.268545029708
S1056	0	0.827926112505	0	0	0	0.172073887495
S10563	0	0.761363323233	0	0	0	0.238636676767
S10574	0	0.794559427072	0	0	0	0.205440572928
S10576	0	0.772538098238	0	0	0	0.227461901762
S10578	0	0.723754278107	0	0	0	0.276245721893
S10579	0	0.774198283083	0	0	0	0.225801716917
S10582	0	0.765160510508	0	0	0	0.234839489492
S1059	0	0.780488568367	0	0	0	0.219511431633
S10599	0	0.744420559645	0	0	0	0.255579440355
S10611	0	0.760224468875	0	0	0	0.239775531125
S10614	0	0.703433929343	0	0	0	0.296566070657
S10624	0	0.751886555215	0	0	0	0.248113444785
S10632	0	0.764836486842	0	0	0	0.235163513158
S10634	0	0.80300304686	0	0	0	0.19699695314
S10638	0	0.731741066312	0	0	0	0.268258933688
S10644	0	0.816071911485	0	0	0	0.183928088515
S10649	0	0.739414738234	0	0	0	0.260585261766
S10652	0	0.739669070844	0	0	0	0.260330929156
S10654	0	0.81011724064	0	0	0	0.18988275936
S10655	0	0.777342515241	0	0	0	0.222657484759
S10656	0	0.820728603916	0	0	0	0.179271396084
S10657	0	0.739169347943	0	0	0	0.260830652057
S10658	0	0.808416827845	0	0	0	0.191583172155
S10660	0	0.84542887102	0	0	0	0.15457112898
S10661	0	0.828007857833	0	0	0	0.171992142167
S10676	0	0.722717950927	0	0	0	0.277282049073
S1068	0	0.794487914352	0	0	0	0.205512085648
S10681	0	0.771156192254	0	0	0	0.228843807746
S10686	0	0.751118672201	0	0	0	0.248881327799
S10688	0	0.774206648054	0	0	0	0.225793351946
S10690	0	0.744195538345	0	0	0	0.255804461655
S10698	0	0.810706138722	0	0	0	0.189293861278
S107	0	0.821604950112	0	0	0	0.178395049888
S10703	0	0.802378478536	0	0	0	0.197621521464
S10726	0	0.814095464749	0	0	0	0.185904535251
S10729	0	0.769679616869	0	0	0	0.230320383131
S10733	0	0.781378579963	0	0	0	0.218621420037
S10734	0	0.824634543728	0	0	0	0.175365456272
S10735	0	0.794454392525	0	0	0	0.205545607475
S10740	0	0.721923098418	0	0	0	0.278076901582
S10745	0	0.675426729444	0	0	0	0.324573270556
S10748	0	0.783880281597	0	0	0	0.216119718403
S10753	0	0.750900815517	0	0	0	0.249099184483
S10756	0	0.792023633912	0	0	0	0.207976366088
S10757	0	0.841114722538	0	0	0	0.158885277462
S1076	0	0.770169993285	0	0	0	0.229830006715
S10764	0	0.769982287865	0	0	0	0.230017712135
S10767	0	0.834306504718	0	0	0	0.165693495282
S10776	0	0.741839770302	0	0	0	0.258160229698
S10778	0	0.776155925969	0	0	0	0.223844074031
S10784	0	0.696092905356	0	0	0	0.303907094644
S10787	0	0.807769758766	0	0	0	0.192230241234
S10800	0	0.796728349241	0	0	0	0.203271650759
S10805	0	0.719678338287	0	0	0	0.280321661713
S10813	0	0.748790260381	0	0	0	0.251209739619
S10814	0	0.755022213927	0	0	0	0.244977786073
S10815	0	0.788386668083	0	0	0	0.211613331917
S10817	0	0.793970309559	0	0	0	0.206029690441
S1083	0	0.793008159757	0	0	0	0.206991840243
S10835	0	0.695035465494	0	0	0	0.304964534506
S10838	0	0.78063133411	0	0	0	0.21936866589
S10844	0	0.81639435749	0	0	0	0.18360564251
S10845	0	0.705223699757	0	0	0	0.294776300243
S10846	0	0.855011697988	0	0	0	0.144988302012
S10853	0	0.729402318509	0	0	0	0.270597681491
S10854	0	0.815077394342	0	0	0	0.184922605658
S10865	0	0.738531420344	0	0	0	0.261468579656
S10866	0	0.783582491491	0	0	0	0.216417508509
S10869	0	0.656043211032	0	0	0	0.343956788968
S10873	0	0.740229981409	0	0	0	0.259770018591
S10876	0	0.790231700221	0	0	0	0.209768299779
S10883	0	0.75799849332	0	0	0	0.24200150668
S10885	0	0.761352863092	0	0	0	0.238647136908
S10893	0	0.743047080506	0	0	0	0.256952919494
S10895	0	0.726621528848	0	0	0	0.273378471152
S10902	0	0.821926560775	0	0	0	0.178073439225
S10903	0	0.785152714174	0	0	0	0.214847285826
S1092	0	0.708894468796	0	0	0	0.291105531204
S10925	0	0.761660882277	0	0	0	0.238339117723
S10927	0	0.742991040657	0	0	0	0.257008959343
S10936	0	0.796746352939	0	0	0	0.203253647061
S10945	0	0.74425833587	0	0	0	0.25574166413
S10947	0	0.80349726398	0	0	0	0.19650273602
S10949	0	0.82832220434	0	0	0	0.17167779566
S1095	0	0.76264226676	0	0	0	0.23735773324
S10961	0	0.747275008096	0	0	0	0.252724991904
S10969	0	0.806796847664	0	0	0	0.193203152336
S10972	0	0.772275959663	0	0	0	0.227724040337
S10973	0	0.715091754621	0	0	0	0.284908245379
S10978	0	0.745474622711	0	0	0	0.254525377289
S10979	0	0.784163821467	0	0	0	0.215836178533
S10986	0	0.759706149638	0	0	0	0.240293850362
S10989	0	0.798777051498	0	0	0	0.201222948502
S10995	0	0.764134354837	0	0	0	0.235865645163
S11005	0	0.81354854342	0	0	0	0.18645145658
S11008	0	0.769108737908	0	0	0	0.230891262092
S11010	0	0.812554342092	0	0	0	0.187445657908
S11013	0	0.766233765626	0	0	0	0.233766234374
S11016	0	0.778740721257	0	0	0	0.221259278743
S11017	0	0.716947716696	0	0	0	0.283052283304
S11020	0	0.748526751285	0	0	0	0.251473248715
S11027	0	0.741271949817	0	0	0	0.258728050183
S11035	0	0.795109674936	0	0	0	0.204890325064
S11041	0	0.785842110904	0	0	0	0.214157889096
S1106	0	0.765731601079	0	0	0	0.234268398921
S11071	0	0.868839137634	0	0	0	0.131160862366
S11076	0	0.798125189538	0	0	0	0.201874810462
S11078	0	0.768330822205	0	0	0	0.231669177795
S11081	0	0.78210194998	0	0	0	0.21789805002
S11086	0	0.772562880593	0	0	0	0.227437119407
S1109	0	0.73404981966	0	0	0	0.26595018034
S11096	0	0.722037713024	0	0	0	0.277962286976
S11100	0	0.815967476118	0	0	0	0.184032523882
S11107	0	0.766868421196	0	0	0	0.233131578804
S11109	0	0.704361785716	0	0	0	0.295638214284
S1111	0	0.819334140923	0	0	0	0.180665859077
S11119	0	0.747844418049	0	0	0	0.252155581951
S11127	0	0.806359757799	0	0	0	0.193640242201
S11136	0	0.813559824296	0	0	0	0.186440175704
S11147	0	0.759534735882	0	0	0	0.240465264118
S11150	0	0.738574014669	0	0	0	0.261425985331
S11152	0	0.710553765137	0	0	0	0.289446234863
S1116	0	0.833665766277	0	0	0	0.166334233723
S11163	0	0.802011292651	0	0	0	0.197988707349
S11164	0	0.738815145642	0	0	0	0.261184854358
S11166	0	0.7822127724	0	0	0	0.2177872276
S11173	0	0.778473436199	0	0	0	0.221526563801
S11174	0	0.805641707873	0	0	0	0.194358292127
S11182	0	0.806415764597	0	0	0	0.193584235403
S11188	0	0.746188477877	0	0	0	0.253811522123
S11189	0	0.781280066829	0	0	0	0.218719933171
S1119	0	0.850474286038	0	0	0	0.149525713962
S11195	0	0.812164583601	0	0	0	0.187835416399
S11197	0	0.844134032134	0	0	0	0.155865967866
S11198	0	0.643465703792	0	0	0	0.356534296208
S11211	0	0.769378730417	0	0	0	0.230621269583
S11214	0	0.799215494289	0	0	0	0.200784505711
S11216	0	0.762311331224	0	0	0	0.237688668776
S11224	0	0.773067073805	0	0	0	0.226932926195
S11236	0	0.770013640764	0	0	0	0.229986359236
S11241	0	0.792070914443	0	0	0	0.207929085557
S11243	0	0.780602999778	0	0	0	0.219397000222
S11245	0	0.763571427458	0	0	0	0.236428572542
S11249	0	0.798394960629	0	0	0	0.201605039371
