	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.1014	0.1088	0.2377	0.1873	0.2446	0.0448
Mix_2	0.2698	0.243	0.1749	0.0517	0.1668	0.0793
Mix_3	0.0563	0.0852	0.2593	0.0704	0.4788	0.0438
Mix_4	0.1102	0.1862	0.2369	0.0304	0.3927	0.0437
Mix_5	0.4096	0.0516	0.2593	0.0	0.2154	0.0641
Mix_6	0.1938	0.0	0.1844	0.2024	0.2704	0.0622
Mix_7	0.1571	0.2288	0.1071	0.0068	0.456	0.0442
Mix_8	0.2539	0.3186	0.0	0.1069	0.2105	0.0698
Mix_9	0.2329	0.1533	0.1927	0.0475	0.3029	0.0623
Mix_10	0.3113	0.0	0.138	0.103	0.3386	0.0682
Mix_11	0.1883	0.3536	0.1534	0.0222	0.213	0.0697
Mix_12	0.0268	0.1502	0.2329	0.154	0.3482	0.0363
Mix_13	0.3492	0.084	0.1228	0.0209	0.3438	0.0715
Mix_14	0.0533	0.1886	0.2263	0.0	0.5057	0.0262
Mix_15	0.1086	0.3541	0.0684	0.0468	0.3556	0.0533
Mix_16	0.226	0.2217	0.0321	0.0729	0.3582	0.0616
Mix_17	0.1369	0.2904	0.069	0.0374	0.4132	0.0401
Mix_18	0.1027	0.5385	0.0025	0.0648	0.2188	0.0572
Mix_19	0.0734	0.0107	0.218	0.1611	0.4265	0.0482
Mix_20	0.274	0.1258	0.0785	0.1013	0.3127	0.0644
Mix_21	0.2453	0.1146	0.0426	0.1522	0.3235	0.0525
Mix_22	0.0803	0.0369	0.1681	0.1964	0.4004	0.0363
Mix_23	0.3683	0.2305	0.0894	0.0362	0.1744	0.0916
Mix_24	0.0	0.4762	0.0	0.1047	0.3531	0.0409
Mix_25	0.3284	0.151	0.0924	0.0	0.3657	0.0626
Mix_26	0.2134	0.2731	0.0257	0.0294	0.4006	0.0572
Mix_27	0.2854	0.1083	0.0	0.1168	0.3798	0.062
Mix_28	0.1894	0.1425	0.1212	0.1324	0.2997	0.0621
Mix_29	0.262	0.2459	0.0099	0.018	0.3938	0.0661
Mix_30	0.1585	0.0797	0.2531	0.0	0.4769	0.0318
Mix_31	0.2499	0.194	0.0682	0.0595	0.3437	0.0649
Mix_32	0.1081	0.4737	0.0	0.0834	0.2468	0.0434
Mix_33	0.0549	0.2784	0.0591	0.1011	0.4235	0.0396
Mix_34	0.2355	0.0034	0.1535	0.1765	0.2941	0.0718
Mix_35	0.1778	0.2184	0.2324	0.024	0.2792	0.0682
Mix_36	0.2266	0.1454	0.1341	0.0463	0.3811	0.0538
Mix_37	0.0778	0.07	0.28	0.0747	0.4421	0.0466
Mix_38	0.0325	0.2185	0.1927	0.1293	0.3374	0.0386
Mix_39	0.3327	0.1605	0.0037	0.1641	0.1842	0.0799
Mix_40	0.2052	0.039	0.2803	0.0276	0.3949	0.053
Mix_41	0.1592	0.1134	0.342	0.0652	0.2595	0.058
Mix_42	0.2245	0.3061	0.0	0.0287	0.3738	0.0608
Mix_43	0.281	0.0053	0.1832	0.1026	0.3302	0.0621
Mix_44	0.0769	0.1552	0.2888	0.1266	0.2697	0.0426
Mix_45	0.0972	0.0987	0.0773	0.1049	0.538	0.0431
Mix_46	0.2504	0.2	0.0	0.072	0.3866	0.0716
Mix_47	0.1894	0.0412	0.1682	0.1505	0.3308	0.0682
Mix_48	0.2332	0.2038	0.144	0.0436	0.3011	0.0721
Mix_49	0.0858	0.2034	0.3386	0.0	0.3424	0.0298
Mix_50	0.0685	0.292	0.0	0.0965	0.4758	0.038
Mix_51	0.2215	0.268	0.0784	0.0627	0.2899	0.0592
Mix_52	0.0113	0.1484	0.1582	0.0685	0.5642	0.0289
Mix_53	0.202	0.1101	0.0481	0.1347	0.3897	0.0572
Mix_54	0.0699	0.0134	0.4581	0.1525	0.2076	0.0534
Mix_55	0.0314	0.0708	0.345	0.0628	0.4452	0.0441
Mix_56	0.084	0.1957	0.021	0.119	0.4996	0.0285
Mix_57	0.0	0.1932	0.4561	0.0657	0.2241	0.0608
Mix_58	0.1033	0.3338	0.0697	0.0481	0.3742	0.0599
Mix_59	0.0685	0.0564	0.4437	0.0444	0.3473	0.0397
Mix_60	0.3522	0.1282	0.0	0.0	0.4664	0.0534
Mix_61	0.3372	0.0051	0.2149	0.0732	0.281	0.0669
Mix_62	0.3786	0.0433	0.2871	0.0	0.2449	0.0461
Mix_63	0.0361	0.0593	0.3987	0.1468	0.2653	0.0544
Mix_64	0.212	0.0188	0.0986	0.1824	0.3526	0.0573
Mix_65	0.2166	0.0861	0.0675	0.1378	0.3843	0.0472
Mix_66	0.2454	0.1951	0.1523	0.0	0.3506	0.0567
Mix_67	0.4126	0.0665	0.1409	0.1085	0.1416	0.0863
Mix_68	0.1244	0.2497	0.0	0.102	0.4447	0.039
Mix_69	0.3642	0.0419	0.1422	0.0324	0.3369	0.0782
Mix_70	0.11	0.2615	0.0074	0.0769	0.458	0.0594
Mix_71	0.1593	0.0309	0.24	0.0523	0.4578	0.0566
Mix_72	0.0887	0.3911	0.0	0.1601	0.2417	0.0463
Mix_73	0.0194	0.1434	0.3456	0.0418	0.4151	0.0347
Mix_74	0.3086	0.0	0.2407	0.0882	0.2654	0.0679
Mix_75	0.1481	0.1827	0.3637	0.0066	0.2504	0.0484
Mix_76	0.147	0.1096	0.3338	0.0006	0.3653	0.0436
Mix_77	0.1432	0.1496	0.2143	0.1467	0.2354	0.0528
Mix_78	0.0324	0.2814	0.2002	0.0	0.4729	0.0131
Mix_79	0.0504	0.0481	0.524	0.1087	0.2024	0.0503
Mix_80	0.1674	0.3201	0.1097	0.0616	0.2353	0.0769
Mix_81	0.1713	0.0338	0.2327	0.1013	0.3794	0.0524
Mix_82	0.2189	0.1241	0.1992	0.0	0.4337	0.0241
Mix_83	0.2813	0.0665	0.1727	0.0749	0.3182	0.0618
Mix_84	0.1659	0.1809	0.0418	0.1096	0.4068	0.0501
Mix_85	0.1691	0.2116	0.2646	0.0	0.3202	0.0346
Mix_86	0.1068	0.027	0.2733	0.1148	0.396	0.048
Mix_87	0.4914	0.0165	0.1815	0.0711	0.1171	0.1015
Mix_88	0.2709	0.3042	0.0	0.0463	0.293	0.0755
Mix_89	0.0	0.126	0.2824	0.1649	0.3171	0.0424
Mix_90	0.1786	0.1309	0.4689	0.0	0.1896	0.032
Mix_91	0.47	0.1552	0.1455	0.0	0.1397	0.0897
Mix_92	0.2125	0.1334	0.3294	0.0653	0.1888	0.062
Mix_93	0.1044	0.4514	0.0	0.1404	0.1868	0.0443
Mix_94	0.3181	0.2722	0.0	0.0444	0.277	0.0757
Mix_95	0.1431	0.3035	0.2207	0.0395	0.2264	0.0617
Mix_96	0.0538	0.3386	0.0767	0.0684	0.4038	0.0331
Mix_97	0.2321	0.0136	0.2424	0.1141	0.3001	0.0577
Mix_98	0.3495	0.1444	0.0	0.2333	0.063	0.1103
Mix_99	0.0	0.5284	0.0592	0.0195	0.3475	0.0454
Mix_100	0.1985	0.1386	0.2207	0.1487	0.1584	0.0706
