	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.0	0.0	0.348	0.1211	0.003	0.0496	0	0.4563
mix_2	0.0	0.0	0.2708	0.2379	0.0	0.0	0	0.4752
mix_3	0.0	0.0	0.1773	0.1041	0.1486	0.0644	0	0.4487
mix_4	0.0	0.0	0.3183	0.0	0.133	0.0	0	0.5488
mix_5	0.0	0.0	0.3484	0.0	0.1856	0.002	0	0.4363
mix_6	0.0	0.0	0.3787	0.0381	0.1293	0.0	0	0.4539
mix_7	0.0	0.0	0.3037	0.0166	0.1907	0.0177	0	0.4485
mix_8	0.0	0.0	0.2972	0.1387	0.1248	0.0	0	0.4309
mix_9	0.0	0.0	0.388	0.0084	0.0889	0.0	0	0.5141
mix_10	0.0	0.0	0.0992	0.0525	0.047	0.0589	0	0.704
mix_11	0.0049	0.0	0.3537	0.1324	0.0	0.0554	0	0.4276
mix_12	0.0	0.0	0.3236	0.0	0.1734	0.0	0	0.481
mix_13	0.0	0.0	0.166	0.1447	0.0008	0.0	0	0.6727
mix_14	0.0	0.0	0.2617	0.0111	0.0239	0.0358	0	0.6388
mix_15	0.0	0.0	0.349	0.0942	0.1371	0.0	0	0.4054
mix_16	0.0259	0.0	0.1566	0.1261	0.202	0.0	0	0.4537
mix_17	0.0048	0.0	0.136	0.1322	0.2058	0.0	0	0.4996
mix_18	0.0	0.056	0.0	0.1639	0.0	0.0283	0	0.6997
mix_19	0.0	0.0	0.1948	0.1415	0.1248	0.0554	0	0.4439
mix_20	0.0	0.0	0.2947	0.1816	0.0135	0.0	0	0.5102
mix_21	0.0	0.015	0.1152	0.1025	0.1618	0.0	0	0.5823
mix_22	0.0	0.0	0.3244	0.0	0.0438	0.094	0	0.5126
mix_23	0.0003	0.0	0.2947	0.1383	0.0	0.0	0	0.5529
mix_24	0.0	0.0	0.3181	0.0369	0.1844	0.0	0	0.4569
mix_25	0.0	0.0	0.318	0.0808	0.0405	0.0	0	0.5606
mix_26	0.0	0.0	0.0591	0.099	0.1308	0.0242	0	0.6391
mix_27	0.0	0.0	0.4005	0.1091	0.0	0.0	0	0.4726
mix_28	0.0	0.0	0.327	0.0768	0.0996	0.0	0	0.4967
mix_29	0.0	0.0	0.3621	0.1029	0.0093	0.0401	0	0.4734
mix_30	0.0	0.0	0.3089	0.0351	0.0939	0.0	0	0.5463
mix_31	0.0	0.0	0.2419	0.0944	0.0386	0.018	0	0.5786
mix_32	0.0	0.0	0.2319	0.0	0.0	0.0853	0	0.6513
mix_33	0.0	0.0	0.1436	0.1071	0.0405	0.0167	0	0.6443
mix_34	0.0	0.0	0.0411	0.168	0.0463	0.0751	0	0.6038
mix_35	0.0	0.0	0.3305	0.0045	0.1247	0.0045	0	0.5146
mix_36	0.0	0.0	0.3084	0.0	0.1216	0.0433	0	0.491
mix_37	0.0	0.0	0.2503	0.1068	0.1745	0.0	0	0.4387
mix_38	0.0	0.0	0.2843	0.0806	0.1434	0.0153	0	0.4414
mix_39	0.0	0.0	0.3422	0.0901	0.0852	0.0	0	0.4823
mix_40	0.0	0.0	0.2427	0.0	0.1126	0.0625	0	0.546
mix_41	0.0	0.0	0.1182	0.0964	0.0983	0.0514	0	0.5789
mix_42	0.0	0.0274	0.097	0.0547	0.0	0.0	0	0.8145
mix_43	0.0056	0.0	0.0406	0.0938	0.078	0.0478	0	0.6859
mix_44	0.0107	0.0	0.3073	0.1633	0.0	0.0007	0	0.4998
mix_45	0.0	0.0	0.3345	0.0265	0.1341	0.0216	0	0.4773
mix_46	0.0	0.0	0.1736	0.0365	0.0893	0.0818	0	0.5471
mix_47	0.043	0.0	0.0184	0.2763	0.1948	0.0	0	0.448
mix_48	0.0018	0.0	0.0641	0.0847	0.0	0.0467	0	0.773
mix_49	0.0	0.0	0.2807	0.0	0.0062	0.1652	0	0.4742
mix_50	0.0	0.0	0.3539	0.0382	0.1085	0.0	0	0.4901
mix_51	0.0081	0.0	0.0585	0.0933	0.1564	0.029	0	0.6071
mix_52	0.0	0.0	0.1273	0.1086	0.0929	0.0339	0	0.5922
mix_53	0.0375	0.0	0.0965	0.156	0.0	0.0572	0	0.608
mix_54	0.0	0.0	0.242	0.0521	0.1066	0.0	0	0.5683
mix_55	0.0	0.0029	0.0367	0.1319	0.0834	0.0	0	0.7151
mix_56	0.0	0.0	0.2382	0.03	0.06	0.016	0	0.6196
mix_57	0.0	0.0	0.3704	0.0	0.0948	0.0	0	0.5239
mix_58	0.0	0.0	0.3437	0.0733	0.1377	0.0	0	0.4309
mix_59	0.0181	0.0	0.1164	0.0723	0.0954	0.0812	0	0.5676
mix_60	0.0	0.0	0.1446	0.117	0.0579	0.0	0	0.6428
mix_61	0.0	0.0	0.3051	0.0	0.1609	0.0179	0	0.4806
mix_62	0.0	0.0	0.2286	0.0716	0.1414	0.0407	0	0.4728
mix_63	0.0	0.0	0.3195	0.036	0.1453	0.0	0	0.4765
mix_64	0.0548	0.0	0.0116	0.2254	0.1665	0.0	0	0.4988
mix_65	0.0	0.0	0.1534	0.1251	0.0912	0.0413	0	0.528
mix_66	0.0091	0.0	0.2186	0.1396	0.0	0.0635	0	0.53
mix_67	0.0	0.0	0.3313	0.0633	0.0657	0.0358	0	0.4715
mix_68	0.0	0.0	0.224	0.0999	0.141	0.0	0	0.5176
mix_69	0.0	0.0	0.2828	0.0643	0.1118	0.0	0	0.5412
mix_70	0.0	0.0	0.1168	0.0902	0.1741	0.0063	0	0.5714
mix_71	0.0	0.0	0.2758	0.1219	0.1209	0.0	0	0.4505
mix_72	0.0	0.0	0.2591	0.0611	0.1682	0.0233	0	0.4377
mix_73	0.0	0.0	0.1656	0.012	0.259	0.0	0	0.5273
mix_74	0.0	0.0	0.2689	0.1255	0.0	0.0	0	0.6029
mix_75	0.0	0.0	0.1237	0.0797	0.0719	0.0035	0	0.6865
mix_76	0.0	0.0	0.2994	0.0	0.1685	0.0762	0	0.4186
mix_77	0.0	0.0	0.2721	0.0354	0.0814	0.0	0	0.5894
mix_78	0.0	0.0	0.2267	0.1186	0.1242	0.0	0	0.5032
mix_79	0.0512	0.0	0.104	0.0436	0.1615	0.063	0	0.5171
mix_80	0.026	0.0	0.0682	0.0847	0.0184	0.072	0	0.6586
mix_81	0.0313	0.0	0.1272	0.2225	0.0	0.0819	0	0.4344
mix_82	0.0	0.0	0.0356	0.1259	0.2565	0.0595	0	0.4312
mix_83	0.0	0.0002	0.1228	0.0	0.2433	0.0	0	0.6212
mix_84	0.0	0.0	0.3107	0.0531	0.1567	0.0071	0	0.4491
mix_85	0.0	0.0	0.1986	0.1104	0.1183	0.0624	0	0.4634
mix_86	0.0	0.0	0.3145	0.0214	0.1682	0.0	0	0.4734
mix_87	0.0	0.0	0.4009	0.0	0.0	0.0553	0	0.5373
mix_88	0.0	0.0	0.2929	0.0652	0.0258	0.0313	0	0.552
mix_89	0.0642	0.0	0.0113	0.1954	0.0352	0.0362	0	0.5833
mix_90	0.0	0.0	0.4216	0.0196	0.0344	0.0	0	0.5194
mix_91	0.0	0.0	0.3308	0.0004	0.1237	0.0196	0	0.4997
mix_92	0.0	0.0	0.2289	0.1199	0.0541	0.0	0	0.5848
mix_93	0.0164	0.0	0.1382	0.0054	0.3332	0.0	0	0.4844
mix_94	0.0	0.0	0.3309	0.0	0.081	0.0	0	0.5724
mix_95	0.0	0.0	0.226	0.0782	0.0658	0.0	0	0.6238
mix_96	0.0	0.0	0.223	0.1388	0.0	0.049	0	0.5562
mix_97	0.0	0.0	0.2557	0.0	0.0253	0.0892	0	0.6072
mix_98	0.0	0.0	0.1554	0.0	0.0853	0.0571	0	0.6633
mix_99	0.052	0.0	0.0455	0.0	0.2482	0.0738	0	0.5228
mix_100	0.0	0.0	0.2952	0.0	0.1918	0.0	0	0.4854
